Start time: 1730585035417
[2024-11-02T16:03:56.598976-0600] nuttcp-t: v8.1.4: socket
[2024-11-02T16:03:56.600088-0600] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.176.53.206
[2024-11-02T16:03:56.600166-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-02T16:03:56.600220-0600] nuttcp-t: connect to 54.176.53.206 with mss=1448, RTT=44.211 ms af=inet
[2024-11-02T16:03:56.600268-0600] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-02T16:03:56.600316-0600] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-02T16:03:56.600361-0600] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-02T16:03:56.600406-0600] nuttcp-r: v6.1.2: socket
[2024-11-02T16:03:56.600449-0600] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-02T16:03:56.600495-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-02T16:03:56.600541-0600] nuttcp-r: accept from 129.222.102.15
[2024-11-02T16:03:56.600587-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-02T16:03:56.600633-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-02T16:03:56.600680-0600]     0.4375 MB /   0.50 sec =    7.3397 Mbps     9 retrans     29 KB-cwnd
[2024-11-02T16:03:58.212813-0600]     0.2500 MB /   0.50 sec =    4.1942 Mbps     6 retrans     19 KB-cwnd
[2024-11-02T16:03:58.213074-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:03:58.213116-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:00.333740-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     9 retrans     11 KB-cwnd
[2024-11-02T16:04:00.334087-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:00.334185-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:00.334267-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:00.334344-0600]     0.0625 MB /   0.50 sec =    1.0483 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:03.581464-0600]     0.1250 MB /   0.50 sec =    2.0977 Mbps    11 retrans      5 KB-cwnd
[2024-11-02T16:04:03.581753-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:03.581830-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:03.581962-0600]     0.0625 MB /   0.50 sec =    1.0491 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:03.582035-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:03.582111-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:06.208089-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps    10 retrans      5 KB-cwnd
[2024-11-02T16:04:06.208387-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:06.208481-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:06.208560-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:06.208635-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:08.894303-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     9 retrans      4 KB-cwnd
[2024-11-02T16:04:08.894783-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans      4 KB-cwnd
[2024-11-02T16:04:08.894925-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      4 KB-cwnd
[2024-11-02T16:04:08.895042-0600]     0.0625 MB /   0.50 sec =    1.0484 Mbps     0 retrans      4 KB-cwnd
[2024-11-02T16:04:08.895153-0600]     0.0625 MB /   0.50 sec =    1.0470 Mbps     0 retrans      4 KB-cwnd
[2024-11-02T16:04:08.895263-0600]     0.0625 MB /   0.50 sec =    1.0503 Mbps     0 retrans      4 KB-cwnd
[2024-11-02T16:04:12.044682-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     9 retrans     14 KB-cwnd
[2024-11-02T16:04:12.045114-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T16:04:12.045273-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T16:04:12.045361-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T16:04:12.045440-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T16:04:12.045517-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T16:04:13.674222-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     5 retrans      8 KB-cwnd
[2024-11-02T16:04:13.674708-0600]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans      8 KB-cwnd
[2024-11-02T16:04:13.674826-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      8 KB-cwnd
[2024-11-02T16:04:16.322926-0600]     0.1250 MB /   0.50 sec =    2.0973 Mbps     7 retrans     11 KB-cwnd
[2024-11-02T16:04:16.323498-0600]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:16.323641-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:16.323775-0600]     0.0625 MB /   0.50 sec =    1.0487 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:16.323901-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:16.324014-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:18.946186-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     9 retrans     15 KB-cwnd
[2024-11-02T16:04:18.946563-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:18.946668-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:18.946761-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:18.946845-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:20.496403-0600]     0.1250 MB /   0.50 sec =    2.0975 Mbps     8 retrans      9 KB-cwnd
[2024-11-02T16:04:20.496561-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans      9 KB-cwnd
[2024-11-02T16:04:20.496601-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans      9 KB-cwnd
[2024-11-02T16:04:21.801792-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     9 retrans     25 KB-cwnd
[2024-11-02T16:04:21.802789-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     25 KB-cwnd
[2024-11-02T16:04:21.802909-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     25 KB-cwnd
[2024-11-02T16:04:22.843765-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     7 retrans     16 KB-cwnd
[2024-11-02T16:04:22.844139-0600]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     16 KB-cwnd
[2024-11-02T16:04:24.693110-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     5 retrans     55 KB-cwnd
[2024-11-02T16:04:24.693618-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     55 KB-cwnd
[2024-11-02T16:04:24.693761-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     55 KB-cwnd
[2024-11-02T16:04:25.557635-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps    11 retrans     18 KB-cwnd
[2024-11-02T16:04:25.558575-0600]     0.3125 MB /   0.50 sec =    5.2426 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T16:04:27.759724-0600]     0.1250 MB /   0.50 sec =    2.0973 Mbps     6 retrans     19 KB-cwnd
[2024-11-02T16:04:27.759939-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:27.759975-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:27.760003-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:27.760029-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:28.279908-0600]     0.3750 MB /   0.50 sec =    6.2916 Mbps     6 retrans     42 KB-cwnd
[2024-11-02T16:04:29.142996-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     5 retrans     21 KB-cwnd
[2024-11-02T16:04:31.669794-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     9 retrans     18 KB-cwnd
[2024-11-02T16:04:31.670380-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T16:04:31.670502-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T16:04:31.670596-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T16:04:31.670690-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T16:04:32.588995-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     6 retrans     22 KB-cwnd
[2024-11-02T16:04:32.589525-0600]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     22 KB-cwnd
[2024-11-02T16:04:34.000624-0600]     0.1875 MB /   0.50 sec =    3.1456 Mbps     3 retrans     49 KB-cwnd
[2024-11-02T16:04:34.000812-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:34.000845-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:34.382097-0600]     0.2500 MB /   0.50 sec =    4.1941 Mbps     1 retrans     87 KB-cwnd
[2024-11-02T16:04:35.562703-0600]     0.5625 MB /   0.50 sec =    9.4372 Mbps     9 retrans     19 KB-cwnd
[2024-11-02T16:04:35.563188-0600]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T16:04:38.169151-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     7 retrans     15 KB-cwnd
[2024-11-02T16:04:38.169323-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:38.169353-0600]     0.0625 MB /   0.50 sec =    1.0478 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:38.169378-0600]     0.0625 MB /   0.50 sec =    1.0494 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:38.169402-0600]     0.1250 MB /   0.50 sec =    2.0934 Mbps     0 retrans     15 KB-cwnd
[2024-11-02T16:04:41.074517-0600]     0.0625 MB /   0.50 sec =    1.0505 Mbps    11 retrans     12 KB-cwnd
[2024-11-02T16:04:41.075007-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T16:04:41.075120-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T16:04:41.075207-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T16:04:41.075291-0600]     0.0625 MB /   0.50 sec =    1.0487 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T16:04:41.075369-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T16:04:43.285633-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     8 retrans      7 KB-cwnd
[2024-11-02T16:04:43.285950-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans      7 KB-cwnd
[2024-11-02T16:04:43.285999-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      7 KB-cwnd
[2024-11-02T16:04:43.286036-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans      7 KB-cwnd
[2024-11-02T16:04:43.286067-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans      7 KB-cwnd
[2024-11-02T16:04:44.187746-0600]     0.1250 MB /   0.50 sec =    2.0970 Mbps     4 retrans     33 KB-cwnd
[2024-11-02T16:04:45.073825-0600]     0.3125 MB /   0.50 sec =    5.2430 Mbps     3 retrans     28 KB-cwnd
[2024-11-02T16:04:45.074770-0600]     0.2500 MB /   0.50 sec =    4.1945 Mbps     0 retrans     28 KB-cwnd
[2024-11-02T16:04:47.094707-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     7 retrans     16 KB-cwnd
[2024-11-02T16:04:47.095235-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     16 KB-cwnd
[2024-11-02T16:04:47.095381-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     16 KB-cwnd
[2024-11-02T16:04:47.095501-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     16 KB-cwnd
[2024-11-02T16:04:49.346545-0600]     0.1250 MB /   0.50 sec =    2.0973 Mbps     9 retrans      5 KB-cwnd
[2024-11-02T16:04:49.346976-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:49.347162-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:49.347295-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:49.347406-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      5 KB-cwnd
[2024-11-02T16:04:51.806149-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     7 retrans     50 KB-cwnd
[2024-11-02T16:04:51.806673-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:51.806823-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:51.806941-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:51.807051-0600]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans     50 KB-cwnd
[2024-11-02T16:04:52.277771-0600]     0.3750 MB /   0.50 sec =    6.2918 Mbps     5 retrans     42 KB-cwnd
[2024-11-02T16:04:53.013992-0600]     0.3125 MB /   0.50 sec =    5.2429 Mbps     7 retrans      8 KB-cwnd
[2024-11-02T16:04:56.022216-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps    12 retrans     11 KB-cwnd
[2024-11-02T16:04:56.022394-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:56.022429-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:56.022457-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:56.022481-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:56.022504-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     11 KB-cwnd
[2024-11-02T16:04:58.825793-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     9 retrans     24 KB-cwnd
