Start time: 1731102670528
[2024-11-08T16:51:10.764] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-08T16:51:10.764] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-08T16:51:10.819] - client - INFO - 46 bytes from 54.197.223.49: time=54.62 ms
[2024-11-08T16:51:11.080] - client - INFO - 46 bytes from 54.197.223.49: time=59.97 ms
[2024-11-08T16:51:11.339] - client - INFO - 46 bytes from 54.197.223.49: time=58.41 ms
[2024-11-08T16:51:11.598] - client - INFO - 46 bytes from 54.197.223.49: time=58.57 ms
[2024-11-08T16:51:11.858] - client - INFO - 46 bytes from 54.197.223.49: time=59.59 ms
[2024-11-08T16:51:12.118] - client - INFO - 46 bytes from 54.197.223.49: time=58.82 ms
[2024-11-08T16:51:12.381] - client - INFO - 46 bytes from 54.197.223.49: time=62.18 ms
[2024-11-08T16:51:12.643] - client - INFO - 46 bytes from 54.197.223.49: time=62.37 ms
[2024-11-08T16:51:12.903] - client - INFO - 46 bytes from 54.197.223.49: time=58.72 ms
[2024-11-08T16:51:13.163] - client - INFO - 46 bytes from 54.197.223.49: time=58.99 ms
[2024-11-08T16:51:13.429] - client - INFO - 46 bytes from 54.197.223.49: time=65.51 ms
[2024-11-08T16:51:13.684] - client - INFO - 46 bytes from 54.197.223.49: time=53.63 ms
[2024-11-08T16:51:13.944] - client - INFO - 46 bytes from 54.197.223.49: time=59.29 ms
[2024-11-08T16:51:14.203] - client - INFO - 46 bytes from 54.197.223.49: time=58.55 ms
[2024-11-08T16:51:14.469] - client - INFO - 46 bytes from 54.197.223.49: time=65.37 ms
[2024-11-08T16:51:14.723] - client - INFO - 46 bytes from 54.197.223.49: time=53.37 ms
[2024-11-08T16:51:14.973] - client - INFO - 46 bytes from 54.197.223.49: time=49.15 ms
[2024-11-08T16:51:15.238] - client - INFO - 46 bytes from 54.197.223.49: time=64.47 ms
[2024-11-08T16:51:15.498] - client - INFO - 46 bytes from 54.197.223.49: time=58.38 ms
[2024-11-08T16:51:15.759] - client - INFO - 46 bytes from 54.197.223.49: time=60.37 ms
[2024-11-08T16:51:16.029] - client - INFO - 46 bytes from 54.197.223.49: time=69.74 ms
[2024-11-08T16:51:16.284] - client - INFO - 46 bytes from 54.197.223.49: time=54.04 ms
[2024-11-08T16:51:16.543] - client - INFO - 46 bytes from 54.197.223.49: time=58.13 ms
[2024-11-08T16:51:16.809] - client - INFO - 46 bytes from 54.197.223.49: time=65.82 ms
[2024-11-08T16:51:17.069] - client - INFO - 46 bytes from 54.197.223.49: time=59.48 ms
[2024-11-08T16:51:17.323] - client - INFO - 46 bytes from 54.197.223.49: time=53.04 ms
[2024-11-08T16:51:17.578] - client - INFO - 46 bytes from 54.197.223.49: time=54.61 ms
[2024-11-08T16:51:17.838] - client - INFO - 46 bytes from 54.197.223.49: time=59.86 ms
[2024-11-08T16:51:18.098] - client - INFO - 46 bytes from 54.197.223.49: time=59.50 ms
[2024-11-08T16:51:18.366] - client - INFO - 46 bytes from 54.197.223.49: time=66.88 ms
[2024-11-08T16:51:18.624] - client - INFO - 46 bytes from 54.197.223.49: time=57.16 ms
[2024-11-08T16:51:18.884] - client - INFO - 46 bytes from 54.197.223.49: time=59.49 ms
[2024-11-08T16:51:19.145] - client - INFO - 46 bytes from 54.197.223.49: time=60.38 ms
[2024-11-08T16:51:19.403] - client - INFO - 46 bytes from 54.197.223.49: time=57.21 ms
[2024-11-08T16:51:19.668] - client - INFO - 46 bytes from 54.197.223.49: time=63.91 ms
[2024-11-08T16:51:19.929] - client - INFO - 46 bytes from 54.197.223.49: time=60.16 ms
[2024-11-08T16:51:20.183] - client - INFO - 46 bytes from 54.197.223.49: time=52.90 ms
[2024-11-08T16:51:20.444] - client - INFO - 46 bytes from 54.197.223.49: time=60.22 ms
[2024-11-08T16:51:20.709] - client - INFO - 46 bytes from 54.197.223.49: time=64.09 ms
[2024-11-08T16:51:20.963] - client - INFO - 46 bytes from 54.197.223.49: time=53.47 ms
[2024-11-08T16:51:21.223] - client - INFO - 46 bytes from 54.197.223.49: time=59.38 ms
[2024-11-08T16:51:21.745] - client - INFO - 46 bytes from 54.197.223.49: time=321.05 ms
[2024-11-08T16:51:22.008] - client - INFO - 46 bytes from 54.197.223.49: time=62.73 ms
[2024-11-08T16:51:22.269] - client - INFO - 46 bytes from 54.197.223.49: time=59.63 ms
[2024-11-08T16:51:22.529] - client - INFO - 46 bytes from 54.197.223.49: time=59.45 ms
[2024-11-08T16:51:22.784] - client - INFO - 46 bytes from 54.197.223.49: time=54.09 ms
[2024-11-08T16:51:23.043] - client - INFO - 46 bytes from 54.197.223.49: time=58.51 ms
[2024-11-08T16:51:23.304] - client - INFO - 46 bytes from 54.197.223.49: time=60.34 ms
[2024-11-08T16:51:23.564] - client - INFO - 46 bytes from 54.197.223.49: time=59.08 ms
[2024-11-08T16:51:23.823] - client - INFO - 46 bytes from 54.197.223.49: time=58.65 ms
[2024-11-08T16:51:24.084] - client - INFO - 46 bytes from 54.197.223.49: time=59.84 ms
[2024-11-08T16:51:24.343] - client - INFO - 46 bytes from 54.197.223.49: time=58.34 ms
[2024-11-08T16:51:24.603] - client - INFO - 46 bytes from 54.197.223.49: time=59.61 ms
[2024-11-08T16:51:24.864] - client - INFO - 46 bytes from 54.197.223.49: time=59.57 ms
[2024-11-08T16:51:25.126] - client - INFO - 46 bytes from 54.197.223.49: time=61.20 ms
[2024-11-08T16:51:25.383] - client - INFO - 46 bytes from 54.197.223.49: time=56.79 ms
[2024-11-08T16:51:25.643] - client - INFO - 46 bytes from 54.197.223.49: time=58.72 ms
[2024-11-08T16:51:25.910] - client - INFO - 46 bytes from 54.197.223.49: time=66.00 ms
[2024-11-08T16:51:26.164] - client - INFO - 46 bytes from 54.197.223.49: time=53.32 ms
[2024-11-08T16:51:26.424] - client - INFO - 46 bytes from 54.197.223.49: time=59.19 ms
[2024-11-08T16:51:26.689] - client - INFO - 46 bytes from 54.197.223.49: time=64.25 ms
[2024-11-08T16:51:26.943] - client - INFO - 46 bytes from 54.197.223.49: time=53.23 ms
[2024-11-08T16:51:27.198] - client - INFO - 46 bytes from 54.197.223.49: time=54.84 ms
[2024-11-08T16:51:27.458] - client - INFO - 46 bytes from 54.197.223.49: time=59.01 ms
[2024-11-08T16:51:27.718] - client - INFO - 46 bytes from 54.197.223.49: time=59.46 ms
[2024-11-08T16:51:27.978] - client - INFO - 46 bytes from 54.197.223.49: time=59.18 ms
[2024-11-08T16:51:28.238] - client - INFO - 46 bytes from 54.197.223.49: time=59.34 ms
[2024-11-08T16:51:28.498] - client - INFO - 46 bytes from 54.197.223.49: time=59.35 ms
[2024-11-08T16:51:28.764] - client - INFO - 46 bytes from 54.197.223.49: time=66.08 ms
[2024-11-08T16:51:29.022] - client - INFO - 46 bytes from 54.197.223.49: time=57.26 ms
[2024-11-08T16:51:29.278] - client - INFO - 46 bytes from 54.197.223.49: time=55.08 ms
[2024-11-08T16:51:29.538] - client - INFO - 46 bytes from 54.197.223.49: time=59.31 ms
[2024-11-08T16:51:29.798] - client - INFO - 46 bytes from 54.197.223.49: time=59.24 ms
[2024-11-08T16:51:30.058] - client - INFO - 46 bytes from 54.197.223.49: time=58.99 ms
[2024-11-08T16:51:30.318] - client - INFO - 46 bytes from 54.197.223.49: time=59.57 ms
[2024-11-08T16:51:30.584] - client - INFO - 46 bytes from 54.197.223.49: time=65.72 ms
[2024-11-08T16:51:30.843] - client - INFO - 46 bytes from 54.197.223.49: time=58.35 ms
[2024-11-08T16:51:31.103] - client - INFO - 46 bytes from 54.197.223.49: time=58.83 ms
[2024-11-08T16:51:31.358] - client - INFO - 46 bytes from 54.197.223.49: time=54.38 ms
[2024-11-08T16:51:31.618] - client - INFO - 46 bytes from 54.197.223.49: time=59.52 ms
[2024-11-08T16:51:31.890] - client - INFO - 46 bytes from 54.197.223.49: time=71.22 ms
[2024-11-08T16:51:32.144] - client - INFO - 46 bytes from 54.197.223.49: time=52.81 ms
[2024-11-08T16:51:32.404] - client - INFO - 46 bytes from 54.197.223.49: time=59.27 ms
[2024-11-08T16:51:32.663] - client - INFO - 46 bytes from 54.197.223.49: time=58.30 ms
