Start time: 1730826202315
[2024-11-05T11:03:22.589] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-05T11:03:22.590] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-05T11:03:22.705] - client - INFO - 46 bytes from 54.197.223.49: time=114.75 ms
[2024-11-05T11:03:23.025] - client - INFO - 46 bytes from 54.197.223.49: time=119.29 ms
[2024-11-05T11:03:23.344] - client - INFO - 46 bytes from 54.197.223.49: time=119.48 ms
[2024-11-05T11:03:23.664] - client - INFO - 46 bytes from 54.197.223.49: time=119.60 ms
[2024-11-05T11:03:23.985] - client - INFO - 46 bytes from 54.197.223.49: time=120.56 ms
[2024-11-05T11:03:24.309] - client - INFO - 46 bytes from 54.197.223.49: time=122.46 ms
[2024-11-05T11:03:24.624] - client - INFO - 46 bytes from 54.197.223.49: time=115.07 ms
[2024-11-05T11:03:24.949] - client - INFO - 46 bytes from 54.197.223.49: time=124.17 ms
[2024-11-05T11:03:25.268] - client - INFO - 46 bytes from 54.197.223.49: time=118.73 ms
[2024-11-05T11:03:25.589] - client - INFO - 46 bytes from 54.197.223.49: time=120.01 ms
[2024-11-05T11:03:25.909] - client - INFO - 46 bytes from 54.197.223.49: time=118.91 ms
[2024-11-05T11:03:26.228] - client - INFO - 46 bytes from 54.197.223.49: time=118.87 ms
[2024-11-05T11:03:26.545] - client - INFO - 46 bytes from 54.197.223.49: time=115.72 ms
[2024-11-05T11:03:26.868] - client - INFO - 46 bytes from 54.197.223.49: time=123.14 ms
[2024-11-05T11:03:27.188] - client - INFO - 46 bytes from 54.197.223.49: time=119.29 ms
[2024-11-05T11:03:27.509] - client - INFO - 46 bytes from 54.197.223.49: time=119.69 ms
[2024-11-05T11:03:27.829] - client - INFO - 46 bytes from 54.197.223.49: time=119.37 ms
[2024-11-05T11:03:28.144] - client - INFO - 46 bytes from 54.197.223.49: time=114.96 ms
[2024-11-05T11:03:28.515] - client - INFO - 46 bytes from 54.197.223.49: time=170.30 ms
[2024-11-05T11:03:28.811] - client - INFO - 46 bytes from 54.197.223.49: time=95.29 ms
[2024-11-05T11:03:29.105] - client - INFO - 46 bytes from 54.197.223.49: time=92.78 ms
[2024-11-05T11:03:29.429] - client - INFO - 46 bytes from 54.197.223.49: time=123.85 ms
[2024-11-05T11:03:29.744] - client - INFO - 46 bytes from 54.197.223.49: time=114.57 ms
[2024-11-05T11:03:30.069] - client - INFO - 46 bytes from 54.197.223.49: time=123.77 ms
[2024-11-05T11:03:30.358] - client - INFO - 46 bytes from 54.197.223.49: time=88.74 ms
[2024-11-05T11:03:30.664] - client - INFO - 46 bytes from 54.197.223.49: time=105.85 ms
[2024-11-05T11:03:30.958] - client - INFO - 46 bytes from 54.197.223.49: time=93.34 ms
[2024-11-05T11:03:31.269] - client - INFO - 46 bytes from 54.197.223.49: time=109.67 ms
[2024-11-05T11:03:31.588] - client - INFO - 46 bytes from 54.197.223.49: time=118.63 ms
[2024-11-05T11:03:31.905] - client - INFO - 46 bytes from 54.197.223.49: time=115.80 ms
[2024-11-05T11:03:32.228] - client - INFO - 46 bytes from 54.197.223.49: time=122.74 ms
[2024-11-05T11:03:32.551] - client - INFO - 46 bytes from 54.197.223.49: time=122.13 ms
[2024-11-05T11:03:32.864] - client - INFO - 46 bytes from 54.197.223.49: time=112.66 ms
[2024-11-05T11:03:33.189] - client - INFO - 46 bytes from 54.197.223.49: time=124.05 ms
[2024-11-05T11:03:33.505] - client - INFO - 46 bytes from 54.197.223.49: time=115.57 ms
[2024-11-05T11:03:33.829] - client - INFO - 46 bytes from 54.197.223.49: time=122.87 ms
[2024-11-05T11:03:34.148] - client - INFO - 46 bytes from 54.197.223.49: time=118.73 ms
[2024-11-05T11:03:34.469] - client - INFO - 46 bytes from 54.197.223.49: time=120.38 ms
[2024-11-05T11:03:34.784] - client - INFO - 46 bytes from 54.197.223.49: time=114.55 ms
[2024-11-05T11:03:35.107] - client - INFO - 46 bytes from 54.197.223.49: time=121.82 ms
[2024-11-05T11:03:35.425] - client - INFO - 46 bytes from 54.197.223.49: time=116.90 ms
[2024-11-05T11:03:35.748] - client - INFO - 46 bytes from 54.197.223.49: time=123.22 ms
[2024-11-05T11:03:36.064] - client - INFO - 46 bytes from 54.197.223.49: time=115.29 ms
[2024-11-05T11:03:36.386] - client - INFO - 46 bytes from 54.197.223.49: time=121.37 ms
[2024-11-05T11:03:36.704] - client - INFO - 46 bytes from 54.197.223.49: time=117.13 ms
[2024-11-05T11:03:37.028] - client - INFO - 46 bytes from 54.197.223.49: time=124.18 ms
[2024-11-05T11:03:37.346] - client - INFO - 46 bytes from 54.197.223.49: time=117.06 ms
[2024-11-05T11:03:37.668] - client - INFO - 46 bytes from 54.197.223.49: time=121.96 ms
[2024-11-05T11:03:37.988] - client - INFO - 46 bytes from 54.197.223.49: time=119.72 ms
[2024-11-05T11:03:38.304] - client - INFO - 46 bytes from 54.197.223.49: time=115.22 ms
[2024-11-05T11:03:38.629] - client - INFO - 46 bytes from 54.197.223.49: time=123.60 ms
[2024-11-05T11:03:38.949] - client - INFO - 46 bytes from 54.197.223.49: time=119.85 ms
[2024-11-05T11:03:39.264] - client - INFO - 46 bytes from 54.197.223.49: time=114.32 ms
[2024-11-05T11:03:39.588] - client - INFO - 46 bytes from 54.197.223.49: time=123.34 ms
[2024-11-05T11:03:39.905] - client - INFO - 46 bytes from 54.197.223.49: time=115.46 ms
[2024-11-05T11:03:40.229] - client - INFO - 46 bytes from 54.197.223.49: time=123.60 ms
[2024-11-05T11:03:40.549] - client - INFO - 46 bytes from 54.197.223.49: time=119.63 ms
[2024-11-05T11:03:40.869] - client - INFO - 46 bytes from 54.197.223.49: time=119.16 ms
[2024-11-05T11:03:41.184] - client - INFO - 46 bytes from 54.197.223.49: time=114.94 ms
[2024-11-05T11:03:41.505] - client - INFO - 46 bytes from 54.197.223.49: time=120.03 ms
[2024-11-05T11:03:41.829] - client - INFO - 46 bytes from 54.197.223.49: time=122.95 ms
[2024-11-05T11:03:42.145] - client - INFO - 46 bytes from 54.197.223.49: time=115.45 ms
[2024-11-05T11:03:42.466] - client - INFO - 46 bytes from 54.197.223.49: time=121.14 ms
[2024-11-05T11:03:42.785] - client - INFO - 46 bytes from 54.197.223.49: time=117.50 ms
[2024-11-05T11:03:43.110] - client - INFO - 46 bytes from 54.197.223.49: time=125.24 ms
[2024-11-05T11:03:43.425] - client - INFO - 46 bytes from 54.197.223.49: time=113.99 ms
[2024-11-05T11:03:43.748] - client - INFO - 46 bytes from 54.197.223.49: time=123.32 ms
[2024-11-05T11:03:44.069] - client - INFO - 46 bytes from 54.197.223.49: time=119.68 ms
[2024-11-05T11:03:44.384] - client - INFO - 46 bytes from 54.197.223.49: time=115.17 ms
[2024-11-05T11:03:44.749] - client - INFO - 46 bytes from 54.197.223.49: time=163.52 ms
[2024-11-05T11:03:45.068] - client - INFO - 46 bytes from 54.197.223.49: time=118.75 ms
[2024-11-05T11:03:45.389] - client - INFO - 46 bytes from 54.197.223.49: time=119.93 ms
[2024-11-05T11:03:45.708] - client - INFO - 46 bytes from 54.197.223.49: time=118.65 ms
[2024-11-05T11:03:45.999] - client - INFO - 46 bytes from 54.197.223.49: time=90.09 ms
[2024-11-05T11:03:46.308] - client - INFO - 46 bytes from 54.197.223.49: time=108.49 ms
[2024-11-05T11:03:46.635] - client - INFO - 46 bytes from 54.197.223.49: time=126.49 ms
[2024-11-05T11:03:46.945] - client - INFO - 46 bytes from 54.197.223.49: time=108.56 ms
[2024-11-05T11:03:47.268] - client - INFO - 46 bytes from 54.197.223.49: time=123.00 ms
[2024-11-05T11:03:47.585] - client - INFO - 46 bytes from 54.197.223.49: time=116.02 ms
[2024-11-05T11:03:47.909] - client - INFO - 46 bytes from 54.197.223.49: time=123.31 ms
[2024-11-05T11:03:48.224] - client - INFO - 46 bytes from 54.197.223.49: time=114.87 ms
[2024-11-05T11:03:48.510] - client - INFO - 46 bytes from 54.197.223.49: time=85.53 ms
[2024-11-05T11:03:48.825] - client - INFO - 46 bytes from 54.197.223.49: time=113.82 ms
[2024-11-05T11:03:49.122] - client - INFO - 46 bytes from 54.197.223.49: time=96.85 ms
[2024-11-05T11:03:49.425] - client - INFO - 46 bytes from 54.197.223.49: time=101.58 ms
[2024-11-05T11:03:49.748] - client - INFO - 46 bytes from 54.197.223.49: time=123.05 ms
[2024-11-05T11:03:50.065] - client - INFO - 46 bytes from 54.197.223.49: time=115.78 ms
[2024-11-05T11:03:50.385] - client - INFO - 46 bytes from 54.197.223.49: time=119.85 ms
[2024-11-05T11:03:50.708] - client - INFO - 46 bytes from 54.197.223.49: time=122.21 ms
[2024-11-05T11:03:51.028] - client - INFO - 46 bytes from 54.197.223.49: time=119.44 ms
[2024-11-05T11:03:51.348] - client - INFO - 46 bytes from 54.197.223.49: time=119.87 ms
[2024-11-05T11:03:51.639] - client - INFO - 46 bytes from 54.197.223.49: time=89.95 ms
[2024-11-05T11:03:51.949] - client - INFO - 46 bytes from 54.197.223.49: time=108.58 ms
[2024-11-05T11:03:52.269] - client - INFO - 46 bytes from 54.197.223.49: time=119.86 ms
[2024-11-05T11:03:52.555] - client - INFO - 46 bytes from 54.197.223.49: time=84.69 ms
[2024-11-05T11:03:52.850] - client - INFO - 46 bytes from 54.197.223.49: time=95.08 ms
[2024-11-05T11:03:53.148] - client - INFO - 46 bytes from 54.197.223.49: time=97.50 ms
End time: 1730826233439
