Start time: 1730931574014
[2024-11-06T17:20:06.414614-0500] nuttcp-r: v8.1.4: socket
[2024-11-06T17:20:06.415911-0500] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-06T17:20:06.416009-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T17:20:06.416086-0500] nuttcp-r: connect to 54.197.223.49 with RTT=47.301 ms af=inet
[2024-11-06T17:20:06.416158-0500] nuttcp-r: send window size = 1048576, receive window size = 1048576
[2024-11-06T17:20:06.416229-0500] nuttcp-r: available send window = 786432, available receive window = 786432
[2024-11-06T17:20:06.416301-0500]     1.5000 MB /   0.50 sec =   25.1635 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:06.914829-0500]     7.0625 MB /   0.50 sec =  118.4557 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:07.414735-0500]     9.0000 MB /   0.50 sec =  151.0209 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:07.914843-0500]     2.3750 MB /   0.50 sec =   39.8358 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:08.415811-0500]     6.5625 MB /   0.50 sec =  109.8656 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:08.916307-0500]     9.2500 MB /   0.50 sec =  155.1148 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:09.414154-0500]     6.8125 MB /   0.50 sec =  114.6309 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:09.914100-0500]     5.8125 MB /   0.50 sec =   97.5187 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:10.416310-0500]     5.5000 MB /   0.50 sec =   91.8824 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:10.914222-0500]     8.5000 MB /   0.50 sec =  143.1923 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:11.414169-0500]     7.8125 MB /   0.50 sec =  131.0854 Mbps     0 retrans     14 KB-cwnd
[2024-11-06T17:20:11.914127-0500]     8.6250 MB /   0.50 sec =  144.7125 Mbps     0 retrans     14 KB-cwnd
