Start time: 1730584171058
[2024-11-02T15:49:31.954784-0600] nuttcp-t: v8.1.4: socket
[2024-11-02T15:49:31.955208-0600] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.176.53.206
[2024-11-02T15:49:31.955251-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-02T15:49:31.955280-0600] nuttcp-t: connect to 54.176.53.206 with mss=1448, RTT=50.878 ms af=inet
[2024-11-02T15:49:31.955311-0600] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-02T15:49:31.955336-0600] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-02T15:49:31.955387-0600] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-02T15:49:31.955412-0600] nuttcp-r: v6.1.2: socket
[2024-11-02T15:49:31.955437-0600] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-02T15:49:31.955462-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-02T15:49:31.955556-0600] nuttcp-r: accept from 129.222.102.15
[2024-11-02T15:49:31.955619-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-02T15:49:31.955679-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-02T15:49:31.955740-0600]     0.3125 MB /   0.50 sec =    5.2427 Mbps    22 retrans     87 KB-cwnd
[2024-11-02T15:49:32.945707-0600]     0.5625 MB /   0.50 sec =    9.4373 Mbps    17 retrans     19 KB-cwnd
[2024-11-02T15:49:32.945931-0600]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     19 KB-cwnd
[2024-11-02T15:49:35.528774-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     6 retrans     14 KB-cwnd
[2024-11-02T15:49:35.529250-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T15:49:35.529339-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T15:49:35.529408-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T15:49:35.529471-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     14 KB-cwnd
[2024-11-02T15:49:37.705845-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     6 retrans     12 KB-cwnd
[2024-11-02T15:49:37.707203-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T15:49:37.707499-0600]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T15:49:37.707619-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     12 KB-cwnd
[2024-11-02T15:49:40.562312-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps    10 retrans     18 KB-cwnd
[2024-11-02T15:49:40.562761-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T15:49:40.562877-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T15:49:40.562968-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T15:49:40.563052-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T15:49:40.563135-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-11-02T15:49:43.203970-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     6 retrans     15 KB-cwnd
