Start time: 1730836140714
[2024-11-05T13:49:00.902563-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-05T13:49:00.903265-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=48 time=125 ms
[2024-11-05T13:49:01.062129-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=48 time=83.4 ms
[2024-11-05T13:49:01.281039-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=48 time=102 ms
[2024-11-05T13:49:01.481993-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=48 time=101 ms
[2024-11-05T13:49:01.679155-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=48 time=97.6 ms
[2024-11-05T13:49:01.880510-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=48 time=98.6 ms
[2024-11-05T13:49:02.082552-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=48 time=98.3 ms
[2024-11-05T13:49:02.279993-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=48 time=95.6 ms
[2024-11-05T13:49:02.470400-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=48 time=85.6 ms
[2024-11-05T13:49:02.682367-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=48 time=96.3 ms
[2024-11-05T13:49:02.880668-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=48 time=94.6 ms
[2024-11-05T13:49:03.082056-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=48 time=93.7 ms
[2024-11-05T13:49:03.281607-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=48 time=93.9 ms
[2024-11-05T13:49:03.482598-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=48 time=93.3 ms
[2024-11-05T13:49:03.695819-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=48 time=105 ms
[2024-11-05T13:49:03.881379-0600] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=48 time=89.1 ms
[2024-11-05T13:49:04.098298-0600] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=48 time=104 ms
[2024-11-05T13:49:04.280699-0600] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=48 time=87.2 ms
