Start time: 1731000285739
[2024-11-07T12:24:46.113] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-07T12:24:46.114] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-07T12:24:46.148] - client - INFO - 46 bytes from 54.197.223.49: time=33.67 ms
[2024-11-07T12:24:46.432] - client - INFO - 46 bytes from 54.197.223.49: time=83.69 ms
[2024-11-07T12:24:46.674] - client - INFO - 46 bytes from 54.197.223.49: time=40.89 ms
[2024-11-07T12:24:46.908] - client - INFO - 46 bytes from 54.197.223.49: time=33.29 ms
[2024-11-07T12:24:47.152] - client - INFO - 46 bytes from 54.197.223.49: time=43.47 ms
[2024-11-07T12:24:47.392] - client - INFO - 46 bytes from 54.197.223.49: time=38.91 ms
[2024-11-07T12:24:47.632] - client - INFO - 46 bytes from 54.197.223.49: time=39.34 ms
[2024-11-07T12:24:47.872] - client - INFO - 46 bytes from 54.197.223.49: time=39.39 ms
[2024-11-07T12:24:48.112] - client - INFO - 46 bytes from 54.197.223.49: time=39.30 ms
[2024-11-07T12:24:48.352] - client - INFO - 46 bytes from 54.197.223.49: time=39.63 ms
[2024-11-07T12:24:48.592] - client - INFO - 46 bytes from 54.197.223.49: time=39.43 ms
[2024-11-07T12:24:48.832] - client - INFO - 46 bytes from 54.197.223.49: time=39.02 ms
[2024-11-07T12:24:49.072] - client - INFO - 46 bytes from 54.197.223.49: time=39.58 ms
[2024-11-07T12:24:49.312] - client - INFO - 46 bytes from 54.197.223.49: time=38.91 ms
[2024-11-07T12:24:49.552] - client - INFO - 46 bytes from 54.197.223.49: time=39.19 ms
[2024-11-07T12:24:49.800] - client - INFO - 46 bytes from 54.197.223.49: time=47.41 ms
[2024-11-07T12:24:50.034] - client - INFO - 46 bytes from 54.197.223.49: time=33.68 ms
[2024-11-07T12:24:50.272] - client - INFO - 46 bytes from 54.197.223.49: time=36.68 ms
[2024-11-07T12:24:50.512] - client - INFO - 46 bytes from 54.197.223.49: time=39.19 ms
[2024-11-07T12:24:50.752] - client - INFO - 46 bytes from 54.197.223.49: time=39.48 ms
[2024-11-07T12:24:50.992] - client - INFO - 46 bytes from 54.197.223.49: time=39.16 ms
[2024-11-07T12:24:51.232] - client - INFO - 46 bytes from 54.197.223.49: time=39.22 ms
[2024-11-07T12:24:51.472] - client - INFO - 46 bytes from 54.197.223.49: time=39.32 ms
[2024-11-07T12:24:51.712] - client - INFO - 46 bytes from 54.197.223.49: time=39.05 ms
[2024-11-07T12:24:51.952] - client - INFO - 46 bytes from 54.197.223.49: time=38.96 ms
[2024-11-07T12:24:52.192] - client - INFO - 46 bytes from 54.197.223.49: time=39.25 ms
[2024-11-07T12:24:52.432] - client - INFO - 46 bytes from 54.197.223.49: time=39.20 ms
[2024-11-07T12:24:52.663] - client - INFO - 46 bytes from 54.197.223.49: time=29.82 ms
[2024-11-07T12:24:52.914] - client - INFO - 46 bytes from 54.197.223.49: time=50.68 ms
[2024-11-07T12:24:53.152] - client - INFO - 46 bytes from 54.197.223.49: time=37.16 ms
[2024-11-07T12:24:53.394] - client - INFO - 46 bytes from 54.197.223.49: time=41.33 ms
[2024-11-07T12:24:53.632] - client - INFO - 46 bytes from 54.197.223.49: time=37.56 ms
[2024-11-07T12:24:53.872] - client - INFO - 46 bytes from 54.197.223.49: time=39.66 ms
[2024-11-07T12:24:54.112] - client - INFO - 46 bytes from 54.197.223.49: time=39.13 ms
[2024-11-07T12:24:54.352] - client - INFO - 46 bytes from 54.197.223.49: time=39.66 ms
[2024-11-07T12:24:54.592] - client - INFO - 46 bytes from 54.197.223.49: time=39.51 ms
[2024-11-07T12:24:54.832] - client - INFO - 46 bytes from 54.197.223.49: time=39.05 ms
[2024-11-07T12:24:55.072] - client - INFO - 46 bytes from 54.197.223.49: time=39.54 ms
[2024-11-07T12:24:55.312] - client - INFO - 46 bytes from 54.197.223.49: time=38.96 ms
[2024-11-07T12:24:55.552] - client - INFO - 46 bytes from 54.197.223.49: time=39.46 ms
[2024-11-07T12:24:55.792] - client - INFO - 46 bytes from 54.197.223.49: time=39.06 ms
[2024-11-07T12:24:56.032] - client - INFO - 46 bytes from 54.197.223.49: time=39.56 ms
[2024-11-07T12:24:56.272] - client - INFO - 46 bytes from 54.197.223.49: time=39.33 ms
[2024-11-07T12:24:56.512] - client - INFO - 46 bytes from 54.197.223.49: time=39.46 ms
[2024-11-07T12:24:56.752] - client - INFO - 46 bytes from 54.197.223.49: time=38.89 ms
[2024-11-07T12:24:56.992] - client - INFO - 46 bytes from 54.197.223.49: time=39.04 ms
[2024-11-07T12:24:57.232] - client - INFO - 46 bytes from 54.197.223.49: time=39.37 ms
[2024-11-07T12:24:57.472] - client - INFO - 46 bytes from 54.197.223.49: time=39.59 ms
[2024-11-07T12:24:57.712] - client - INFO - 46 bytes from 54.197.223.49: time=39.17 ms
[2024-11-07T12:24:57.952] - client - INFO - 46 bytes from 54.197.223.49: time=39.03 ms
[2024-11-07T12:24:58.192] - client - INFO - 46 bytes from 54.197.223.49: time=39.20 ms
[2024-11-07T12:24:58.432] - client - INFO - 46 bytes from 54.197.223.49: time=39.06 ms
[2024-11-07T12:24:58.672] - client - INFO - 46 bytes from 54.197.223.49: time=39.03 ms
[2024-11-07T12:24:58.912] - client - INFO - 46 bytes from 54.197.223.49: time=39.26 ms
[2024-11-07T12:24:59.152] - client - INFO - 46 bytes from 54.197.223.49: time=39.69 ms
[2024-11-07T12:24:59.392] - client - INFO - 46 bytes from 54.197.223.49: time=39.11 ms
[2024-11-07T12:24:59.633] - client - INFO - 46 bytes from 54.197.223.49: time=40.63 ms
[2024-11-07T12:24:59.872] - client - INFO - 46 bytes from 54.197.223.49: time=38.26 ms
[2024-11-07T12:25:00.112] - client - INFO - 46 bytes from 54.197.223.49: time=39.19 ms
[2024-11-07T12:25:00.357] - client - INFO - 46 bytes from 54.197.223.49: time=44.81 ms
[2024-11-07T12:25:00.592] - client - INFO - 46 bytes from 54.197.223.49: time=34.68 ms
[2024-11-07T12:25:00.832] - client - INFO - 46 bytes from 54.197.223.49: time=39.18 ms
[2024-11-07T12:25:01.072] - client - INFO - 46 bytes from 54.197.223.49: time=39.60 ms
[2024-11-07T12:25:01.312] - client - INFO - 46 bytes from 54.197.223.49: time=38.85 ms
[2024-11-07T12:25:01.552] - client - INFO - 46 bytes from 54.197.223.49: time=39.32 ms
[2024-11-07T12:25:01.792] - client - INFO - 46 bytes from 54.197.223.49: time=38.61 ms
[2024-11-07T12:25:02.032] - client - INFO - 46 bytes from 54.197.223.49: time=39.39 ms
[2024-11-07T12:25:02.272] - client - INFO - 46 bytes from 54.197.223.49: time=39.32 ms
[2024-11-07T12:25:02.512] - client - INFO - 46 bytes from 54.197.223.49: time=39.27 ms
[2024-11-07T12:25:02.752] - client - INFO - 46 bytes from 54.197.223.49: time=39.96 ms
[2024-11-07T12:25:02.992] - client - INFO - 46 bytes from 54.197.223.49: time=38.84 ms
[2024-11-07T12:25:03.232] - client - INFO - 46 bytes from 54.197.223.49: time=39.08 ms
[2024-11-07T12:25:03.472] - client - INFO - 46 bytes from 54.197.223.49: time=39.49 ms
[2024-11-07T12:25:03.712] - client - INFO - 46 bytes from 54.197.223.49: time=39.08 ms
[2024-11-07T12:25:03.952] - client - INFO - 46 bytes from 54.197.223.49: time=38.96 ms
[2024-11-07T12:25:04.206] - client - INFO - 46 bytes from 54.197.223.49: time=53.13 ms
[2024-11-07T12:25:04.438] - client - INFO - 46 bytes from 54.197.223.49: time=30.96 ms
[2024-11-07T12:25:04.673] - client - INFO - 46 bytes from 54.197.223.49: time=34.32 ms
[2024-11-07T12:25:04.912] - client - INFO - 46 bytes from 54.197.223.49: time=38.61 ms
[2024-11-07T12:25:05.156] - client - INFO - 46 bytes from 54.197.223.49: time=42.83 ms
[2024-11-07T12:25:05.393] - client - INFO - 46 bytes from 54.197.223.49: time=36.17 ms
[2024-11-07T12:25:05.632] - client - INFO - 46 bytes from 54.197.223.49: time=38.68 ms
[2024-11-07T12:25:05.872] - client - INFO - 46 bytes from 54.197.223.49: time=38.95 ms
[2024-11-07T12:25:06.112] - client - INFO - 46 bytes from 54.197.223.49: time=40.02 ms
[2024-11-07T12:25:06.352] - client - INFO - 46 bytes from 54.197.223.49: time=39.01 ms
[2024-11-07T12:25:06.592] - client - INFO - 46 bytes from 54.197.223.49: time=39.19 ms
[2024-11-07T12:25:06.840] - client - INFO - 46 bytes from 54.197.223.49: time=47.23 ms
[2024-11-07T12:25:07.074] - client - INFO - 46 bytes from 54.197.223.49: time=33.43 ms
[2024-11-07T12:25:07.312] - client - INFO - 46 bytes from 54.197.223.49: time=37.03 ms
[2024-11-07T12:25:07.552] - client - INFO - 46 bytes from 54.197.223.49: time=39.26 ms
[2024-11-07T12:25:07.823] - client - INFO - 46 bytes from 54.197.223.49: time=70.42 ms
[2024-11-07T12:25:08.051] - client - INFO - 46 bytes from 54.197.223.49: time=27.70 ms
[2024-11-07T12:25:08.300] - client - INFO - 46 bytes from 54.197.223.49: time=47.72 ms
[2024-11-07T12:25:08.531] - client - INFO - 46 bytes from 54.197.223.49: time=30.44 ms
[2024-11-07T12:25:08.761] - client - INFO - 46 bytes from 54.197.223.49: time=29.27 ms
[2024-11-07T12:25:08.991] - client - INFO - 46 bytes from 54.197.223.49: time=29.38 ms
[2024-11-07T12:25:09.221] - client - INFO - 46 bytes from 54.197.223.49: time=29.49 ms
[2024-11-07T12:25:09.451] - client - INFO - 46 bytes from 54.197.223.49: time=28.96 ms
[2024-11-07T12:25:09.681] - client - INFO - 46 bytes from 54.197.223.49: time=29.50 ms
[2024-11-07T12:25:09.911] - client - INFO - 46 bytes from 54.197.223.49: time=29.13 ms
[2024-11-07T12:25:10.143] - client - INFO - 46 bytes from 54.197.223.49: time=31.42 ms
[2024-11-07T12:25:10.376] - client - INFO - 46 bytes from 54.197.223.49: time=32.26 ms
[2024-11-07T12:25:10.606] - client - INFO - 46 bytes from 54.197.223.49: time=29.31 ms
[2024-11-07T12:25:10.841] - client - INFO - 46 bytes from 54.197.223.49: time=33.95 ms
[2024-11-07T12:25:11.071] - client - INFO - 46 bytes from 54.197.223.49: time=28.90 ms
[2024-11-07T12:25:11.301] - client - INFO - 46 bytes from 54.197.223.49: time=29.75 ms
[2024-11-07T12:25:11.531] - client - INFO - 46 bytes from 54.197.223.49: time=29.71 ms
[2024-11-07T12:25:11.761] - client - INFO - 46 bytes from 54.197.223.49: time=29.29 ms
[2024-11-07T12:25:11.991] - client - INFO - 46 bytes from 54.197.223.49: time=28.68 ms
[2024-11-07T12:25:12.221] - client - INFO - 46 bytes from 54.197.223.49: time=30.24 ms
[2024-11-07T12:25:12.451] - client - INFO - 46 bytes from 54.197.223.49: time=29.30 ms
[2024-11-07T12:25:12.681] - client - INFO - 46 bytes from 54.197.223.49: time=28.81 ms
[2024-11-07T12:25:12.911] - client - INFO - 46 bytes from 54.197.223.49: time=29.70 ms
[2024-11-07T12:25:13.141] - client - INFO - 46 bytes from 54.197.223.49: time=29.43 ms
[2024-11-07T12:25:13.372] - client - INFO - 46 bytes from 54.197.223.49: time=29.60 ms
[2024-11-07T12:25:13.601] - client - INFO - 46 bytes from 54.197.223.49: time=28.82 ms
[2024-11-07T12:25:13.833] - client - INFO - 46 bytes from 54.197.223.49: time=31.16 ms
[2024-11-07T12:25:14.066] - client - INFO - 46 bytes from 54.197.223.49: time=32.28 ms
[2024-11-07T12:25:14.297] - client - INFO - 46 bytes from 54.197.223.49: time=29.74 ms
[2024-11-07T12:25:14.526] - client - INFO - 46 bytes from 54.197.223.49: time=28.78 ms
[2024-11-07T12:25:14.756] - client - INFO - 46 bytes from 54.197.223.49: time=29.27 ms
[2024-11-07T12:25:14.989] - client - INFO - 46 bytes from 54.197.223.49: time=31.56 ms
[2024-11-07T12:25:15.221] - client - INFO - 46 bytes from 54.197.223.49: time=31.94 ms
[2024-11-07T12:25:15.451] - client - INFO - 46 bytes from 54.197.223.49: time=29.03 ms
[2024-11-07T12:25:15.681] - client - INFO - 46 bytes from 54.197.223.49: time=29.62 ms
[2024-11-07T12:25:15.911] - client - INFO - 46 bytes from 54.197.223.49: time=29.65 ms
[2024-11-07T12:25:16.141] - client - INFO - 46 bytes from 54.197.223.49: time=29.06 ms
[2024-11-07T12:25:16.371] - client - INFO - 46 bytes from 54.197.223.49: time=29.10 ms
[2024-11-07T12:25:16.601] - client - INFO - 46 bytes from 54.197.223.49: time=29.72 ms
[2024-11-07T12:25:16.831] - client - INFO - 46 bytes from 54.197.223.49: time=29.21 ms
End time: 1731000316899
