Start time: 1730824450121
[2024-11-05T10:34:10.244852-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-05T10:34:10.245599-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=54 time=71.9 ms
[2024-11-05T10:34:10.451293-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=54 time=77.7 ms
[2024-11-05T10:34:10.653987-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=54 time=78.4 ms
[2024-11-05T10:34:10.848394-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=54 time=71.4 ms
[2024-11-05T10:34:11.066763-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=54 time=89.1 ms
[2024-11-05T10:34:11.246486-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=54 time=70.4 ms
[2024-11-05T10:34:11.457679-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=54 time=80.9 ms
[2024-11-05T10:34:11.653593-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=54 time=75.9 ms
[2024-11-05T10:34:11.853429-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=54 time=73.6 ms
[2024-11-05T10:34:12.090551-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=54 time=111 ms
[2024-11-05T10:34:12.278450-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=54 time=97.7 ms
[2024-11-05T10:34:12.476724-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=54 time=95.7 ms
[2024-11-05T10:34:12.681793-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=54 time=99.6 ms
[2024-11-05T10:34:12.879788-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=54 time=96.2 ms
[2024-11-05T10:34:13.085751-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=54 time=99.4 ms
[2024-11-05T10:34:13.311727-0600] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=54 time=126 ms
[2024-11-05T10:34:13.481820-0600] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=54 time=94.8 ms
[2024-11-05T10:34:13.685483-0600] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=54 time=98.3 ms
[2024-11-05T10:34:13.889764-0600] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=54 time=99.7 ms
