Start time: 1730918765512
[2024-11-06T13:46:06.627196-0500] nuttcp-t: v8.1.4: socket
[2024-11-06T13:46:06.627936-0500] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.197.223.49
[2024-11-06T13:46:06.628003-0500] nuttcp-t: time limit = 120.00 seconds
[2024-11-06T13:46:06.628050-0500] nuttcp-t: connect to 54.197.223.49 with mss=1448, RTT=54.398 ms af=inet
[2024-11-06T13:46:06.628094-0500] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-06T13:46:06.628133-0500] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-06T13:46:06.628174-0500] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-06T13:46:06.628218-0500] nuttcp-r: v8.1.4: socket
[2024-11-06T13:46:06.628258-0500] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-06T13:46:06.628300-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T13:46:06.628337-0500] nuttcp-r: accept from 98.97.0.66 with af=inet
[2024-11-06T13:46:06.628379-0500] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-06T13:46:06.628418-0500] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-06T13:46:06.628470-0500]     0.3750 MB /   0.50 sec =    6.2912 Mbps    13 retrans    210 KB-cwnd
[2024-11-06T13:46:07.290237-0500]     1.5000 MB /   0.50 sec =   25.1655 Mbps    10 retrans     87 KB-cwnd
[2024-11-06T13:46:07.986142-0500]     0.6875 MB /   0.50 sec =   11.5346 Mbps     2 retrans     57 KB-cwnd
[2024-11-06T13:46:07.986566-0500]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans     57 KB-cwnd
[2024-11-06T13:46:08.979248-0500]     0.3750 MB /   0.50 sec =    6.2911 Mbps     0 retrans     63 KB-cwnd
[2024-11-06T13:46:08.979719-0500]     0.3125 MB /   0.50 sec =    5.2431 Mbps     0 retrans     63 KB-cwnd
[2024-11-06T13:46:09.733904-0500]     0.4375 MB /   0.50 sec =    7.3398 Mbps     0 retrans     69 KB-cwnd
[2024-11-06T13:46:11.078200-0500]     0.4375 MB /   0.50 sec =    7.3400 Mbps    38 retrans    115 KB-cwnd
[2024-11-06T13:46:11.078782-0500]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    115 KB-cwnd
[2024-11-06T13:46:11.078924-0500]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans    115 KB-cwnd
[2024-11-06T13:46:11.687122-0500]     0.5625 MB /   0.50 sec =    9.4373 Mbps     4 retrans     74 KB-cwnd
[2024-11-06T13:46:12.765421-0500]     0.5000 MB /   0.50 sec =    8.3887 Mbps     4 retrans     62 KB-cwnd
[2024-11-06T13:46:12.765764-0500]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     62 KB-cwnd
[2024-11-06T13:46:13.760345-0500]     0.3125 MB /   0.50 sec =    5.2429 Mbps     4 retrans     32 KB-cwnd
[2024-11-06T13:46:13.760603-0500]     0.3750 MB /   0.50 sec =    6.2896 Mbps     0 retrans     32 KB-cwnd
[2024-11-06T13:46:15.201671-0500]     0.2500 MB /   0.50 sec =    4.1955 Mbps     0 retrans     72 KB-cwnd
[2024-11-06T13:46:15.202075-0500]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     72 KB-cwnd
[2024-11-06T13:46:15.202186-0500]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     72 KB-cwnd
[2024-11-06T13:46:17.113995-0500]     0.1250 MB /   0.50 sec =    2.0965 Mbps    33 retrans     24 KB-cwnd
[2024-11-06T13:46:17.114575-0500]     0.2500 MB /   0.50 sec =    4.1957 Mbps     0 retrans     24 KB-cwnd
[2024-11-06T13:46:17.114724-0500]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     24 KB-cwnd
[2024-11-06T13:46:17.114842-0500]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     24 KB-cwnd
[2024-11-06T13:46:19.565703-0500]     0.1250 MB /   0.50 sec =    2.0971 Mbps     5 retrans     28 KB-cwnd
[2024-11-06T13:46:19.566136-0500]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     28 KB-cwnd
[2024-11-06T13:46:19.566275-0500]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     28 KB-cwnd
[2024-11-06T13:46:19.566389-0500]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans     28 KB-cwnd
[2024-11-06T13:46:19.566498-0500]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     28 KB-cwnd
[2024-11-06T13:46:20.693935-0500]     0.1875 MB /   0.50 sec =    3.1460 Mbps     2 retrans     72 KB-cwnd
