Start time: 1730683479380
[2024-11-03T18:24:40.661663-0700] nuttcp-t: v8.1.4: socket
[2024-11-03T18:24:40.662497-0700] nuttcp-t: buflen=65536, nstream=1, port=5102 tcp -> 54.176.53.206
[2024-11-03T18:24:40.662559-0700] nuttcp-t: time limit = 120.00 seconds
[2024-11-03T18:24:40.662624-0700] nuttcp-t: connect to 54.176.53.206 with mss=1378, RTT=129.884 ms af=inet
[2024-11-03T18:24:40.662667-0700] nuttcp-t: send window size = 1048576, receive window size = 4194304
[2024-11-03T18:24:40.662736-0700] nuttcp-t: available send window = 786432, available receive window = 3145728
[2024-11-03T18:24:40.662804-0700] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-03T18:24:40.662873-0700] nuttcp-r: v6.1.2: socket
[2024-11-03T18:24:40.662941-0700] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-03T18:24:40.662989-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-03T18:24:40.663030-0700] nuttcp-r: accept from 108.147.35.129
[2024-11-03T18:24:40.663070-0700] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-03T18:24:40.663113-0700] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-03T18:24:40.663155-0700]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans    302 KB-cwnd
[2024-11-03T18:24:41.178767-0700]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans    889 KB-cwnd
[2024-11-03T18:24:41.851870-0700]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans   1208 KB-cwnd
[2024-11-03T18:24:42.577327-0700]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans   1248 KB-cwnd
[2024-11-03T18:24:43.084760-0700]     0.4375 MB /   0.50 sec =    7.3401 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:43.663217-0700]     0.6875 MB /   0.50 sec =   11.5339 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:43.663777-0700]     0.5625 MB /   0.50 sec =    9.4379 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:44.284915-0700]     0.5625 MB /   0.50 sec =    9.4367 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:45.008224-0700]     0.5000 MB /   0.50 sec =    8.3887 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:45.515275-0700]     0.4375 MB /   0.50 sec =    7.3395 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:46.230064-0700]     0.6875 MB /   0.50 sec =   11.5357 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:46.230582-0700]     0.4375 MB /   0.50 sec =    7.3349 Mbps     0 retrans   1329 KB-cwnd
[2024-11-03T18:24:46.647808-0700]     0.7500 MB /   0.50 sec =   12.5909 Mbps     0 retrans   1418 KB-cwnd
[2024-11-03T18:24:47.536091-0700]     0.8750 MB /   0.50 sec =   14.6810 Mbps     0 retrans   1418 KB-cwnd
[2024-11-03T18:24:48.171251-0700]     0.5625 MB /   0.50 sec =    9.4368 Mbps     0 retrans   1418 KB-cwnd
[2024-11-03T18:24:48.171400-0700]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans   1418 KB-cwnd
[2024-11-03T18:24:48.661907-0700]     0.6875 MB /   0.50 sec =   11.5339 Mbps     0 retrans   1418 KB-cwnd
[2024-11-03T18:24:49.133285-0700]     0.6875 MB /   0.50 sec =   11.5335 Mbps     0 retrans   1421 KB-cwnd
[2024-11-03T18:24:49.623094-0700]     0.7500 MB /   0.50 sec =   12.5838 Mbps     0 retrans   1442 KB-cwnd
[2024-11-03T18:24:50.117944-0700]     0.6875 MB /   0.50 sec =   11.5344 Mbps     0 retrans   1474 KB-cwnd
[2024-11-03T18:24:50.817105-0700]     0.9375 MB /   0.50 sec =   15.7290 Mbps     0 retrans   1513 KB-cwnd
[2024-11-03T18:24:51.245853-0700]     0.8750 MB /   0.50 sec =   14.6804 Mbps     0 retrans   1513 KB-cwnd
[2024-11-03T18:24:51.644129-0700]     0.8125 MB /   0.50 sec =   13.6314 Mbps     0 retrans   1513 KB-cwnd
[2024-11-03T18:24:52.469481-0700]     0.7500 MB /   0.50 sec =   12.5827 Mbps     0 retrans   1513 KB-cwnd
[2024-11-03T18:24:52.821394-0700]     0.8750 MB /   0.50 sec =   14.6804 Mbps     0 retrans   1513 KB-cwnd
