Start time: 1731095068818
[2024-11-08T14:44:29.916870-0500] nuttcp-t: v8.1.4: socket
[2024-11-08T14:44:29.917887-0500] nuttcp-t: buflen=65536, nstream=1, port=5379 tcp -> 54.197.223.49
[2024-11-08T14:44:29.917983-0500] nuttcp-t: time limit = 120.00 seconds
[2024-11-08T14:44:29.918048-0500] nuttcp-t: connect to 54.197.223.49 with mss=1384, RTT=80.094 ms af=inet
[2024-11-08T14:44:29.918109-0500] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-08T14:44:29.918168-0500] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-08T14:44:29.918225-0500] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-08T14:44:29.918283-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T14:44:29.918340-0500] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-08T14:44:29.918396-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T14:44:29.918452-0500] nuttcp-r: accept from 172.56.7.152 with af=inet
[2024-11-08T14:44:29.918510-0500] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-08T14:44:29.918567-0500] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-08T14:44:29.918626-0500]     0.6875 MB /   0.50 sec =   11.5337 Mbps     1 retrans    839 KB-cwnd
[2024-11-08T14:44:30.597242-0500]     5.2500 MB /   0.50 sec =   88.0747 Mbps     0 retrans   3873 KB-cwnd
[2024-11-08T14:44:31.009269-0500]     6.3125 MB /   0.50 sec =  105.9127 Mbps     0 retrans   4350 KB-cwnd
[2024-11-08T14:44:31.435149-0500]     6.3125 MB /   0.50 sec =  105.9049 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:32.084221-0500]     6.2500 MB /   0.50 sec =  104.8354 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:32.548264-0500]     5.8125 MB /   0.50 sec =   97.5412 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:32.987159-0500]     6.1250 MB /   0.50 sec =  102.7629 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:33.406177-0500]     6.3125 MB /   0.50 sec =  105.9043 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:34.061080-0500]     6.3125 MB /   0.50 sec =  105.9047 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:34.517114-0500]     5.8125 MB /   0.50 sec =   97.5197 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:34.915635-0500]     6.5000 MB /   0.50 sec =  109.0432 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:35.560257-0500]     6.3750 MB /   0.50 sec =  106.9193 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:36.049344-0500]     5.7500 MB /   0.50 sec =   96.5066 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:36.403664-0500]     4.1875 MB /   0.50 sec =   70.2535 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:36.983091-0500]     4.7500 MB /   0.50 sec =   79.6946 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:37.425216-0500]     3.1250 MB /   0.50 sec =   52.4276 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:38.008289-0500]     4.5000 MB /   0.50 sec =   75.4991 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:38.491749-0500]     5.3750 MB /   0.50 sec =   90.1768 Mbps     0 retrans   4412 KB-cwnd
[2024-11-08T14:44:38.913211-0500]     6.3125 MB /   0.50 sec =  105.7737 Mbps     0 retrans   4412 KB-cwnd
