Start time: 1730605318455
[2024-11-02T21:41:59.783631-0600] nuttcp-t: v8.1.4: socket
[2024-11-02T21:41:59.784510-0600] nuttcp-t: buflen=65536, nstream=1, port=5101 tcp -> 54.176.53.206
[2024-11-02T21:41:59.784697-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-02T21:41:59.784737-0600] nuttcp-t: connect to 54.176.53.206 with mss=1376, RTT=49.523 ms af=inet
[2024-11-02T21:41:59.784775-0600] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-02T21:41:59.784812-0600] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-02T21:41:59.784848-0600] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-02T21:41:59.784883-0600] nuttcp-r: v6.1.2: socket
[2024-11-02T21:41:59.784917-0600] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-02T21:41:59.784954-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-02T21:41:59.784989-0600] nuttcp-r: accept from 174.201.35.130
[2024-11-02T21:41:59.785024-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-02T21:41:59.785066-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-02T21:41:59.785112-0600]     0.8125 MB /   0.50 sec =   13.6310 Mbps    10 retrans    833 KB-cwnd
[2024-11-02T21:42:00.343302-0600]     1.3125 MB /   0.50 sec =   22.0196 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:00.343707-0600]     1.9375 MB /   0.50 sec =   32.5056 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:00.885183-0600]     2.0000 MB /   0.50 sec =   33.5546 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:01.457629-0600]     1.8750 MB /   0.50 sec =   31.4587 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:02.023298-0600]     1.8750 MB /   0.50 sec =   31.4563 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:02.713646-0600]     1.8125 MB /   0.50 sec =   30.4079 Mbps     0 retrans    835 KB-cwnd
[2024-11-02T21:42:03.261265-0600]     1.6875 MB /   0.50 sec =   28.3122 Mbps    16 retrans    669 KB-cwnd
[2024-11-02T21:42:03.587331-0600]     2.1250 MB /   0.50 sec =   35.6520 Mbps     0 retrans    743 KB-cwnd
[2024-11-02T21:42:03.959852-0600]     3.0625 MB /   0.50 sec =   51.3810 Mbps     0 retrans    747 KB-cwnd
[2024-11-02T21:42:04.324085-0600]     3.0000 MB /   0.50 sec =   50.3314 Mbps     0 retrans    751 KB-cwnd
[2024-11-02T21:42:05.091646-0600]     2.7500 MB /   0.50 sec =   46.1344 Mbps     0 retrans    893 KB-cwnd
[2024-11-02T21:42:05.410764-0600]     2.9375 MB /   0.50 sec =   49.2854 Mbps     0 retrans   1089 KB-cwnd
[2024-11-02T21:42:05.820697-0600]     2.8750 MB /   0.50 sec =   48.2352 Mbps     0 retrans   1089 KB-cwnd
[2024-11-02T21:42:06.481502-0600]     3.0000 MB /   0.50 sec =   50.3319 Mbps     0 retrans   1269 KB-cwnd
[2024-11-02T21:42:06.987210-0600]     2.7500 MB /   0.50 sec =   46.1354 Mbps     0 retrans   1269 KB-cwnd
[2024-11-02T21:42:07.431923-0600]     2.6250 MB /   0.50 sec =   44.0411 Mbps     0 retrans   1269 KB-cwnd
[2024-11-02T21:42:07.968411-0600]     4.6250 MB /   0.50 sec =   77.5938 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:08.529721-0600]     4.8125 MB /   0.50 sec =   80.7423 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:09.203419-0600]     4.6875 MB /   0.50 sec =   78.6437 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:09.781478-0600]     3.4375 MB /   0.50 sec =   57.6717 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:10.417526-0600]     2.1875 MB /   0.50 sec =   36.7005 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:10.418048-0600]     2.0000 MB /   0.50 sec =   33.5543 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:11.021499-0600]     2.1250 MB /   0.50 sec =   35.6516 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:11.733473-0600]     2.1875 MB /   0.50 sec =   36.7002 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:12.113412-0600]     1.6875 MB /   0.50 sec =   28.3113 Mbps     8 retrans   1503 KB-cwnd
[2024-11-02T21:42:12.393327-0600]     4.5625 MB /   0.50 sec =   76.5467 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:12.928141-0600]     4.9375 MB /   0.50 sec =   82.8367 Mbps     0 retrans   1503 KB-cwnd
[2024-11-02T21:42:13.469334-0600]     4.8125 MB /   0.50 sec =   80.7399 Mbps     0 retrans   1503 KB-cwnd
