Start time: 1731108786640
[2024-11-08T18:33:07.567312-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T18:33:07.567668-0500] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-08T18:33:07.567700-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T18:33:07.567724-0500] nuttcp-r: connect to 155.146.11.34 with RTT=21.413 ms af=inet
[2024-11-08T18:33:07.567748-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-08T18:33:07.567771-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-08T18:33:07.567792-0500]     1.1250 MB /   0.50 sec =   18.8688 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:08.067311-0500]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:08.567211-0500]     2.4375 MB /   0.50 sec =   40.8995 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:09.067519-0500]     3.6250 MB /   0.50 sec =   60.8043 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:09.567335-0500]     3.6875 MB /   0.50 sec =   61.8728 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:10.067409-0500]     2.7500 MB /   0.50 sec =   46.1321 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:10.567208-0500]     2.4375 MB /   0.50 sec =   40.9025 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:11.067299-0500]     4.3750 MB /   0.50 sec =   73.3962 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:11.567208-0500]     2.1250 MB /   0.50 sec =   35.6544 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:12.067304-0500]     1.8125 MB /   0.50 sec =   30.4069 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:12.567341-0500]     0.4375 MB /   0.50 sec =    7.3404 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:13.067317-0500]     0.4375 MB /   0.50 sec =    7.3392 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:13.567208-0500]     1.3750 MB /   0.50 sec =   23.0714 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:14.067476-0500]     2.5625 MB /   0.50 sec =   42.9790 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:14.567453-0500]     3.0625 MB /   0.50 sec =   51.3843 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:15.067479-0500]     3.5625 MB /   0.50 sec =   59.7660 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:15.567193-0500]     4.1250 MB /   0.50 sec =   69.2244 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:16.067207-0500]     4.7500 MB /   0.50 sec =   79.6883 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:16.567233-0500]     5.1250 MB /   0.50 sec =   85.9843 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:17.067188-0500]     5.1250 MB /   0.50 sec =   85.9868 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:17.567397-0500]     4.0625 MB /   0.50 sec =   68.1423 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:33:18.067311-0500]     4.0000 MB /   0.50 sec =   67.1223 Mbps     0 retrans     17 KB-cwnd
[2024-11-08T18:33:18.567279-0500]     4.7500 MB /   0.50 sec =   79.6873 Mbps     0 retrans     17 KB-cwnd
