Start time: 1730582796845
[2024-11-02T14:26:37.612880-0700] nuttcp-r: v8.1.4: socket
[2024-11-02T14:26:37.613386-0700] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-02T14:26:37.613417-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-02T14:26:37.613439-0700] nuttcp-r: connect to 54.176.53.206 with RTT=37.042 ms af=inet
[2024-11-02T14:26:37.613461-0700] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-02T14:26:37.613482-0700] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-02T14:26:37.613502-0700]     5.2500 MB /   0.50 sec =   88.0610 Mbps     0 retrans
[2024-11-02T14:26:38.112739-0700]    28.0625 MB /   0.50 sec =  470.8634 Mbps     0 retrans
[2024-11-02T14:26:38.612868-0700]    22.3750 MB /   0.50 sec =  375.3377 Mbps     0 retrans
[2024-11-02T14:26:39.112792-0700]    30.5000 MB /   0.50 sec =  511.7225 Mbps     0 retrans
[2024-11-02T14:26:39.612892-0700]    27.0000 MB /   0.50 sec =  452.9848 Mbps     0 retrans
[2024-11-02T14:26:40.113042-0700]    21.0000 MB /   0.50 sec =  352.2152 Mbps     0 retrans
[2024-11-02T14:26:40.612699-0700]    16.7500 MB /   0.50 sec =  281.1466 Mbps     0 retrans
[2024-11-02T14:26:41.113191-0700]    27.0000 MB /   0.50 sec =  452.5938 Mbps     0 retrans
[2024-11-02T14:26:41.612793-0700]    17.3125 MB /   0.50 sec =  290.6864 Mbps     0 retrans
[2024-11-02T14:26:42.113011-0700]    21.8750 MB /   0.50 sec =  366.8769 Mbps     0 retrans
[2024-11-02T14:26:42.613030-0700]    21.0000 MB /   0.50 sec =  352.3723 Mbps     0 retrans
[2024-11-02T14:26:43.112819-0700]    23.3125 MB /   0.50 sec =  391.1987 Mbps     0 retrans
[2024-11-02T14:26:43.613740-0700]    23.8750 MB /   0.50 sec =  399.8259 Mbps     0 retrans
[2024-11-02T14:26:44.113017-0700]    23.7500 MB /   0.50 sec =  399.1246 Mbps     0 retrans
[2024-11-02T14:26:44.614121-0700]    24.6875 MB /   0.50 sec =  413.4755 Mbps     0 retrans
[2024-11-02T14:26:45.112799-0700]    23.3750 MB /   0.50 sec =  392.9069 Mbps     0 retrans
[2024-11-02T14:26:45.613854-0700]    25.6250 MB /   0.50 sec =  429.1103 Mbps     0 retrans
[2024-11-02T14:26:46.112994-0700]    31.1250 MB /   0.50 sec =  523.1618 Mbps     0 retrans
[2024-11-02T14:26:46.613237-0700]    22.1250 MB /   0.50 sec =  370.9036 Mbps     0 retrans
[2024-11-02T14:26:47.113782-0700]    13.2500 MB /   0.50 sec =  222.0490 Mbps     0 retrans
