Start time: 1730754246836
[2024-11-04T15:04:08.691905-0600] nuttcp-r: v8.1.4: socket
[2024-11-04T15:04:08.692766-0600] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-04T15:04:08.692819-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-04T15:04:08.692853-0600] nuttcp-r: connect to 54.176.53.206 with RTT=186.460 ms af=inet
[2024-11-04T15:04:08.692885-0600] nuttcp-r: send window size = 524288, receive window size = 4194304
[2024-11-04T15:04:08.692913-0600] nuttcp-r: available send window = 393216, available receive window = 3145728
[2024-11-04T15:04:08.692941-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps    -1 retrans
[2024-11-04T15:04:09.191917-0600]     0.6875 MB /   0.50 sec =   11.5342 Mbps     1 retrans
[2024-11-04T15:04:09.693121-0600]     3.3125 MB /   0.50 sec =   55.4997 Mbps     0 retrans
[2024-11-04T15:04:10.191724-0600]     4.2500 MB /   0.50 sec =   71.4081 Mbps     0 retrans
[2024-11-04T15:04:10.692172-0600]     3.6250 MB /   0.50 sec =   60.8168 Mbps     0 retrans
[2024-11-04T15:04:11.192198-0600]     3.3750 MB /   0.50 sec =   56.6199 Mbps     0 retrans
[2024-11-04T15:04:11.691782-0600]     4.5625 MB /   0.50 sec =   76.5467 Mbps     0 retrans
[2024-11-04T15:04:12.191741-0600]     4.6250 MB /   0.50 sec =   77.5974 Mbps     0 retrans
[2024-11-04T15:04:12.691728-0600]     4.7500 MB /   0.50 sec =   79.6897 Mbps     0 retrans
[2024-11-04T15:04:13.191809-0600]     5.0000 MB /   0.50 sec =   83.8810 Mbps     0 retrans
[2024-11-04T15:04:13.691779-0600]     4.4375 MB /   0.50 sec =   74.4526 Mbps     0 retrans
[2024-11-04T15:04:14.191833-0600]     4.9375 MB /   0.50 sec =   82.8388 Mbps     0 retrans
[2024-11-04T15:04:14.692405-0600]     5.0625 MB /   0.50 sec =   84.8169 Mbps     0 retrans
[2024-11-04T15:04:15.191783-0600]     4.8125 MB /   0.50 sec =   80.8498 Mbps     0 retrans
[2024-11-04T15:04:15.691720-0600]     4.4375 MB /   0.50 sec =   74.4531 Mbps     0 retrans
[2024-11-04T15:04:16.191832-0600]     4.0000 MB /   0.50 sec =   67.1077 Mbps     0 retrans
[2024-11-04T15:04:16.691844-0600]     3.8125 MB /   0.50 sec =   63.9589 Mbps     0 retrans
[2024-11-04T15:04:17.191709-0600]     5.2500 MB /   0.50 sec =   88.0874 Mbps     0 retrans
[2024-11-04T15:04:17.691706-0600]     4.2500 MB /   0.50 sec =   71.3037 Mbps     0 retrans
[2024-11-04T15:04:18.191740-0600]     4.4375 MB /   0.50 sec =   74.4476 Mbps     0 retrans
[2024-11-04T15:04:18.692041-0600]     4.5000 MB /   0.50 sec =   75.4792 Mbps     0 retrans
[2024-11-04T15:04:19.191753-0600]     3.6875 MB /   0.50 sec =   61.8811 Mbps     0 retrans
[2024-11-04T15:04:19.691779-0600]     1.9375 MB /   0.50 sec =   32.5037 Mbps     0 retrans
[2024-11-04T15:04:20.191720-0600]     2.2500 MB /   0.50 sec =   37.7509 Mbps     0 retrans
