Start time: 1730841224324
[2024-11-05T15:13:44.510194-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-05T15:13:44.510593-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=252 time=97.0 ms
[2024-11-05T15:13:44.692320-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=252 time=78.4 ms
[2024-11-05T15:13:44.908143-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=252 time=93.2 ms
[2024-11-05T15:13:45.102382-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=252 time=86.5 ms
[2024-11-05T15:13:45.306657-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=252 time=89.6 ms
[2024-11-05T15:13:45.502846-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=252 time=84.5 ms
[2024-11-05T15:13:45.706803-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=252 time=87.1 ms
[2024-11-05T15:13:45.908322-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=252 time=87.7 ms
[2024-11-05T15:13:46.108228-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=252 time=87.2 ms
[2024-11-05T15:13:46.312197-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=252 time=90.4 ms
[2024-11-05T15:13:46.508186-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=252 time=85.3 ms
[2024-11-05T15:13:46.708437-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=252 time=84.5 ms
[2024-11-05T15:13:46.912128-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=252 time=88.1 ms
[2024-11-05T15:13:47.110027-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=252 time=85.3 ms
[2024-11-05T15:13:47.312791-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=252 time=86.9 ms
[2024-11-05T15:13:47.512802-0600] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=252 time=86.4 ms
[2024-11-05T15:13:47.717671-0600] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=252 time=90.2 ms
[2024-11-05T15:13:47.913326-0600] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=252 time=84.8 ms
[2024-11-05T15:13:48.112982-0600] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=252 time=83.8 ms
[2024-11-05T15:13:48.313317-0600] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=252 time=83.7 ms
