Start time: 1730658071285
[2024-11-03T11:21:12.741997-0700] nuttcp-r: v8.1.4: socket
[2024-11-03T11:21:12.742756-0700] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-03T11:21:12.742818-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-03T11:21:12.742960-0700] nuttcp-r: connect to 54.176.53.206 with RTT=129.608 ms af=inet
[2024-11-03T11:21:12.743011-0700] nuttcp-r: send window size = 1048576, receive window size = 4194304
[2024-11-03T11:21:12.743056-0700] nuttcp-r: available send window = 786432, available receive window = 3145728
[2024-11-03T11:21:12.743100-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps    -1 retrans
[2024-11-03T11:21:13.242049-0700]     0.4375 MB /   0.50 sec =    7.3386 Mbps     1 retrans
[2024-11-03T11:21:13.741873-0700]     1.9375 MB /   0.50 sec =   32.5135 Mbps     0 retrans
[2024-11-03T11:21:14.242365-0700]     4.6875 MB /   0.50 sec =   78.5711 Mbps     0 retrans
[2024-11-03T11:21:14.741898-0700]     3.9375 MB /   0.50 sec =   66.1138 Mbps     0 retrans
[2024-11-03T11:21:15.241623-0700]     3.6875 MB /   0.50 sec =   61.8717 Mbps     0 retrans
[2024-11-03T11:21:15.741520-0700]     2.9375 MB /   0.50 sec =   49.2817 Mbps     0 retrans
[2024-11-03T11:21:16.241483-0700]     4.8125 MB /   0.50 sec =   80.7429 Mbps     0 retrans
[2024-11-03T11:21:16.741636-0700]     4.7500 MB /   0.50 sec =   79.6856 Mbps     0 retrans
[2024-11-03T11:21:17.241637-0700]     4.6875 MB /   0.50 sec =   78.6467 Mbps     0 retrans
[2024-11-03T11:21:17.741518-0700]     4.1875 MB /   0.50 sec =   70.2509 Mbps     0 retrans
[2024-11-03T11:21:18.241587-0700]     4.1875 MB /   0.50 sec =   70.2612 Mbps     0 retrans
[2024-11-03T11:21:18.741439-0700]     4.2500 MB /   0.50 sec =   71.3040 Mbps     0 retrans
[2024-11-03T11:21:19.241563-0700]     4.8750 MB /   0.50 sec =   81.7878 Mbps     0 retrans
[2024-11-03T11:21:19.741575-0700]     4.4375 MB /   0.50 sec =   74.4473 Mbps     0 retrans
[2024-11-03T11:21:20.241469-0700]     4.7500 MB /   0.50 sec =   79.6956 Mbps     0 retrans
[2024-11-03T11:21:20.741456-0700]     4.7500 MB /   0.50 sec =   79.6931 Mbps     0 retrans
[2024-11-03T11:21:21.241529-0700]     4.6250 MB /   0.50 sec =   77.5824 Mbps     0 retrans
[2024-11-03T11:21:21.741652-0700]     4.2500 MB /   0.50 sec =   71.3107 Mbps     0 retrans
[2024-11-03T11:21:22.241477-0700]     4.1875 MB /   0.50 sec =   70.2550 Mbps     0 retrans
[2024-11-03T11:21:22.741627-0700]     4.3750 MB /   0.50 sec =   73.3939 Mbps     0 retrans
[2024-11-03T11:21:23.241654-0700]     1.0000 MB /   0.50 sec =   16.7739 Mbps     0 retrans
[2024-11-03T11:21:23.741568-0700]     3.7500 MB /   0.50 sec =   62.9230 Mbps     0 retrans
[2024-11-03T11:21:24.241493-0700]     4.8125 MB /   0.50 sec =   80.7517 Mbps     0 retrans
[2024-11-03T11:21:24.741443-0700]     4.8750 MB /   0.50 sec =   81.7924 Mbps     0 retrans
[2024-11-03T11:21:25.241516-0700]     4.8125 MB /   0.50 sec =   80.7362 Mbps     0 retrans
[2024-11-03T11:21:25.741500-0700]     5.0625 MB /   0.50 sec =   84.9357 Mbps     0 retrans
[2024-11-03T11:21:26.241696-0700]     4.5625 MB /   0.50 sec =   76.5390 Mbps     0 retrans
[2024-11-03T11:21:26.741465-0700]     4.8125 MB /   0.50 sec =   80.7494 Mbps     0 retrans
[2024-11-03T11:21:27.241415-0700]     4.6250 MB /   0.50 sec =   77.5970 Mbps     0 retrans
[2024-11-03T11:21:27.741466-0700]     4.2500 MB /   0.50 sec =   71.3009 Mbps     0 retrans
[2024-11-03T11:21:28.241611-0700]     4.7500 MB /   0.50 sec =   79.6932 Mbps     0 retrans
[2024-11-03T11:21:28.741471-0700]     4.6250 MB /   0.50 sec =   77.5928 Mbps     0 retrans
[2024-11-03T11:21:29.241433-0700]     4.3750 MB /   0.50 sec =   73.4022 Mbps     0 retrans
[2024-11-03T11:21:29.741465-0700]     4.6250 MB /   0.50 sec =   77.5932 Mbps     0 retrans
[2024-11-03T11:21:30.241656-0700]     4.5000 MB /   0.50 sec =   75.4964 Mbps     0 retrans
