Start time: 1730657336362
[2024-11-03T11:08:58.278027-0700] nuttcp-r: v8.1.4: socket
[2024-11-03T11:08:58.279292-0700] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-03T11:08:58.279412-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-03T11:08:58.279498-0700] nuttcp-r: connect to 54.176.53.206 with RTT=66.098 ms af=inet
[2024-11-03T11:08:58.279688-0700] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-03T11:08:58.279779-0700] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-03T11:08:58.279859-0700]     1.0625 MB /   0.50 sec =   17.7750 Mbps     0 retrans
[2024-11-03T11:08:58.777591-0700]     0.6875 MB /   0.50 sec =   11.5427 Mbps     0 retrans
[2024-11-03T11:08:59.277746-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T11:08:59.777687-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T11:09:00.276350-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T11:09:00.776385-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T11:09:01.277691-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T11:09:01.776317-0700]     0.1250 MB /   0.50 sec =    2.1020 Mbps     0 retrans
[2024-11-03T11:09:02.276174-0700]     0.8125 MB /   0.50 sec =   13.6332 Mbps     0 retrans
End time: 1730657342516
