Start time: 1730655740742
[2024-11-03T10:42:20.958] - client - INFO - Connected to 54.176.53.206:65432
[2024-11-03T10:42:20.959] - client - INFO - PING 54.176.53.206 26(66) bytes of data.
[2024-11-03T10:42:21.035] - client - INFO - 46 bytes from 54.176.53.206: time=76.37 ms
[2024-11-03T10:42:21.312] - client - INFO - 46 bytes from 54.176.53.206: time=75.18 ms
[2024-11-03T10:42:21.593] - client - INFO - 46 bytes from 54.176.53.206: time=79.84 ms
[2024-11-03T10:42:21.873] - client - INFO - 46 bytes from 54.176.53.206: time=79.00 ms
[2024-11-03T10:42:22.165] - client - INFO - 46 bytes from 54.176.53.206: time=90.06 ms
[2024-11-03T10:42:22.468] - client - INFO - 46 bytes from 54.176.53.206: time=101.64 ms
[2024-11-03T10:42:22.756] - client - INFO - 46 bytes from 54.176.53.206: time=87.07 ms
[2024-11-03T10:42:23.035] - client - INFO - 46 bytes from 54.176.53.206: time=78.40 ms
[2024-11-03T10:42:23.319] - client - INFO - 46 bytes from 54.176.53.206: time=82.34 ms
[2024-11-03T10:42:23.595] - client - INFO - 46 bytes from 54.176.53.206: time=75.71 ms
[2024-11-03T10:42:23.876] - client - INFO - 46 bytes from 54.176.53.206: time=78.54 ms
[2024-11-03T10:42:24.156] - client - INFO - 46 bytes from 54.176.53.206: time=78.04 ms
[2024-11-03T10:42:24.437] - client - INFO - 46 bytes from 54.176.53.206: time=80.10 ms
[2024-11-03T10:42:24.690] - client - INFO - 46 bytes from 54.176.53.206: time=51.71 ms
[2024-11-03T10:42:24.977] - client - INFO - 46 bytes from 54.176.53.206: time=84.75 ms
[2024-11-03T10:42:25.257] - client - INFO - 46 bytes from 54.176.53.206: time=79.17 ms
[2024-11-03T10:42:25.536] - client - INFO - 46 bytes from 54.176.53.206: time=77.26 ms
[2024-11-03T10:42:25.816] - client - INFO - 46 bytes from 54.176.53.206: time=80.04 ms
[2024-11-03T10:42:26.095] - client - INFO - 46 bytes from 54.176.53.206: time=77.79 ms
[2024-11-03T10:42:26.376] - client - INFO - 46 bytes from 54.176.53.206: time=78.94 ms
[2024-11-03T10:42:26.658] - client - INFO - 46 bytes from 54.176.53.206: time=79.06 ms
[2024-11-03T10:42:26.936] - client - INFO - 46 bytes from 54.176.53.206: time=76.62 ms
[2024-11-03T10:42:27.216] - client - INFO - 46 bytes from 54.176.53.206: time=79.17 ms
[2024-11-03T10:42:27.495] - client - INFO - 46 bytes from 54.176.53.206: time=77.38 ms
[2024-11-03T10:42:27.778] - client - INFO - 46 bytes from 54.176.53.206: time=80.59 ms
[2024-11-03T10:42:28.054] - client - INFO - 46 bytes from 54.176.53.206: time=75.23 ms
[2024-11-03T10:42:28.335] - client - INFO - 46 bytes from 54.176.53.206: time=79.10 ms
[2024-11-03T10:42:28.615] - client - INFO - 46 bytes from 54.176.53.206: time=78.41 ms
[2024-11-03T10:42:28.894] - client - INFO - 46 bytes from 54.176.53.206: time=77.38 ms
[2024-11-03T10:42:29.177] - client - INFO - 46 bytes from 54.176.53.206: time=81.12 ms
[2024-11-03T10:42:29.457] - client - INFO - 46 bytes from 54.176.53.206: time=79.58 ms
[2024-11-03T10:42:29.735] - client - INFO - 46 bytes from 54.176.53.206: time=75.63 ms
[2024-11-03T10:42:30.016] - client - INFO - 46 bytes from 54.176.53.206: time=79.16 ms
[2024-11-03T10:42:30.297] - client - INFO - 46 bytes from 54.176.53.206: time=79.37 ms
[2024-11-03T10:42:30.577] - client - INFO - 46 bytes from 54.176.53.206: time=79.26 ms
[2024-11-03T10:42:30.856] - client - INFO - 46 bytes from 54.176.53.206: time=77.14 ms
[2024-11-03T10:42:31.136] - client - INFO - 46 bytes from 54.176.53.206: time=79.54 ms
[2024-11-03T10:42:31.417] - client - INFO - 46 bytes from 54.176.53.206: time=78.75 ms
[2024-11-03T10:42:31.697] - client - INFO - 46 bytes from 54.176.53.206: time=78.01 ms
[2024-11-03T10:42:31.975] - client - INFO - 46 bytes from 54.176.53.206: time=77.00 ms
[2024-11-03T10:42:32.256] - client - INFO - 46 bytes from 54.176.53.206: time=79.85 ms
[2024-11-03T10:42:32.540] - client - INFO - 46 bytes from 54.176.53.206: time=81.94 ms
[2024-11-03T10:42:32.815] - client - INFO - 46 bytes from 54.176.53.206: time=73.17 ms
[2024-11-03T10:42:33.096] - client - INFO - 46 bytes from 54.176.53.206: time=80.48 ms
[2024-11-03T10:42:33.377] - client - INFO - 46 bytes from 54.176.53.206: time=78.72 ms
[2024-11-03T10:42:33.656] - client - INFO - 46 bytes from 54.176.53.206: time=78.53 ms
[2024-11-03T10:42:33.936] - client - INFO - 46 bytes from 54.176.53.206: time=77.99 ms
[2024-11-03T10:42:34.213] - client - INFO - 46 bytes from 54.176.53.206: time=75.22 ms
[2024-11-03T10:42:34.496] - client - INFO - 46 bytes from 54.176.53.206: time=80.92 ms
[2024-11-03T10:42:34.776] - client - INFO - 46 bytes from 54.176.53.206: time=79.26 ms
[2024-11-03T10:42:35.056] - client - INFO - 46 bytes from 54.176.53.206: time=78.59 ms
[2024-11-03T10:42:35.336] - client - INFO - 46 bytes from 54.176.53.206: time=79.23 ms
[2024-11-03T10:42:35.616] - client - INFO - 46 bytes from 54.176.53.206: time=80.04 ms
[2024-11-03T10:42:35.895] - client - INFO - 46 bytes from 54.176.53.206: time=76.83 ms
[2024-11-03T10:42:36.182] - client - INFO - 46 bytes from 54.176.53.206: time=86.64 ms
[2024-11-03T10:42:36.456] - client - INFO - 46 bytes from 54.176.53.206: time=72.19 ms
[2024-11-03T10:42:36.735] - client - INFO - 46 bytes from 54.176.53.206: time=78.89 ms
[2024-11-03T10:42:37.015] - client - INFO - 46 bytes from 54.176.53.206: time=78.71 ms
[2024-11-03T10:42:37.297] - client - INFO - 46 bytes from 54.176.53.206: time=80.34 ms
[2024-11-03T10:42:37.575] - client - INFO - 46 bytes from 54.176.53.206: time=77.69 ms
[2024-11-03T10:42:37.857] - client - INFO - 46 bytes from 54.176.53.206: time=81.15 ms
[2024-11-03T10:42:38.136] - client - INFO - 46 bytes from 54.176.53.206: time=78.45 ms
[2024-11-03T10:42:38.417] - client - INFO - 46 bytes from 54.176.53.206: time=80.15 ms
[2024-11-03T10:42:38.697] - client - INFO - 46 bytes from 54.176.53.206: time=78.52 ms
[2024-11-03T10:42:38.976] - client - INFO - 46 bytes from 54.176.53.206: time=76.64 ms
[2024-11-03T10:42:39.257] - client - INFO - 46 bytes from 54.176.53.206: time=79.58 ms
[2024-11-03T10:42:39.538] - client - INFO - 46 bytes from 54.176.53.206: time=78.66 ms
[2024-11-03T10:42:39.817] - client - INFO - 46 bytes from 54.176.53.206: time=77.96 ms
[2024-11-03T10:42:40.096] - client - INFO - 46 bytes from 54.176.53.206: time=78.66 ms
[2024-11-03T10:42:40.380] - client - INFO - 46 bytes from 54.176.53.206: time=83.15 ms
[2024-11-03T10:42:40.657] - client - INFO - 46 bytes from 54.176.53.206: time=74.63 ms
[2024-11-03T10:42:40.936] - client - INFO - 46 bytes from 54.176.53.206: time=77.36 ms
[2024-11-03T10:42:41.211] - client - INFO - 46 bytes from 54.176.53.206: time=75.23 ms
[2024-11-03T10:42:41.500] - client - INFO - 46 bytes from 54.176.53.206: time=86.77 ms
[2024-11-03T10:42:41.777] - client - INFO - 46 bytes from 54.176.53.206: time=75.09 ms
[2024-11-03T10:42:42.055] - client - INFO - 46 bytes from 54.176.53.206: time=77.63 ms
[2024-11-03T10:42:42.334] - client - INFO - 46 bytes from 54.176.53.206: time=76.42 ms
[2024-11-03T10:42:42.617] - client - INFO - 46 bytes from 54.176.53.206: time=82.26 ms
[2024-11-03T10:42:42.894] - client - INFO - 46 bytes from 54.176.53.206: time=76.43 ms
[2024-11-03T10:42:43.176] - client - INFO - 46 bytes from 54.176.53.206: time=80.68 ms
[2024-11-03T10:42:43.457] - client - INFO - 46 bytes from 54.176.53.206: time=80.40 ms
[2024-11-03T10:42:43.737] - client - INFO - 46 bytes from 54.176.53.206: time=78.41 ms
[2024-11-03T10:42:44.013] - client - INFO - 46 bytes from 54.176.53.206: time=75.28 ms
[2024-11-03T10:42:44.295] - client - INFO - 46 bytes from 54.176.53.206: time=81.19 ms
[2024-11-03T10:42:44.582] - client - INFO - 46 bytes from 54.176.53.206: time=85.62 ms
[2024-11-03T10:42:44.851] - client - INFO - 46 bytes from 54.176.53.206: time=68.70 ms
[2024-11-03T10:42:45.138] - client - INFO - 46 bytes from 54.176.53.206: time=85.88 ms
[2024-11-03T10:42:45.417] - client - INFO - 46 bytes from 54.176.53.206: time=78.40 ms
[2024-11-03T10:42:45.697] - client - INFO - 46 bytes from 54.176.53.206: time=77.40 ms
[2024-11-03T10:42:45.975] - client - INFO - 46 bytes from 54.176.53.206: time=77.60 ms
[2024-11-03T10:42:46.255] - client - INFO - 46 bytes from 54.176.53.206: time=77.51 ms
[2024-11-03T10:42:46.537] - client - INFO - 46 bytes from 54.176.53.206: time=80.70 ms
[2024-11-03T10:42:46.817] - client - INFO - 46 bytes from 54.176.53.206: time=78.01 ms
[2024-11-03T10:42:47.096] - client - INFO - 46 bytes from 54.176.53.206: time=78.55 ms
[2024-11-03T10:42:47.375] - client - INFO - 46 bytes from 54.176.53.206: time=77.53 ms
[2024-11-03T10:42:47.657] - client - INFO - 46 bytes from 54.176.53.206: time=81.32 ms
[2024-11-03T10:42:47.936] - client - INFO - 46 bytes from 54.176.53.206: time=77.12 ms
[2024-11-03T10:42:48.216] - client - INFO - 46 bytes from 54.176.53.206: time=77.86 ms
[2024-11-03T10:42:48.496] - client - INFO - 46 bytes from 54.176.53.206: time=77.73 ms
[2024-11-03T10:42:48.776] - client - INFO - 46 bytes from 54.176.53.206: time=79.18 ms
[2024-11-03T10:42:49.055] - client - INFO - 46 bytes from 54.176.53.206: time=78.55 ms
[2024-11-03T10:42:49.337] - client - INFO - 46 bytes from 54.176.53.206: time=80.53 ms
[2024-11-03T10:42:49.615] - client - INFO - 46 bytes from 54.176.53.206: time=77.13 ms
[2024-11-03T10:42:49.897] - client - INFO - 46 bytes from 54.176.53.206: time=81.12 ms
[2024-11-03T10:42:50.176] - client - INFO - 46 bytes from 54.176.53.206: time=78.55 ms
[2024-11-03T10:42:50.456] - client - INFO - 46 bytes from 54.176.53.206: time=78.72 ms
[2024-11-03T10:42:50.732] - client - INFO - 46 bytes from 54.176.53.206: time=74.40 ms
[2024-11-03T10:42:51.011] - client - INFO - 46 bytes from 54.176.53.206: time=77.41 ms
[2024-11-03T10:42:51.295] - client - INFO - 46 bytes from 54.176.53.206: time=82.77 ms
[2024-11-03T10:42:51.580] - client - INFO - 46 bytes from 54.176.53.206: time=83.82 ms
End time: 1730655771913
