Start time: 1730997128039
[2024-11-07T11:32:08.216232-0500] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-07T11:32:08.216697-0500] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=51 time=51.7 ms
[2024-11-07T11:32:08.416337-0500] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=51 time=51.4 ms
[2024-11-07T11:32:08.643497-0500] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=51 time=77.5 ms
[2024-11-07T11:32:08.854242-0500] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=51 time=86.9 ms
[2024-11-07T11:32:09.035559-0500] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=51 time=67.5 ms
[2024-11-07T11:32:09.248558-0500] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=51 time=81.4 ms
[2024-11-07T11:32:09.434943-0500] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=51 time=66.8 ms
[2024-11-07T11:32:09.629461-0500] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=51 time=60.9 ms
[2024-11-07T11:32:09.835174-0500] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=51 time=65.8 ms
[2024-11-07T11:32:10.039426-0500] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=51 time=69.7 ms
[2024-11-07T11:32:10.245948-0500] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=51 time=76.8 ms
[2024-11-07T11:32:10.443840-0500] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=51 time=74.3 ms
[2024-11-07T11:32:10.638572-0500] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=51 time=68.0 ms
[2024-11-07T11:32:10.829841-0500] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=51 time=58.7 ms
[2024-11-07T11:32:11.052133-0500] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=51 time=80.5 ms
[2024-11-07T11:32:11.229989-0500] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=51 time=59.3 ms
[2024-11-07T11:32:11.439509-0500] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=51 time=67.8 ms
[2024-11-07T11:32:11.636853-0500] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=51 time=64.6 ms
[2024-11-07T11:32:11.835367-0500] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=51 time=62.9 ms
[2024-11-07T11:32:12.029439-0500] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=51 time=56.4 ms
[2024-11-07T11:32:12.829600-0500] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=51 time=656 ms
[2024-11-07T11:32:13.026343-0500] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=51 time=643 ms
[2024-11-07T11:32:13.026559-0500] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=51 time=436 ms
[2024-11-07T11:32:13.026603-0500] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=51 time=228 ms
[2024-11-07T11:32:13.084758-0500] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=51 time=85.6 ms
[2024-11-07T11:32:13.251263-0500] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=51 time=51.8 ms
[2024-11-07T11:32:13.466737-0500] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=51 time=66.9 ms
[2024-11-07T11:32:13.671037-0500] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=51 time=70.5 ms
[2024-11-07T11:32:13.866829-0500] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=51 time=65.2 ms
[2024-11-07T11:32:14.065537-0500] 46 bytes from 54.197.223.49: icmp_seq=30 ttl=51 time=63.0 ms
[2024-11-07T11:32:14.279632-0500] 46 bytes from 54.197.223.49: icmp_seq=31 ttl=51 time=76.4 ms
[2024-11-07T11:32:14.478696-0500] 46 bytes from 54.197.223.49: icmp_seq=32 ttl=51 time=74.6 ms
[2024-11-07T11:32:14.680829-0500] 46 bytes from 54.197.223.49: icmp_seq=33 ttl=51 time=75.5 ms
[2024-11-07T11:32:14.874364-0500] 46 bytes from 54.197.223.49: icmp_seq=34 ttl=51 time=67.9 ms
[2024-11-07T11:32:15.077081-0500] 46 bytes from 54.197.223.49: icmp_seq=35 ttl=51 time=70.0 ms
[2024-11-07T11:32:15.274904-0500] 46 bytes from 54.197.223.49: icmp_seq=36 ttl=51 time=67.3 ms
[2024-11-07T11:32:15.475463-0500] 46 bytes from 54.197.223.49: icmp_seq=37 ttl=51 time=67.1 ms
[2024-11-07T11:32:15.708530-0500] 46 bytes from 54.197.223.49: icmp_seq=38 ttl=51 time=99.5 ms
[2024-11-07T11:32:15.868730-0500] 46 bytes from 54.197.223.49: icmp_seq=39 ttl=51 time=58.6 ms
[2024-11-07T11:32:16.188655-0500] 46 bytes from 54.197.223.49: icmp_seq=40 ttl=51 time=177 ms
[2024-11-07T11:32:16.266980-0500] 46 bytes from 54.197.223.49: icmp_seq=41 ttl=51 time=54.8 ms
[2024-11-07T11:32:16.508778-0500] 46 bytes from 54.197.223.49: icmp_seq=42 ttl=51 time=96.0 ms
[2024-11-07T11:32:16.711534-0500] 46 bytes from 54.197.223.49: icmp_seq=43 ttl=51 time=98.3 ms
[2024-11-07T11:32:16.880025-0500] 46 bytes from 54.197.223.49: icmp_seq=44 ttl=51 time=65.8 ms
[2024-11-07T11:32:17.093967-0500] 46 bytes from 54.197.223.49: icmp_seq=45 ttl=51 time=79.2 ms
[2024-11-07T11:32:17.272195-0500] 46 bytes from 54.197.223.49: icmp_seq=46 ttl=51 time=56.5 ms
[2024-11-07T11:32:17.520233-0500] 46 bytes from 54.197.223.49: icmp_seq=47 ttl=51 time=104 ms
[2024-11-07T11:32:17.673795-0500] 46 bytes from 54.197.223.49: icmp_seq=48 ttl=51 time=56.9 ms
[2024-11-07T11:32:17.871660-0500] 46 bytes from 54.197.223.49: icmp_seq=49 ttl=51 time=54.4 ms
[2024-11-07T11:32:18.076093-0500] 46 bytes from 54.197.223.49: icmp_seq=50 ttl=51 time=57.5 ms
[2024-11-07T11:32:18.275012-0500] 46 bytes from 54.197.223.49: icmp_seq=51 ttl=51 time=56.1 ms
[2024-11-07T11:32:18.471858-0500] 46 bytes from 54.197.223.49: icmp_seq=52 ttl=51 time=52.2 ms
[2024-11-07T11:32:18.672069-0500] 46 bytes from 54.197.223.49: icmp_seq=53 ttl=51 time=51.4 ms
