Start time: 1730912159467
[2024-11-06T10:56:00.459970-0600] nuttcp-t: v8.1.4: socket
[2024-11-06T10:56:00.460606-0600] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.197.223.49
[2024-11-06T10:56:00.460671-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-06T10:56:00.460715-0600] nuttcp-t: connect to 54.197.223.49 with mss=1448, RTT=48.626 ms af=inet
[2024-11-06T10:56:00.460751-0600] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-06T10:56:00.460787-0600] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-06T10:56:00.460823-0600] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-06T10:56:00.460858-0600] nuttcp-r: v8.1.4: socket
[2024-11-06T10:56:00.460894-0600] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-06T10:56:00.460928-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T10:56:00.460964-0600] nuttcp-r: accept from 98.97.2.136 with af=inet
[2024-11-06T10:56:00.461003-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-06T10:56:00.461039-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-06T10:56:00.461074-0600]     0.7500 MB /   0.50 sec =   12.5819 Mbps    12 retrans    288 KB-cwnd
[2024-11-06T10:56:01.042705-0600]     2.2500 MB /   0.50 sec =   37.7499 Mbps    13 retrans    104 KB-cwnd
[2024-11-06T10:56:01.624987-0600]     0.9375 MB /   0.50 sec =   15.7284 Mbps     1 retrans     89 KB-cwnd
[2024-11-06T10:56:02.235018-0600]     0.7500 MB /   0.50 sec =   12.5804 Mbps     0 retrans     94 KB-cwnd
[2024-11-06T10:56:02.940591-0600]     0.7500 MB /   0.50 sec =   12.5856 Mbps     2 retrans     89 KB-cwnd
[2024-11-06T10:56:02.940990-0600]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans     89 KB-cwnd
[2024-11-06T10:56:03.787144-0600]     0.5000 MB /   0.50 sec =    8.3888 Mbps     2 retrans     57 KB-cwnd
[2024-11-06T10:56:05.317359-0600]     0.5000 MB /   0.50 sec =    8.3886 Mbps     4 retrans     56 KB-cwnd
[2024-11-06T10:56:05.317898-0600]     0.3750 MB /   0.50 sec =    6.2914 Mbps     0 retrans     56 KB-cwnd
[2024-11-06T10:56:05.318042-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     56 KB-cwnd
[2024-11-06T10:56:06.280032-0600]     0.3125 MB /   0.50 sec =    5.2429 Mbps     2 retrans     59 KB-cwnd
[2024-11-06T10:56:06.280417-0600]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans     59 KB-cwnd
[2024-11-06T10:56:07.208407-0600]     0.5000 MB /   0.50 sec =    8.3886 Mbps     1 retrans     89 KB-cwnd
[2024-11-06T10:56:07.208917-0600]     0.5000 MB /   0.50 sec =    8.3884 Mbps     0 retrans     89 KB-cwnd
[2024-11-06T10:56:07.763567-0600]     0.6250 MB /   0.50 sec =   10.4859 Mbps     1 retrans     84 KB-cwnd
[2024-11-06T10:56:08.577801-0600]     0.7500 MB /   0.50 sec =   12.5828 Mbps     0 retrans     90 KB-cwnd
[2024-11-06T10:56:08.577991-0600]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans     90 KB-cwnd
[2024-11-06T10:56:09.263574-0600]     0.6875 MB /   0.50 sec =   11.4229 Mbps     0 retrans     96 KB-cwnd
[2024-11-06T10:56:09.972029-0600]     0.6875 MB /   0.50 sec =   11.6479 Mbps     1 retrans     91 KB-cwnd
