Start time: 1730766302956
[2024-11-04T18:25:03.911478-0600] nuttcp-t: v8.1.4: socket
[2024-11-04T18:25:03.911907-0600] nuttcp-t: buflen=65536, nstream=1, port=5379 tcp -> 54.176.53.206
[2024-11-04T18:25:03.911948-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-04T18:25:03.911978-0600] nuttcp-t: connect to 54.176.53.206 with mss=1384, RTT=64.692 ms af=inet
[2024-11-04T18:25:03.912007-0600] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-04T18:25:03.912034-0600] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-04T18:25:03.912064-0600] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-04T18:25:03.912090-0600] nuttcp-r: v6.1.2: socket
[2024-11-04T18:25:03.912117-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-04T18:25:03.912144-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-04T18:25:03.912171-0600] nuttcp-r: accept from 172.59.79.112
[2024-11-04T18:25:03.912197-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-04T18:25:03.912224-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-04T18:25:03.912251-0600]     1.2500 MB /   0.50 sec =   20.9711 Mbps     1 retrans   1342 KB-cwnd
[2024-11-04T18:25:04.533762-0600]     6.5000 MB /   0.50 sec =  109.0499 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:04.931568-0600]     6.7500 MB /   0.50 sec =  113.2485 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:05.499189-0600]     7.1250 MB /   0.50 sec =  119.5362 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:06.058864-0600]     7.2500 MB /   0.50 sec =  121.6319 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:06.443110-0600]     7.0625 MB /   0.50 sec =  118.4915 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:06.987526-0600]     7.2500 MB /   0.50 sec =  121.6365 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:07.516906-0600]     7.6875 MB /   0.50 sec =  128.9748 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:08.067496-0600]     7.3125 MB /   0.50 sec =  122.6831 Mbps     0 retrans   4408 KB-cwnd
[2024-11-04T18:25:08.451496-0600]     7.1875 MB /   0.50 sec =  120.5855 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:09.017024-0600]     7.3750 MB /   0.50 sec =  123.7295 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:09.435432-0600]     6.5000 MB /   0.50 sec =  109.0550 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:10.092092-0600]     6.1875 MB /   0.50 sec =  103.8082 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:10.454892-0600]     6.9375 MB /   0.50 sec =  116.3912 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:11.001346-0600]     7.3750 MB /   0.50 sec =  123.7322 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:11.611329-0600]     6.8125 MB /   0.50 sec =  114.2943 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:12.015020-0600]     6.7500 MB /   0.50 sec =  113.2435 Mbps     0 retrans   4900 KB-cwnd
[2024-11-04T18:25:12.444959-0600]     6.2500 MB /   0.50 sec =  104.8614 Mbps     0 retrans   4900 KB-cwnd
