Start time: 1730851409846
[2024-11-05T18:03:30.046] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-05T18:03:30.047] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-05T18:03:30.110] - client - INFO - 46 bytes from 54.197.223.49: time=62.67 ms
[2024-11-05T18:03:30.379] - client - INFO - 46 bytes from 54.197.223.49: time=67.36 ms
[2024-11-05T18:03:30.661] - client - INFO - 46 bytes from 54.197.223.49: time=79.80 ms
[2024-11-05T18:03:30.925] - client - INFO - 46 bytes from 54.197.223.49: time=62.85 ms
[2024-11-05T18:03:31.197] - client - INFO - 46 bytes from 54.197.223.49: time=69.93 ms
[2024-11-05T18:03:31.461] - client - INFO - 46 bytes from 54.197.223.49: time=62.18 ms
[2024-11-05T18:03:31.727] - client - INFO - 46 bytes from 54.197.223.49: time=65.34 ms
[2024-11-05T18:03:31.997] - client - INFO - 46 bytes from 54.197.223.49: time=68.78 ms
[2024-11-05T18:03:32.275] - client - INFO - 46 bytes from 54.197.223.49: time=76.96 ms
[2024-11-05T18:03:32.537] - client - INFO - 46 bytes from 54.197.223.49: time=61.92 ms
[2024-11-05T18:03:32.808] - client - INFO - 46 bytes from 54.197.223.49: time=69.25 ms
[2024-11-05T18:03:33.076] - client - INFO - 46 bytes from 54.197.223.49: time=66.20 ms
[2024-11-05T18:03:33.341] - client - INFO - 46 bytes from 54.197.223.49: time=64.60 ms
[2024-11-05T18:03:33.602] - client - INFO - 46 bytes from 54.197.223.49: time=59.25 ms
[2024-11-05T18:03:33.867] - client - INFO - 46 bytes from 54.197.223.49: time=63.25 ms
[2024-11-05T18:03:34.126] - client - INFO - 46 bytes from 54.197.223.49: time=58.71 ms
[2024-11-05T18:03:34.397] - client - INFO - 46 bytes from 54.197.223.49: time=70.12 ms
[2024-11-05T18:03:34.662] - client - INFO - 46 bytes from 54.197.223.49: time=62.84 ms
[2024-11-05T18:03:34.926] - client - INFO - 46 bytes from 54.197.223.49: time=62.69 ms
[2024-11-05T18:03:35.199] - client - INFO - 46 bytes from 54.197.223.49: time=72.06 ms
[2024-11-05T18:03:35.464] - client - INFO - 46 bytes from 54.197.223.49: time=63.82 ms
[2024-11-05T18:03:35.737] - client - INFO - 46 bytes from 54.197.223.49: time=70.63 ms
[2024-11-05T18:03:36.002] - client - INFO - 46 bytes from 54.197.223.49: time=65.00 ms
[2024-11-05T18:03:36.262] - client - INFO - 46 bytes from 54.197.223.49: time=58.37 ms
[2024-11-05T18:03:36.526] - client - INFO - 46 bytes from 54.197.223.49: time=63.98 ms
[2024-11-05T18:03:36.796] - client - INFO - 46 bytes from 54.197.223.49: time=68.31 ms
[2024-11-05T18:03:37.057] - client - INFO - 46 bytes from 54.197.223.49: time=60.05 ms
[2024-11-05T18:03:37.317] - client - INFO - 46 bytes from 54.197.223.49: time=59.21 ms
[2024-11-05T18:03:37.593] - client - INFO - 46 bytes from 54.197.223.49: time=73.91 ms
[2024-11-05T18:03:37.876] - client - INFO - 46 bytes from 54.197.223.49: time=82.11 ms
[2024-11-05T18:03:38.142] - client - INFO - 46 bytes from 54.197.223.49: time=64.86 ms
[2024-11-05T18:03:38.407] - client - INFO - 46 bytes from 54.197.223.49: time=64.50 ms
[2024-11-05T18:03:38.677] - client - INFO - 46 bytes from 54.197.223.49: time=67.54 ms
[2024-11-05T18:03:38.946] - client - INFO - 46 bytes from 54.197.223.49: time=67.97 ms
[2024-11-05T18:03:39.209] - client - INFO - 46 bytes from 54.197.223.49: time=61.19 ms
[2024-11-05T18:03:39.474] - client - INFO - 46 bytes from 54.197.223.49: time=64.76 ms
[2024-11-05T18:03:39.737] - client - INFO - 46 bytes from 54.197.223.49: time=62.05 ms
[2024-11-05T18:03:40.002] - client - INFO - 46 bytes from 54.197.223.49: time=63.16 ms
[2024-11-05T18:03:40.269] - client - INFO - 46 bytes from 54.197.223.49: time=66.90 ms
[2024-11-05T18:03:40.531] - client - INFO - 46 bytes from 54.197.223.49: time=61.47 ms
[2024-11-05T18:03:40.820] - client - INFO - 46 bytes from 54.197.223.49: time=86.31 ms
[2024-11-05T18:03:41.096] - client - INFO - 46 bytes from 54.197.223.49: time=75.91 ms
[2024-11-05T18:03:41.358] - client - INFO - 46 bytes from 54.197.223.49: time=60.26 ms
[2024-11-05T18:03:41.617] - client - INFO - 46 bytes from 54.197.223.49: time=58.42 ms
[2024-11-05T18:03:41.882] - client - INFO - 46 bytes from 54.197.223.49: time=63.19 ms
[2024-11-05T18:03:42.147] - client - INFO - 46 bytes from 54.197.223.49: time=63.53 ms
[2024-11-05T18:03:42.409] - client - INFO - 46 bytes from 54.197.223.49: time=61.23 ms
[2024-11-05T18:03:42.699] - client - INFO - 46 bytes from 54.197.223.49: time=88.85 ms
[2024-11-05T18:03:42.967] - client - INFO - 46 bytes from 54.197.223.49: time=67.08 ms
[2024-11-05T18:03:43.259] - client - INFO - 46 bytes from 54.197.223.49: time=92.03 ms
[2024-11-05T18:03:43.521] - client - INFO - 46 bytes from 54.197.223.49: time=61.13 ms
[2024-11-05T18:03:43.785] - client - INFO - 46 bytes from 54.197.223.49: time=61.42 ms
[2024-11-05T18:03:44.047] - client - INFO - 46 bytes from 54.197.223.49: time=60.93 ms
[2024-11-05T18:03:44.312] - client - INFO - 46 bytes from 54.197.223.49: time=63.56 ms
[2024-11-05T18:03:44.576] - client - INFO - 46 bytes from 54.197.223.49: time=63.51 ms
[2024-11-05T18:03:44.837] - client - INFO - 46 bytes from 54.197.223.49: time=59.71 ms
[2024-11-05T18:03:45.099] - client - INFO - 46 bytes from 54.197.223.49: time=61.02 ms
[2024-11-05T18:03:45.361] - client - INFO - 46 bytes from 54.197.223.49: time=61.24 ms
[2024-11-05T18:03:45.631] - client - INFO - 46 bytes from 54.197.223.49: time=67.73 ms
[2024-11-05T18:03:45.895] - client - INFO - 46 bytes from 54.197.223.49: time=63.83 ms
[2024-11-05T18:03:46.157] - client - INFO - 46 bytes from 54.197.223.49: time=60.38 ms
[2024-11-05T18:03:46.424] - client - INFO - 46 bytes from 54.197.223.49: time=65.19 ms
[2024-11-05T18:03:46.687] - client - INFO - 46 bytes from 54.197.223.49: time=62.79 ms
[2024-11-05T18:03:46.961] - client - INFO - 46 bytes from 54.197.223.49: time=73.07 ms
[2024-11-05T18:03:47.236] - client - INFO - 46 bytes from 54.197.223.49: time=73.75 ms
[2024-11-05T18:03:47.497] - client - INFO - 46 bytes from 54.197.223.49: time=60.37 ms
[2024-11-05T18:03:47.762] - client - INFO - 46 bytes from 54.197.223.49: time=63.34 ms
[2024-11-05T18:03:48.027] - client - INFO - 46 bytes from 54.197.223.49: time=63.89 ms
[2024-11-05T18:03:48.293] - client - INFO - 46 bytes from 54.197.223.49: time=65.77 ms
[2024-11-05T18:03:48.557] - client - INFO - 46 bytes from 54.197.223.49: time=61.66 ms
[2024-11-05T18:03:48.822] - client - INFO - 46 bytes from 54.197.223.49: time=64.19 ms
[2024-11-05T18:03:49.088] - client - INFO - 46 bytes from 54.197.223.49: time=64.71 ms
[2024-11-05T18:03:49.355] - client - INFO - 46 bytes from 54.197.223.49: time=66.39 ms
[2024-11-05T18:03:49.617] - client - INFO - 46 bytes from 54.197.223.49: time=60.15 ms
[2024-11-05T18:03:49.882] - client - INFO - 46 bytes from 54.197.223.49: time=64.62 ms
[2024-11-05T18:03:50.156] - client - INFO - 46 bytes from 54.197.223.49: time=72.09 ms
[2024-11-05T18:03:50.423] - client - INFO - 46 bytes from 54.197.223.49: time=64.86 ms
[2024-11-05T18:03:50.687] - client - INFO - 46 bytes from 54.197.223.49: time=63.79 ms
[2024-11-05T18:03:50.954] - client - INFO - 46 bytes from 54.197.223.49: time=66.17 ms
