Start time: 1730911067136
[2024-11-06T10:37:47.265581-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-06T10:37:47.266332-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=50 time=64.1 ms
[2024-11-06T10:37:47.453436-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=50 time=48.7 ms
[2024-11-06T10:37:47.647974-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=50 time=42.2 ms
[2024-11-06T10:37:47.853389-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=50 time=46.3 ms
[2024-11-06T10:37:48.058024-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=50 time=47.9 ms
[2024-11-06T10:37:48.251750-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=50 time=42.1 ms
[2024-11-06T10:37:48.463258-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=50 time=50.7 ms
[2024-11-06T10:37:48.650991-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=50 time=37.0 ms
[2024-11-06T10:37:48.863361-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=50 time=47.8 ms
[2024-11-06T10:37:49.056511-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=50 time=40.4 ms
[2024-11-06T10:37:49.255269-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=50 time=39.0 ms
[2024-11-06T10:37:49.456357-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=50 time=37.2 ms
[2024-11-06T10:37:49.662744-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=50 time=42.3 ms
[2024-11-06T10:37:49.872111-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=50 time=51.8 ms
[2024-11-06T10:37:50.062703-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=50 time=40.8 ms
[2024-11-06T10:37:50.264833-0600] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=50 time=43.0 ms
[2024-11-06T10:37:50.462458-0600] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=50 time=38.4 ms
[2024-11-06T10:37:50.672611-0600] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=50 time=47.2 ms
[2024-11-06T10:37:50.870965-0600] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=50 time=44.1 ms
[2024-11-06T10:37:51.066137-0600] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=50 time=38.8 ms
[2024-11-06T10:37:51.265774-0600] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=50 time=38.2 ms
[2024-11-06T10:37:51.471334-0600] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=50 time=41.1 ms
[2024-11-06T10:37:51.682623-0600] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=50 time=51.6 ms
[2024-11-06T10:37:51.875891-0600] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=50 time=42.1 ms
[2024-11-06T10:37:52.083306-0600] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=50 time=48.8 ms
[2024-11-06T10:37:52.296859-0600] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=50 time=63.1 ms
[2024-11-06T10:37:52.483191-0600] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=50 time=47.2 ms
[2024-11-06T10:37:52.677562-0600] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=50 time=41.6 ms
[2024-11-06T10:37:52.880735-0600] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=50 time=43.8 ms
