Start time: 1730693243865
[2024-11-03T21:07:31.748801-0700] nuttcp-r: v8.1.4: socket
[2024-11-03T21:07:31.749778-0700] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-03T21:07:31.749879-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-03T21:07:31.749955-0700] nuttcp-r: connect to 54.176.53.206 with RTT=51.787 ms af=inet
[2024-11-03T21:07:31.750028-0700] nuttcp-r: send window size = 1048576, receive window size = 1048576
[2024-11-03T21:07:31.750095-0700] nuttcp-r: available send window = 786432, available receive window = 786432
[2024-11-03T21:07:31.750162-0700]     0.3750 MB /   0.50 sec =    6.2856 Mbps     0 retrans
[2024-11-03T21:07:32.248404-0700]     3.0000 MB /   0.50 sec =   50.3597 Mbps     0 retrans
[2024-11-03T21:07:32.749714-0700]     6.3125 MB /   0.50 sec =  105.8169 Mbps     0 retrans
[2024-11-03T21:07:33.250290-0700]     0.2500 MB /   0.50 sec =    4.1874 Mbps     0 retrans
[2024-11-03T21:07:33.749048-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:34.248513-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:34.748446-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:35.248548-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:35.748559-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:36.248405-0700]     0.1250 MB /   0.50 sec =    2.0976 Mbps     0 retrans
[2024-11-03T21:07:36.748337-0700]     0.9375 MB /   0.50 sec =   15.7291 Mbps     0 retrans
[2024-11-03T21:07:37.248255-0700]     1.3750 MB /   0.50 sec =   23.0717 Mbps     0 retrans
[2024-11-03T21:07:37.748371-0700]     1.2500 MB /   0.50 sec =   20.9686 Mbps     0 retrans
[2024-11-03T21:07:38.248679-0700]     1.3750 MB /   0.50 sec =   23.0537 Mbps     0 retrans
[2024-11-03T21:07:38.748354-0700]     1.6875 MB /   0.50 sec =   28.3297 Mbps     0 retrans
[2024-11-03T21:07:39.248293-0700]     2.0625 MB /   0.50 sec =   34.6070 Mbps     0 retrans
[2024-11-03T21:07:39.749575-0700]     1.8750 MB /   0.50 sec =   31.3837 Mbps     0 retrans
[2024-11-03T21:07:40.248308-0700]     2.7500 MB /   0.50 sec =   46.2418 Mbps     0 retrans
[2024-11-03T21:07:40.749746-0700]     0.6875 MB /   0.50 sec =   11.5046 Mbps     0 retrans
[2024-11-03T21:07:41.249521-0700]     0.1875 MB /   0.50 sec =    3.1468 Mbps     0 retrans
[2024-11-03T21:07:41.749958-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:42.248490-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:42.748314-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:43.248259-0700]     3.1250 MB /   0.50 sec =   52.4315 Mbps     0 retrans
[2024-11-03T21:07:43.748593-0700]     3.5625 MB /   0.50 sec =   59.7301 Mbps     0 retrans
[2024-11-03T21:07:44.248305-0700]     3.7500 MB /   0.50 sec =   62.9493 Mbps     0 retrans
[2024-11-03T21:07:44.748320-0700]     5.0625 MB /   0.50 sec =   84.9357 Mbps     0 retrans
[2024-11-03T21:07:45.248324-0700]     5.2500 MB /   0.50 sec =   88.0802 Mbps     0 retrans
[2024-11-03T21:07:45.748379-0700]     5.8750 MB /   0.50 sec =   98.5561 Mbps     0 retrans
[2024-11-03T21:07:46.248305-0700]     2.7500 MB /   0.50 sec =   46.1417 Mbps     0 retrans
[2024-11-03T21:07:46.748342-0700]     2.0625 MB /   0.50 sec =   34.6041 Mbps     0 retrans
[2024-11-03T21:07:47.249445-0700]     0.7500 MB /   0.50 sec =   12.5569 Mbps     0 retrans
[2024-11-03T21:07:47.748227-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-03T21:07:48.248597-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
