Start time: 1730817871377
[2024-11-05T08:44:32.406537-0600] nuttcp-r: v8.1.4: socket
[2024-11-05T08:44:32.407405-0600] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-05T08:44:32.407488-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-05T08:44:32.407547-0600] nuttcp-r: connect to 54.197.223.49 with RTT=51.882 ms af=inet
[2024-11-05T08:44:32.407602-0600] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-05T08:44:32.407655-0600] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-05T08:44:32.407710-0600]     1.0000 MB /   0.50 sec =   16.7752 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:32.906504-0600]     5.5000 MB /   0.50 sec =   92.2739 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:33.406471-0600]     5.0625 MB /   0.50 sec =   84.9284 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:33.906954-0600]     3.1875 MB /   0.50 sec =   53.4799 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:34.407013-0600]     9.0625 MB /   0.50 sec =  152.0487 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:34.906567-0600]    12.6250 MB /   0.50 sec =  211.8026 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:35.406554-0600]    16.5625 MB /   0.50 sec =  277.8710 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:35.906519-0600]    21.3750 MB /   0.50 sec =  358.6238 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T08:44:36.406610-0600]    29.5625 MB /   0.50 sec =  495.8961 Mbps     0 retrans     21 KB-cwnd
[2024-11-05T08:44:36.906580-0600]    33.0000 MB /   0.50 sec =  553.6636 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T08:44:37.407621-0600]    31.1875 MB /   0.50 sec =  522.1961 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T08:44:37.906517-0600]    21.6875 MB /   0.50 sec =  364.6377 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T08:44:38.406769-0600]    24.0625 MB /   0.50 sec =  403.7236 Mbps     0 retrans     30 KB-cwnd
[2024-11-05T08:44:38.908211-0600]    32.1250 MB /   0.50 sec =  537.2542 Mbps     0 retrans     37 KB-cwnd
[2024-11-05T08:44:39.406500-0600]    38.0625 MB /   0.50 sec =  640.5878 Mbps     0 retrans     49 KB-cwnd
[2024-11-05T08:44:39.906907-0600]    33.3750 MB /   0.50 sec =  559.9441 Mbps     0 retrans     53 KB-cwnd
[2024-11-05T08:44:40.406518-0600]    29.1250 MB /   0.50 sec =  488.6198 Mbps     0 retrans     57 KB-cwnd
[2024-11-05T08:44:40.906479-0600]    27.6875 MB /   0.50 sec =  464.5433 Mbps     0 retrans     63 KB-cwnd
[2024-11-05T08:44:41.406522-0600]    35.2500 MB /   0.50 sec =  591.3673 Mbps     0 retrans     68 KB-cwnd
[2024-11-05T08:44:41.906715-0600]    29.0625 MB /   0.50 sec =  487.5625 Mbps     3 retrans   8954 KB-cwnd
[2024-11-05T08:44:42.406703-0600]    22.9375 MB /   0.50 sec =  384.7304 Mbps     0 retrans   8954 KB-cwnd
[2024-11-05T08:44:42.906609-0600]    16.3125 MB /   0.50 sec =  273.7917 Mbps     0 retrans   8954 KB-cwnd
[2024-11-05T08:44:43.406523-0600]    36.3125 MB /   0.50 sec =  609.1459 Mbps     0 retrans   8933 KB-cwnd
[2024-11-05T08:44:43.906569-0600]    34.8125 MB /   0.50 sec =  584.0580 Mbps     0 retrans   8933 KB-cwnd
[2024-11-05T08:44:44.406492-0600]    42.0000 MB /   0.50 sec =  704.6797 Mbps     0 retrans  10072 KB-cwnd
[2024-11-05T08:44:44.906506-0600]    43.1875 MB /   0.50 sec =  724.5646 Mbps     0 retrans  10075 KB-cwnd
[2024-11-05T08:44:45.406490-0600]    36.5625 MB /   0.50 sec =  613.4182 Mbps     0 retrans  10075 KB-cwnd
[2024-11-05T08:44:45.906470-0600]    41.4375 MB /   0.50 sec =  695.2087 Mbps     0 retrans  12265 KB-cwnd
[2024-11-05T08:44:46.406454-0600]    39.1875 MB /   0.50 sec =  657.4703 Mbps     0 retrans  12265 KB-cwnd
[2024-11-05T08:44:46.906489-0600]    42.5000 MB /   0.50 sec =  713.0217 Mbps     0 retrans  12268 KB-cwnd
[2024-11-05T08:44:47.406509-0600]    43.7500 MB /   0.50 sec =  733.9856 Mbps     0 retrans  12268 KB-cwnd
[2024-11-05T08:44:47.907654-0600]    41.0625 MB /   0.50 sec =  687.4296 Mbps     1 retrans  11257 KB-cwnd
[2024-11-05T08:44:48.406739-0600]    22.7500 MB /   0.50 sec =  382.4887 Mbps     0 retrans  11257 KB-cwnd
[2024-11-05T08:44:48.906702-0600]    51.8125 MB /   0.50 sec =  869.3269 Mbps     0 retrans  11257 KB-cwnd
[2024-11-05T08:44:49.406925-0600]    48.3750 MB /   0.50 sec =  811.5994 Mbps     0 retrans  11868 KB-cwnd
[2024-11-05T08:44:49.906528-0600]    41.3750 MB /   0.50 sec =  694.1420 Mbps     0 retrans  13461 KB-cwnd
[2024-11-05T08:44:50.406502-0600]    44.3750 MB /   0.50 sec =  744.4741 Mbps     0 retrans  13464 KB-cwnd
[2024-11-05T08:44:50.906481-0600]    41.8750 MB /   0.50 sec =  702.5726 Mbps     0 retrans  13464 KB-cwnd
[2024-11-05T08:44:51.406519-0600]    50.6250 MB /   0.50 sec =  849.3330 Mbps     0 retrans  13346 KB-cwnd
