Start time: 1731106957845
[2024-11-08T18:02:38.890148-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T18:02:38.890568-0500] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-08T18:02:38.890613-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T18:02:38.890649-0500] nuttcp-r: connect to 54.197.223.49 with RTT=61.149 ms af=inet
[2024-11-08T18:02:38.890682-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-08T18:02:38.890714-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-08T18:02:38.890745-0500]     0.8750 MB /   0.50 sec =   14.6787 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:02:39.390100-0500]    32.3125 MB /   0.50 sec =  542.0802 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:02:39.890184-0500]    57.1875 MB /   0.50 sec =  959.2955 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:02:40.390180-0500]    55.3750 MB /   0.50 sec =  929.0458 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:02:40.890143-0500]    62.7500 MB /   0.50 sec = 1052.8903 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T18:02:41.390104-0500]    63.7500 MB /   0.50 sec = 1069.5839 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T18:02:41.890218-0500]    58.3750 MB /   0.50 sec =  979.3915 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T18:02:42.390093-0500]    62.9375 MB /   0.50 sec = 1055.8822 Mbps     0 retrans     34 KB-cwnd
[2024-11-08T18:02:42.890105-0500]    61.6250 MB /   0.50 sec = 1033.9021 Mbps     0 retrans  20899 KB-cwnd
[2024-11-08T18:02:43.390100-0500]    65.1875 MB /   0.50 sec = 1093.6582 Mbps     0 retrans  20899 KB-cwnd
[2024-11-08T18:02:43.890140-0500]    66.8750 MB /   0.50 sec = 1121.8327 Mbps     0 retrans  21584 KB-cwnd
[2024-11-08T18:02:44.390108-0500]    68.4375 MB /   0.50 sec = 1148.3768 Mbps     0 retrans  21584 KB-cwnd
[2024-11-08T18:02:44.890112-0500]    63.0000 MB /   0.50 sec = 1056.8970 Mbps     0 retrans  20798 KB-cwnd
[2024-11-08T18:02:45.390102-0500]    63.7500 MB /   0.50 sec = 1069.5689 Mbps     0 retrans  20798 KB-cwnd
[2024-11-08T18:02:45.890223-0500]    69.1250 MB /   0.50 sec = 1159.5187 Mbps     0 retrans  20798 KB-cwnd
[2024-11-08T18:02:46.389947-0500]    65.0000 MB /   0.50 sec = 1090.8048 Mbps     0 retrans  19849 KB-cwnd
[2024-11-08T18:02:46.890113-0500]    64.7500 MB /   0.50 sec = 1086.2270 Mbps     0 retrans  19849 KB-cwnd
[2024-11-08T18:02:47.390093-0500]    62.9375 MB /   0.50 sec = 1055.9350 Mbps     0 retrans  20787 KB-cwnd
[2024-11-08T18:02:47.890232-0500]    62.8125 MB /   0.50 sec = 1053.8463 Mbps     0 retrans  21203 KB-cwnd
[2024-11-08T18:02:48.390114-0500]    64.7500 MB /   0.50 sec = 1086.2921 Mbps     0 retrans  21203 KB-cwnd
[2024-11-08T18:02:48.889936-0500]    65.2500 MB /   0.50 sec = 1094.8447 Mbps     0 retrans  20366 KB-cwnd
[2024-11-08T18:02:49.390110-0500]    18.1875 MB /   0.50 sec =  305.0935 Mbps     0 retrans  20366 KB-cwnd
[2024-11-08T18:02:49.890110-0500]    56.8125 MB /   0.50 sec =  953.1689 Mbps     0 retrans  20366 KB-cwnd
[2024-11-08T18:02:50.389963-0500]    57.8750 MB /   0.50 sec =  971.0863 Mbps     0 retrans  20297 KB-cwnd
[2024-11-08T18:02:50.889976-0500]    56.2500 MB /   0.50 sec =  943.6844 Mbps     0 retrans  20297 KB-cwnd
[2024-11-08T18:02:51.390052-0500]    53.8750 MB /   0.50 sec =  903.8490 Mbps     0 retrans  20297 KB-cwnd
[2024-11-08T18:02:51.890223-0500]    56.6875 MB /   0.50 sec =  951.0641 Mbps     0 retrans  22242 KB-cwnd
[2024-11-08T18:02:52.390031-0500]    58.5000 MB /   0.50 sec =  981.4907 Mbps     0 retrans  22242 KB-cwnd
[2024-11-08T18:02:52.890061-0500]    57.1250 MB /   0.50 sec =  958.3793 Mbps     0 retrans  18480 KB-cwnd
[2024-11-08T18:02:53.389985-0500]    53.0000 MB /   0.50 sec =  889.2316 Mbps     0 retrans  18480 KB-cwnd
[2024-11-08T18:02:53.890073-0500]    47.7500 MB /   0.50 sec =  801.0864 Mbps     0 retrans  18480 KB-cwnd
[2024-11-08T18:02:54.390139-0500]    53.1250 MB /   0.50 sec =  891.1595 Mbps     0 retrans  17753 KB-cwnd
[2024-11-08T18:02:54.890104-0500]    56.9375 MB /   0.50 sec =  955.3578 Mbps     0 retrans  17753 KB-cwnd
[2024-11-08T18:02:55.390055-0500]    51.3125 MB /   0.50 sec =  860.9171 Mbps     0 retrans  17753 KB-cwnd
[2024-11-08T18:02:55.890031-0500]    54.7500 MB /   0.50 sec =  918.5471 Mbps     0 retrans  20052 KB-cwnd
[2024-11-08T18:02:56.390016-0500]    57.7500 MB /   0.50 sec =  968.8145 Mbps     0 retrans  20052 KB-cwnd
[2024-11-08T18:02:56.890159-0500]    55.5625 MB /   0.50 sec =  932.1934 Mbps     0 retrans  16775 KB-cwnd
[2024-11-08T18:02:57.390030-0500]    64.8125 MB /   0.50 sec = 1087.4603 Mbps     0 retrans  16775 KB-cwnd
[2024-11-08T18:02:57.890286-0500]    59.8750 MB /   0.50 sec = 1004.4555 Mbps     0 retrans  16775 KB-cwnd
[2024-11-08T18:02:58.390038-0500]    65.1250 MB /   0.50 sec = 1092.6971 Mbps     0 retrans  16546 KB-cwnd
[2024-11-08T18:02:58.890077-0500]    63.3750 MB /   0.50 sec = 1063.2029 Mbps     0 retrans  17303 KB-cwnd
[2024-11-08T18:02:59.389975-0500]    49.2500 MB /   0.50 sec =  826.3539 Mbps     0 retrans  23465 KB-cwnd
[2024-11-08T18:02:59.890070-0500]    33.3750 MB /   0.50 sec =  559.8937 Mbps     0 retrans  23465 KB-cwnd
[2024-11-08T18:03:00.390048-0500]    59.4375 MB /   0.50 sec =  997.2237 Mbps     0 retrans  20071 KB-cwnd
[2024-11-08T18:03:00.890074-0500]    55.4375 MB /   0.50 sec =  930.0293 Mbps     0 retrans  20071 KB-cwnd
[2024-11-08T18:03:01.390044-0500]    54.7500 MB /   0.50 sec =  918.5930 Mbps     0 retrans  20174 KB-cwnd
[2024-11-08T18:03:01.890079-0500]    56.0625 MB /   0.50 sec =  940.6159 Mbps     0 retrans  20856 KB-cwnd
