Start time: 1730933398436
[2024-11-06T17:49:59.435151-0500] nuttcp-t: v8.1.4: socket
[2024-11-06T17:49:59.435919-0500] nuttcp-t: buflen=65536, nstream=1, port=5101 tcp -> 54.197.223.49
[2024-11-06T17:49:59.435993-0500] nuttcp-t: time limit = 120.00 seconds
[2024-11-06T17:49:59.436041-0500] nuttcp-t: connect to 54.197.223.49 with mss=1376, RTT=47.027 ms af=inet
[2024-11-06T17:49:59.436087-0500] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-06T17:49:59.436132-0500] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-06T17:49:59.436175-0500] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-06T17:49:59.436218-0500] nuttcp-r: v8.1.4: socket
[2024-11-06T17:49:59.436261-0500] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-06T17:49:59.436303-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T17:49:59.436345-0500] nuttcp-r: accept from 174.219.213.129 with af=inet
[2024-11-06T17:49:59.436385-0500] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-06T17:49:59.436436-0500] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-06T17:49:59.436482-0500]     0.4375 MB /   0.50 sec =    7.3395 Mbps     5 retrans    393 KB-cwnd
[2024-11-06T17:49:59.923041-0500]     3.0000 MB /   0.50 sec =   50.3339 Mbps     0 retrans    486 KB-cwnd
[2024-11-06T17:50:00.428419-0500]     3.0625 MB /   0.50 sec =   51.3675 Mbps     0 retrans    534 KB-cwnd
[2024-11-06T17:50:00.819048-0500]     2.8125 MB /   0.50 sec =   47.1963 Mbps     0 retrans    991 KB-cwnd
[2024-11-06T17:50:01.532351-0500]     2.5000 MB /   0.50 sec =   41.7606 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:02.053670-0500]     2.4375 MB /   0.50 sec =   41.0738 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:02.749287-0500]     2.0000 MB /   0.50 sec =   33.5556 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:03.136299-0500]     2.1250 MB /   0.50 sec =   35.6484 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:03.689489-0500]     2.9375 MB /   0.50 sec =   49.2864 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:04.407263-0500]     2.1875 MB /   0.50 sec =   36.6999 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:04.407769-0500]     1.6875 MB /   0.50 sec =   28.3095 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:05.107565-0500]     3.1250 MB /   0.50 sec =   52.4322 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:05.448605-0500]     4.1875 MB /   0.50 sec =   70.2567 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:06.137843-0500]     3.7500 MB /   0.50 sec =   62.9147 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:06.435829-0500]     3.8750 MB /   0.50 sec =   65.0115 Mbps     0 retrans   1240 KB-cwnd
[2024-11-06T17:50:07.006584-0500]     4.6875 MB /   0.50 sec =   78.6334 Mbps     0 retrans   1487 KB-cwnd
[2024-11-06T17:50:07.586836-0500]     4.5625 MB /   0.50 sec =   76.5551 Mbps     0 retrans   1487 KB-cwnd
[2024-11-06T17:50:07.866394-0500]     4.6875 MB /   0.50 sec =   78.6419 Mbps     0 retrans   1855 KB-cwnd
[2024-11-06T17:50:08.370951-0500]     5.4375 MB /   0.50 sec =   91.1623 Mbps     0 retrans   1855 KB-cwnd
[2024-11-06T17:50:08.894660-0500]     5.1875 MB /   0.50 sec =   87.0487 Mbps     0 retrans   1855 KB-cwnd
[2024-11-06T17:50:09.494443-0500]     4.3750 MB /   0.50 sec =   73.4376 Mbps     0 retrans   1855 KB-cwnd
[2024-11-06T17:50:09.837252-0500]     4.1875 MB /   0.50 sec =   70.2552 Mbps     0 retrans   1855 KB-cwnd
