Start time: 1731012757626
[2024-11-07T15:52:38.859591-0500] nuttcp-r: v8.1.4: socket
[2024-11-07T15:52:38.860974-0500] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-07T15:52:38.861122-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-07T15:52:38.861239-0500] nuttcp-r: connect to 54.197.223.49 with RTT=101.242 ms af=inet
[2024-11-07T15:52:38.861356-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-07T15:52:38.861468-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-07T15:52:38.861571-0500]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans      0 KB-cwnd
[2024-11-07T15:52:39.359557-0500]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:39.860900-0500]     1.3750 MB /   0.50 sec =   23.0218 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:40.359884-0500]     5.3750 MB /   0.50 sec =   90.3284 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:40.860003-0500]     8.8125 MB /   0.50 sec =  147.7780 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:41.359700-0500]     6.8750 MB /   0.50 sec =  115.4436 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:41.859628-0500]     9.8750 MB /   0.50 sec =  165.6690 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:42.359594-0500]     8.5000 MB /   0.50 sec =  142.6023 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:42.859536-0500]    12.7500 MB /   0.50 sec =  213.9245 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:43.359523-0500]    13.2500 MB /   0.50 sec =  222.2990 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:43.859546-0500]    13.6875 MB /   0.50 sec =  229.6377 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:44.359698-0500]     5.1250 MB /   0.50 sec =   85.9576 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:44.860216-0500]    14.2500 MB /   0.50 sec =  238.9196 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:45.360516-0500]     9.9375 MB /   0.50 sec =  166.7062 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:45.860941-0500]    14.0000 MB /   0.50 sec =  234.4927 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:46.359528-0500]    16.9375 MB /   0.50 sec =  284.9408 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:46.859612-0500]    13.5625 MB /   0.50 sec =  227.5069 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:47.359517-0500]    17.5000 MB /   0.50 sec =  293.6459 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:47.859663-0500]    20.2500 MB /   0.50 sec =  339.6782 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:48.359543-0500]    21.6875 MB /   0.50 sec =  363.9119 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T15:52:48.859554-0500]    34.1875 MB /   0.50 sec =  573.5757 Mbps     0 retrans     14 KB-cwnd
[2024-11-07T15:52:49.359629-0500]    38.1250 MB /   0.50 sec =  639.5354 Mbps     0 retrans     15 KB-cwnd
[2024-11-07T15:52:49.859597-0500]    46.4375 MB /   0.50 sec =  779.1824 Mbps     0 retrans     17 KB-cwnd
[2024-11-07T15:52:50.359525-0500]    48.5625 MB /   0.50 sec =  814.7827 Mbps     0 retrans     19 KB-cwnd
[2024-11-07T15:52:50.859650-0500]    48.5625 MB /   0.50 sec =  814.5920 Mbps    20 retrans   5623 KB-cwnd
[2024-11-07T15:52:51.359527-0500]    32.3750 MB /   0.50 sec =  543.2645 Mbps     0 retrans   5623 KB-cwnd
[2024-11-07T15:52:51.859715-0500]    41.4375 MB /   0.50 sec =  695.2003 Mbps     0 retrans   5623 KB-cwnd
[2024-11-07T15:52:52.359629-0500]    42.8125 MB /   0.50 sec =  718.3248 Mbps     0 retrans   5783 KB-cwnd
[2024-11-07T15:52:52.859600-0500]    47.1875 MB /   0.50 sec =  791.5767 Mbps     0 retrans  15374 KB-cwnd
