Start time: 1730848534020
[2024-11-05T17:15:34.168277-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-05T17:15:34.168812-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=56 time=53.9 ms
[2024-11-05T17:15:34.369216-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=56 time=52.0 ms
[2024-11-05T17:15:34.563744-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=56 time=47.9 ms
[2024-11-05T17:15:34.762475-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=56 time=43.4 ms
[2024-11-05T17:15:34.971672-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=56 time=50.4 ms
[2024-11-05T17:15:35.165985-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=56 time=45.9 ms
[2024-11-05T17:15:35.370637-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=56 time=48.3 ms
[2024-11-05T17:15:35.572626-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=56 time=49.0 ms
[2024-11-05T17:15:35.769481-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=56 time=44.8 ms
[2024-11-05T17:15:35.967339-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=56 time=41.1 ms
[2024-11-05T17:15:36.183022-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=56 time=56.4 ms
[2024-11-05T17:15:36.384407-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=56 time=54.2 ms
[2024-11-05T17:15:36.590640-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=56 time=60.5 ms
[2024-11-05T17:15:36.771460-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=56 time=40.0 ms
[2024-11-05T17:15:36.978627-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=56 time=45.7 ms
