Start time: 1730852378443
[2024-11-05T18:19:39.344869-0600] nuttcp-r: v8.1.4: socket
[2024-11-05T18:19:39.345665-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-05T18:19:39.345813-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-05T18:19:39.345880-0600] nuttcp-r: connect to 54.197.223.49 with RTT=70.142 ms af=inet
[2024-11-05T18:19:39.345942-0600] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-05T18:19:39.346000-0600] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-05T18:19:39.346140-0600]     0.6875 MB /   0.50 sec =   11.5318 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T18:19:39.844757-0600]    21.1875 MB /   0.50 sec =  355.5064 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T18:19:40.344820-0600]    55.4375 MB /   0.50 sec =  930.1260 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T18:19:40.845000-0600]    56.5000 MB /   0.50 sec =  947.8862 Mbps     0 retrans     23 KB-cwnd
[2024-11-05T18:19:41.345086-0600]    54.7500 MB /   0.50 sec =  918.5213 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T18:19:41.844746-0600]    55.1875 MB /   0.50 sec =  925.9296 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T18:19:42.344829-0600]    52.5000 MB /   0.50 sec =  880.8532 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T18:19:42.844763-0600]    56.4375 MB /   0.50 sec =  946.7884 Mbps     0 retrans     29 KB-cwnd
[2024-11-05T18:19:43.344691-0600]    53.5000 MB /   0.50 sec =  897.6116 Mbps     0 retrans     34 KB-cwnd
[2024-11-05T18:19:43.844821-0600]    55.4375 MB /   0.50 sec =  930.0460 Mbps     0 retrans  18587 KB-cwnd
[2024-11-05T18:19:44.344649-0600]    50.0000 MB /   0.50 sec =  838.9145 Mbps     0 retrans  18587 KB-cwnd
[2024-11-05T18:19:44.844741-0600]    53.8125 MB /   0.50 sec =  902.8005 Mbps     0 retrans  17561 KB-cwnd
[2024-11-05T18:19:45.344865-0600]    56.5000 MB /   0.50 sec =  947.8843 Mbps     0 retrans  17494 KB-cwnd
[2024-11-05T18:19:45.844754-0600]    56.4375 MB /   0.50 sec =  946.8679 Mbps     0 retrans  17494 KB-cwnd
[2024-11-05T18:19:46.344886-0600]    50.5625 MB /   0.50 sec =  848.3608 Mbps     0 retrans  19421 KB-cwnd
[2024-11-05T18:19:46.844729-0600]    46.8750 MB /   0.50 sec =  786.3911 Mbps     0 retrans  19421 KB-cwnd
[2024-11-05T18:19:47.344885-0600]    56.3750 MB /   0.50 sec =  945.8326 Mbps     0 retrans  19421 KB-cwnd
[2024-11-05T18:19:47.845080-0600]    53.9375 MB /   0.50 sec =  904.2971 Mbps     0 retrans  19556 KB-cwnd
[2024-11-05T18:19:48.344883-0600]    51.8750 MB /   0.50 sec =  870.8772 Mbps     0 retrans  19556 KB-cwnd
[2024-11-05T18:19:48.845158-0600]    49.5625 MB /   0.50 sec =  831.0653 Mbps     0 retrans  19556 KB-cwnd
[2024-11-05T18:19:49.345094-0600]    50.8750 MB /   0.50 sec =  853.4077 Mbps     0 retrans  18736 KB-cwnd
[2024-11-05T18:19:49.844803-0600]    23.1250 MB /   0.50 sec =  388.2845 Mbps     0 retrans  18736 KB-cwnd
[2024-11-05T18:19:50.344771-0600]    47.9375 MB /   0.50 sec =  804.1516 Mbps     0 retrans  18736 KB-cwnd
[2024-11-05T18:19:50.844883-0600]    57.1250 MB /   0.50 sec =  958.4272 Mbps     0 retrans  18736 KB-cwnd
[2024-11-05T18:19:51.344715-0600]    57.8125 MB /   0.50 sec =  969.9658 Mbps     0 retrans  18099 KB-cwnd
[2024-11-05T18:19:51.844819-0600]    55.2500 MB /   0.50 sec =  926.8355 Mbps     0 retrans  18099 KB-cwnd
[2024-11-05T18:19:52.344928-0600]    57.5625 MB /   0.50 sec =  965.8911 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T18:19:52.844733-0600]    60.7500 MB /   0.50 sec = 1019.1303 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T18:19:53.344868-0600]    57.1250 MB /   0.50 sec =  958.1455 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T18:19:53.844844-0600]    58.8750 MB /   0.50 sec =  988.0194 Mbps     0 retrans  19024 KB-cwnd
[2024-11-05T18:19:54.345071-0600]    60.3125 MB /   0.50 sec = 1011.8232 Mbps     0 retrans  19024 KB-cwnd
[2024-11-05T18:19:54.844784-0600]    58.0625 MB /   0.50 sec =  974.1933 Mbps     0 retrans  19658 KB-cwnd
[2024-11-05T18:19:55.344683-0600]    59.8750 MB /   0.50 sec = 1004.5941 Mbps     0 retrans  19658 KB-cwnd
[2024-11-05T18:19:55.844787-0600]    58.7500 MB /   0.50 sec =  985.5846 Mbps     0 retrans  19996 KB-cwnd
[2024-11-05T18:19:56.344673-0600]    55.6875 MB /   0.50 sec =  934.3205 Mbps     0 retrans  20502 KB-cwnd
[2024-11-05T18:19:56.845314-0600]    46.4375 MB /   0.50 sec =  778.4645 Mbps     0 retrans  21248 KB-cwnd
[2024-11-05T18:19:57.344751-0600]    52.4375 MB /   0.50 sec =  880.4684 Mbps     0 retrans  21251 KB-cwnd
[2024-11-05T18:19:57.844729-0600]    46.0625 MB /   0.50 sec =  772.7912 Mbps     0 retrans  21736 KB-cwnd
[2024-11-05T18:19:58.345139-0600]    54.9375 MB /   0.50 sec =  921.7094 Mbps     0 retrans  20241 KB-cwnd
[2024-11-05T18:19:58.844796-0600]    50.7500 MB /   0.50 sec =  851.4965 Mbps     0 retrans  20241 KB-cwnd
[2024-11-05T18:19:59.345185-0600]    55.6875 MB /   0.50 sec =  934.1355 Mbps     0 retrans  18794 KB-cwnd
[2024-11-05T18:19:59.845141-0600]    53.5000 MB /   0.50 sec =  897.6511 Mbps     0 retrans  19088 KB-cwnd
[2024-11-05T18:20:00.344820-0600]    56.6250 MB /   0.50 sec =  949.9396 Mbps     0 retrans  19719 KB-cwnd
[2024-11-05T18:20:00.845206-0600]    59.1875 MB /   0.50 sec =  992.2632 Mbps     0 retrans  19389 KB-cwnd
[2024-11-05T18:20:01.344726-0600]    61.9375 MB /   0.50 sec = 1040.0124 Mbps     0 retrans  20366 KB-cwnd
[2024-11-05T18:20:01.844720-0600]    64.0625 MB /   0.50 sec = 1074.7861 Mbps     0 retrans  21488 KB-cwnd
[2024-11-05T18:20:02.344917-0600]    55.8125 MB /   0.50 sec =  936.0882 Mbps     0 retrans  22426 KB-cwnd
[2024-11-05T18:20:02.844834-0600]    59.8125 MB /   0.50 sec = 1003.7522 Mbps     0 retrans  21642 KB-cwnd
[2024-11-05T18:20:03.344767-0600]    60.0000 MB /   0.50 sec = 1006.6229 Mbps     0 retrans  21642 KB-cwnd
[2024-11-05T18:20:03.844710-0600]    58.2500 MB /   0.50 sec =  977.3197 Mbps     0 retrans  20353 KB-cwnd
[2024-11-05T18:20:04.345618-0600]    63.5000 MB /   0.50 sec = 1064.1975 Mbps     0 retrans  20047 KB-cwnd
[2024-11-05T18:20:04.845128-0600]    57.8125 MB /   0.50 sec =  970.2530 Mbps     0 retrans  21024 KB-cwnd
[2024-11-05T18:20:05.344690-0600]    56.3750 MB /   0.50 sec =  946.5633 Mbps     0 retrans  21024 KB-cwnd
[2024-11-05T18:20:05.844945-0600]    49.3125 MB /   0.50 sec =  827.2437 Mbps     0 retrans  21757 KB-cwnd
[2024-11-05T18:20:06.344932-0600]    55.5000 MB /   0.50 sec =  931.2510 Mbps     0 retrans  19900 KB-cwnd
[2024-11-05T18:20:06.844732-0600]    56.2500 MB /   0.50 sec =  943.6599 Mbps     0 retrans  19900 KB-cwnd
[2024-11-05T18:20:07.344775-0600]    58.6250 MB /   0.50 sec =  983.4620 Mbps     0 retrans  18376 KB-cwnd
[2024-11-05T18:20:07.844771-0600]    58.1250 MB /   0.50 sec =  975.2361 Mbps     0 retrans  18009 KB-cwnd
[2024-11-05T18:20:08.344721-0600]    60.1250 MB /   0.50 sec = 1008.7806 Mbps     0 retrans  18387 KB-cwnd
[2024-11-05T18:20:08.844869-0600]    53.0000 MB /   0.50 sec =  889.1853 Mbps     0 retrans  19975 KB-cwnd
[2024-11-05T18:20:09.344820-0600]    50.3750 MB /   0.50 sec =  845.1506 Mbps     0 retrans  20915 KB-cwnd
[2024-11-05T18:20:09.845059-0600]    53.2500 MB /   0.50 sec =  893.3439 Mbps     0 retrans  20990 KB-cwnd
[2024-11-05T18:20:10.344717-0600]    54.3125 MB /   0.50 sec =  911.2599 Mbps     0 retrans  20654 KB-cwnd
[2024-11-05T18:20:10.844734-0600]    58.1250 MB /   0.50 sec =  975.1718 Mbps     0 retrans  20651 KB-cwnd
[2024-11-05T18:20:11.344751-0600]    54.7500 MB /   0.50 sec =  918.5177 Mbps     0 retrans  19197 KB-cwnd
[2024-11-05T18:20:11.844770-0600]    55.0625 MB /   0.50 sec =  923.8989 Mbps     0 retrans  19122 KB-cwnd
[2024-11-05T18:20:12.345195-0600]    54.0000 MB /   0.50 sec =  905.6509 Mbps     0 retrans  19495 KB-cwnd
[2024-11-05T18:20:12.845139-0600]    25.1250 MB /   0.50 sec =  421.3068 Mbps     0 retrans  19495 KB-cwnd
[2024-11-05T18:20:13.344652-0600]    55.6250 MB /   0.50 sec =  934.0247 Mbps     0 retrans  19008 KB-cwnd
[2024-11-05T18:20:13.844959-0600]    60.3125 MB /   0.50 sec = 1011.8091 Mbps     0 retrans  19008 KB-cwnd
[2024-11-05T18:20:14.344733-0600]    50.2500 MB /   0.50 sec =  843.0602 Mbps     0 retrans  17108 KB-cwnd
[2024-11-05T18:20:14.844876-0600]    53.4375 MB /   0.50 sec =  896.5683 Mbps     0 retrans  19479 KB-cwnd
[2024-11-05T18:20:15.344721-0600]    50.6250 MB /   0.50 sec =  849.3330 Mbps     0 retrans  19479 KB-cwnd
[2024-11-05T18:20:15.844739-0600]    49.8750 MB /   0.50 sec =  836.7519 Mbps     0 retrans  19016 KB-cwnd
[2024-11-05T18:20:16.344780-0600]    51.0000 MB /   0.50 sec =  855.5661 Mbps     0 retrans  18829 KB-cwnd
[2024-11-05T18:20:16.844857-0600]    54.5000 MB /   0.50 sec =  914.3894 Mbps     0 retrans  18826 KB-cwnd
[2024-11-05T18:20:17.344790-0600]    55.3750 MB /   0.50 sec =  929.1573 Mbps     0 retrans  17732 KB-cwnd
[2024-11-05T18:20:17.844775-0600]    55.5625 MB /   0.50 sec =  932.0871 Mbps     0 retrans  18096 KB-cwnd
[2024-11-05T18:20:18.344724-0600]    58.0625 MB /   0.50 sec =  974.1680 Mbps     0 retrans  18272 KB-cwnd
[2024-11-05T18:20:18.844947-0600]    58.5000 MB /   0.50 sec =  981.4887 Mbps     0 retrans  18272 KB-cwnd
[2024-11-05T18:20:19.344736-0600]    58.7500 MB /   0.50 sec =  985.6279 Mbps     0 retrans  16653 KB-cwnd
[2024-11-05T18:20:19.844745-0600]    65.8125 MB /   0.50 sec = 1104.0953 Mbps     0 retrans  17801 KB-cwnd
[2024-11-05T18:20:20.344842-0600]    60.5000 MB /   0.50 sec = 1014.8653 Mbps     0 retrans  20422 KB-cwnd
[2024-11-05T18:20:20.844750-0600]    64.6875 MB /   0.50 sec = 1085.4976 Mbps     0 retrans  20460 KB-cwnd
[2024-11-05T18:20:21.344839-0600]    60.3750 MB /   0.50 sec = 1012.9143 Mbps     0 retrans  20699 KB-cwnd
[2024-11-05T18:20:21.844745-0600]    60.1875 MB /   0.50 sec = 1009.7686 Mbps     0 retrans  20702 KB-cwnd
[2024-11-05T18:20:22.344731-0600]    63.1250 MB /   0.50 sec = 1059.0681 Mbps     0 retrans  21617 KB-cwnd
[2024-11-05T18:20:22.844694-0600]    42.1875 MB /   0.50 sec =  707.8426 Mbps     0 retrans  21943 KB-cwnd
[2024-11-05T18:20:23.344774-0600]    41.8125 MB /   0.50 sec =  701.3949 Mbps     0 retrans  21943 KB-cwnd
[2024-11-05T18:20:23.844758-0600]    56.6250 MB /   0.50 sec =  950.0802 Mbps     0 retrans  19908 KB-cwnd
[2024-11-05T18:20:24.344732-0600]    50.8750 MB /   0.50 sec =  853.5511 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T18:20:24.844735-0600]    52.1250 MB /   0.50 sec =  874.4844 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T18:20:25.344743-0600]    61.3750 MB /   0.50 sec = 1029.6913 Mbps     0 retrans  19317 KB-cwnd
[2024-11-05T18:20:25.844756-0600]    61.0000 MB /   0.50 sec = 1023.4368 Mbps     0 retrans  20190 KB-cwnd
[2024-11-05T18:20:26.344724-0600]    65.2500 MB /   0.50 sec = 1094.7221 Mbps     0 retrans  18949 KB-cwnd
[2024-11-05T18:20:26.844871-0600]    63.9375 MB /   0.50 sec = 1072.5860 Mbps     0 retrans  20281 KB-cwnd
[2024-11-05T18:20:27.344764-0600]    65.1250 MB /   0.50 sec = 1092.7430 Mbps     0 retrans  20976 KB-cwnd
[2024-11-05T18:20:27.844727-0600]    62.6250 MB /   0.50 sec = 1050.6689 Mbps     0 retrans  22053 KB-cwnd
[2024-11-05T18:20:28.350235-0600]    65.3125 MB /   0.51 sec = 1083.7775 Mbps     0 retrans  22053 KB-cwnd
[2024-11-05T18:20:28.845647-0600]    55.6250 MB /   0.50 sec =  941.9818 Mbps     0 retrans  21914 KB-cwnd
[2024-11-05T18:20:29.344734-0600]    49.7500 MB /   0.50 sec =  836.1414 Mbps     0 retrans  20284 KB-cwnd
[2024-11-05T18:20:29.844731-0600]    54.1875 MB /   0.50 sec =  909.1245 Mbps     0 retrans  21632 KB-cwnd
[2024-11-05T18:20:30.344710-0600]    56.1250 MB /   0.50 sec =  941.6288 Mbps     0 retrans  21632 KB-cwnd
[2024-11-05T18:20:30.845820-0600]    54.4375 MB /   0.50 sec =  911.4376 Mbps     0 retrans  21128 KB-cwnd
[2024-11-05T18:20:31.344634-0600]    63.5625 MB /   0.50 sec = 1068.6395 Mbps     0 retrans  16940 KB-cwnd
[2024-11-05T18:20:31.844769-0600]    55.5000 MB /   0.50 sec =  931.0759 Mbps     0 retrans  19154 KB-cwnd
[2024-11-05T18:20:32.344764-0600]    58.6875 MB /   0.50 sec =  984.5991 Mbps     0 retrans  19154 KB-cwnd
[2024-11-05T18:20:32.844909-0600]    56.7500 MB /   0.50 sec =  952.1413 Mbps     0 retrans  21339 KB-cwnd
[2024-11-05T18:20:33.344804-0600]    61.3750 MB /   0.50 sec = 1029.6646 Mbps     0 retrans  20603 KB-cwnd
[2024-11-05T18:20:33.844727-0600]    57.5000 MB /   0.50 sec =  964.7150 Mbps     0 retrans  22101 KB-cwnd
[2024-11-05T18:20:34.344749-0600]    61.0625 MB /   0.50 sec = 1024.4280 Mbps     0 retrans  18877 KB-cwnd
[2024-11-05T18:20:34.851463-0600]    57.5625 MB /   0.51 sec =  953.5860 Mbps     0 retrans  18376 KB-cwnd
[2024-11-05T18:20:35.344732-0600]    60.1250 MB /   0.49 sec = 1021.7824 Mbps     0 retrans  18190 KB-cwnd
[2024-11-05T18:20:35.844884-0600]    24.8750 MB /   0.50 sec =  417.3049 Mbps     0 retrans  18190 KB-cwnd
[2024-11-05T18:20:36.344791-0600]    57.7500 MB /   0.50 sec =  968.8280 Mbps     0 retrans  19809 KB-cwnd
[2024-11-05T18:20:36.844748-0600]    59.6250 MB /   0.50 sec = 1000.4355 Mbps     0 retrans  20372 KB-cwnd
[2024-11-05T18:20:37.344870-0600]    65.6250 MB /   0.50 sec = 1101.0532 Mbps     0 retrans  19149 KB-cwnd
[2024-11-05T18:20:37.844896-0600]    69.6250 MB /   0.50 sec = 1168.0833 Mbps     0 retrans  23891 KB-cwnd
[2024-11-05T18:20:38.344703-0600]    67.2500 MB /   0.50 sec = 1128.3129 Mbps     0 retrans  21634 KB-cwnd
[2024-11-05T18:20:38.844748-0600]    70.9375 MB /   0.50 sec = 1190.0862 Mbps     0 retrans  22143 KB-cwnd
[2024-11-05T18:20:39.344739-0600]    69.0625 MB /   0.50 sec = 1158.6556 Mbps     0 retrans  23052 KB-cwnd
[2024-11-05T18:20:39.844723-0600]    69.6875 MB /   0.50 sec = 1169.2137 Mbps     0 retrans  24373 KB-cwnd
[2024-11-05T18:20:40.345147-0600]    71.0625 MB /   0.50 sec = 1191.5708 Mbps     0 retrans  21818 KB-cwnd
[2024-11-05T18:20:40.845216-0600]    64.1250 MB /   0.50 sec = 1075.4325 Mbps     0 retrans  21818 KB-cwnd
[2024-11-05T18:20:41.344710-0600]    58.6875 MB /   0.50 sec =  985.5195 Mbps     0 retrans  22095 KB-cwnd
[2024-11-05T18:20:41.844694-0600]    71.0625 MB /   0.50 sec = 1192.2595 Mbps     0 retrans  22146 KB-cwnd
[2024-11-05T18:20:42.344830-0600]    70.9375 MB /   0.50 sec = 1190.1909 Mbps     0 retrans  24024 KB-cwnd
[2024-11-05T18:20:42.844990-0600]    66.1250 MB /   0.50 sec = 1109.2226 Mbps     0 retrans  21925 KB-cwnd
[2024-11-05T18:20:43.344714-0600]    71.1875 MB /   0.50 sec = 1194.4356 Mbps     0 retrans  23595 KB-cwnd
[2024-11-05T18:20:43.844788-0600]    67.0000 MB /   0.50 sec = 1124.0218 Mbps     0 retrans  23598 KB-cwnd
[2024-11-05T18:20:44.344664-0600]    67.8125 MB /   0.50 sec = 1137.7482 Mbps     0 retrans  20705 KB-cwnd
