Start time: 1731105576388
[2024-11-08T17:39:36.586] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-08T17:39:36.587] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-08T17:39:36.617] - client - INFO - 46 bytes from 54.197.223.49: time=30.52 ms
[2024-11-08T17:39:36.846] - client - INFO - 46 bytes from 54.197.223.49: time=28.53 ms
[2024-11-08T17:39:37.078] - client - INFO - 46 bytes from 54.197.223.49: time=29.92 ms
[2024-11-08T17:39:37.310] - client - INFO - 46 bytes from 54.197.223.49: time=30.68 ms
[2024-11-08T17:39:37.542] - client - INFO - 46 bytes from 54.197.223.49: time=30.81 ms
[2024-11-08T17:39:37.776] - client - INFO - 46 bytes from 54.197.223.49: time=32.64 ms
[2024-11-08T17:39:38.007] - client - INFO - 46 bytes from 54.197.223.49: time=30.55 ms
[2024-11-08T17:39:38.242] - client - INFO - 46 bytes from 54.197.223.49: time=34.47 ms
[2024-11-08T17:39:38.474] - client - INFO - 46 bytes from 54.197.223.49: time=29.75 ms
[2024-11-08T17:39:38.705] - client - INFO - 46 bytes from 54.197.223.49: time=29.63 ms
[2024-11-08T17:39:38.935] - client - INFO - 46 bytes from 54.197.223.49: time=28.79 ms
[2024-11-08T17:39:39.166] - client - INFO - 46 bytes from 54.197.223.49: time=29.28 ms
[2024-11-08T17:39:39.398] - client - INFO - 46 bytes from 54.197.223.49: time=29.44 ms
[2024-11-08T17:39:39.630] - client - INFO - 46 bytes from 54.197.223.49: time=30.54 ms
[2024-11-08T17:39:39.857] - client - INFO - 46 bytes from 54.197.223.49: time=26.19 ms
[2024-11-08T17:39:40.094] - client - INFO - 46 bytes from 54.197.223.49: time=35.11 ms
[2024-11-08T17:39:40.327] - client - INFO - 46 bytes from 54.197.223.49: time=31.78 ms
[2024-11-08T17:39:40.557] - client - INFO - 46 bytes from 54.197.223.49: time=29.58 ms
[2024-11-08T17:39:40.787] - client - INFO - 46 bytes from 54.197.223.49: time=29.06 ms
[2024-11-08T17:39:41.018] - client - INFO - 46 bytes from 54.197.223.49: time=29.70 ms
[2024-11-08T17:39:41.250] - client - INFO - 46 bytes from 54.197.223.49: time=29.10 ms
[2024-11-08T17:39:41.478] - client - INFO - 46 bytes from 54.197.223.49: time=27.33 ms
[2024-11-08T17:39:41.712] - client - INFO - 46 bytes from 54.197.223.49: time=32.28 ms
[2024-11-08T17:39:41.946] - client - INFO - 46 bytes from 54.197.223.49: time=32.90 ms
[2024-11-08T17:39:42.182] - client - INFO - 46 bytes from 54.197.223.49: time=35.23 ms
[2024-11-08T17:39:42.418] - client - INFO - 46 bytes from 54.197.223.49: time=34.82 ms
[2024-11-08T17:39:42.658] - client - INFO - 46 bytes from 54.197.223.49: time=38.82 ms
[2024-11-08T17:39:42.891] - client - INFO - 46 bytes from 54.197.223.49: time=31.46 ms
[2024-11-08T17:39:43.127] - client - INFO - 46 bytes from 54.197.223.49: time=35.14 ms
[2024-11-08T17:39:43.357] - client - INFO - 46 bytes from 54.197.223.49: time=29.62 ms
[2024-11-08T17:39:43.592] - client - INFO - 46 bytes from 54.197.223.49: time=32.28 ms
[2024-11-08T17:39:43.824] - client - INFO - 46 bytes from 54.197.223.49: time=31.45 ms
[2024-11-08T17:39:44.058] - client - INFO - 46 bytes from 54.197.223.49: time=33.14 ms
[2024-11-08T17:39:44.288] - client - INFO - 46 bytes from 54.197.223.49: time=29.22 ms
[2024-11-08T17:39:44.524] - client - INFO - 46 bytes from 54.197.223.49: time=34.75 ms
