Start time: 1730521215562
[2024-11-01T21:20:16.531111-0700] nuttcp-t: v8.1.4: socket
[2024-11-01T21:20:16.531609-0700] nuttcp-t: buflen=65536, nstream=1, port=5102 tcp -> 54.176.53.206
[2024-11-01T21:20:16.531652-0700] nuttcp-t: time limit = 120.00 seconds
[2024-11-01T21:20:16.531682-0700] nuttcp-t: connect to 54.176.53.206 with mss=1378, RTT=44.299 ms af=inet
[2024-11-01T21:20:16.531710-0700] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-01T21:20:16.531738-0700] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-01T21:20:16.531764-0700] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-01T21:20:16.531791-0700] nuttcp-r: v6.1.2: socket
[2024-11-01T21:20:16.531817-0700] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-01T21:20:16.531845-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-01T21:20:16.531873-0700] nuttcp-r: accept from 166.196.78.1
[2024-11-01T21:20:16.531899-0700] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-01T21:20:16.531926-0700] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-01T21:20:16.531965-0700]     2.2500 MB /   0.50 sec =   37.7468 Mbps     6 retrans   2062 KB-cwnd
[2024-11-01T21:20:17.267566-0700]     3.3125 MB /   0.50 sec =   55.5748 Mbps     0 retrans   2418 KB-cwnd
[2024-11-01T21:20:17.651226-0700]     3.8750 MB /   0.50 sec =   65.0131 Mbps     0 retrans   2418 KB-cwnd
[2024-11-01T21:20:17.991099-0700]     3.7500 MB /   0.50 sec =   62.9134 Mbps     0 retrans   2418 KB-cwnd
[2024-11-01T21:20:18.595690-0700]     3.1875 MB /   0.50 sec =   53.4734 Mbps     1 retrans   2154 KB-cwnd
[2024-11-01T21:20:19.093134-0700]     6.1250 MB /   0.50 sec =  102.7689 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:19.622789-0700]     5.4375 MB /   0.50 sec =   91.2270 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:20.173553-0700]     4.6250 MB /   0.50 sec =   77.5949 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:20.714262-0700]     5.1250 MB /   0.50 sec =   85.9820 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:21.001302-0700]     4.6875 MB /   0.50 sec =   78.6445 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:21.527245-0700]     5.0000 MB /   0.50 sec =   83.8851 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:22.046181-0700]     5.3125 MB /   0.50 sec =   89.1293 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:22.526964-0700]     5.3750 MB /   0.50 sec =   90.1750 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:23.007518-0700]     5.5000 MB /   0.50 sec =   92.2758 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:23.500211-0700]     5.5000 MB /   0.50 sec =   92.2728 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:23.977060-0700]     5.5625 MB /   0.50 sec =   93.3268 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:24.487747-0700]     5.3125 MB /   0.50 sec =   89.1272 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:24.998108-0700]     5.3125 MB /   0.50 sec =   89.1284 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:25.505654-0700]     5.2500 MB /   0.50 sec =   88.0767 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:25.996300-0700]     5.4375 MB /   0.50 sec =   91.2329 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:26.452920-0700]     5.9375 MB /   0.50 sec =   99.6147 Mbps     0 retrans   2154 KB-cwnd
[2024-11-01T21:20:27.095180-0700]     6.2500 MB /   0.50 sec =  104.8574 Mbps     1 retrans   1781 KB-cwnd
[2024-11-01T21:20:27.547621-0700]     6.1875 MB /   0.50 sec =  103.8086 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:27.961869-0700]     6.3125 MB /   0.50 sec =  105.9053 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:28.638780-0700]     6.3750 MB /   0.50 sec =  106.9560 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:29.121599-0700]     5.6250 MB /   0.50 sec =   94.3637 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:29.597174-0700]     5.6250 MB /   0.50 sec =   94.3792 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:30.059483-0700]     5.6250 MB /   0.50 sec =   94.3724 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:30.519536-0700]     5.8125 MB /   0.50 sec =   97.5135 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:30.977477-0700]     6.0625 MB /   0.50 sec =  101.7166 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:31.643285-0700]     6.0625 MB /   0.50 sec =  101.7123 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:32.086017-0700]     6.0625 MB /   0.50 sec =  101.7123 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:32.499003-0700]     6.1875 MB /   0.50 sec =  103.8053 Mbps     0 retrans   1781 KB-cwnd
[2024-11-01T21:20:32.964074-0700]     5.8750 MB /   0.50 sec =   98.5681 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:33.691582-0700]     5.5000 MB /   0.50 sec =   92.2747 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:34.223054-0700]     5.4375 MB /   0.50 sec =   91.2272 Mbps     1 retrans   1574 KB-cwnd
[2024-11-01T21:20:34.529366-0700]     4.6875 MB /   0.50 sec =   78.6407 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:35.141693-0700]     4.3750 MB /   0.50 sec =   73.4022 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:35.707401-0700]     4.5000 MB /   0.50 sec =   75.4938 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:35.975317-0700]     4.8750 MB /   0.50 sec =   81.7932 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:36.503858-0700]     5.0625 MB /   0.50 sec =   84.9338 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:37.039239-0700]     5.0625 MB /   0.50 sec =   84.9340 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:37.547177-0700]     5.1875 MB /   0.50 sec =   87.0337 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:38.096029-0700]     5.1875 MB /   0.50 sec =   87.0273 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:38.760171-0700]     4.0000 MB /   0.50 sec =   67.1115 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:39.047998-0700]     4.1250 MB /   0.50 sec =   69.2059 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:39.675159-0700]     4.3750 MB /   0.50 sec =   73.3975 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:39.983260-0700]     4.1875 MB /   0.50 sec =   70.2564 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:40.617405-0700]     4.2500 MB /   0.50 sec =   71.3050 Mbps     0 retrans   1574 KB-cwnd
[2024-11-01T21:20:41.252884-0700]     4.5000 MB /   0.50 sec =   75.4963 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:41.529221-0700]     4.3125 MB /   0.50 sec =   72.3490 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:42.175226-0700]     4.5000 MB /   0.50 sec =   75.5015 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:42.529048-0700]     3.7500 MB /   0.50 sec =   62.9136 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:43.105439-0700]     4.3750 MB /   0.50 sec =   73.4009 Mbps     0 retrans   1888 KB-cwnd
[2024-11-01T21:20:43.491301-0700]     3.4375 MB /   0.50 sec =   57.6710 Mbps    35 retrans   1512 KB-cwnd
[2024-11-01T21:20:44.098344-0700]     7.3750 MB /   0.50 sec =  123.7317 Mbps     0 retrans   1671 KB-cwnd
[2024-11-01T21:20:44.513743-0700]     6.5000 MB /   0.50 sec =  109.0521 Mbps     0 retrans   1671 KB-cwnd
[2024-11-01T21:20:45.135549-0700]     6.3750 MB /   0.50 sec =  106.9524 Mbps     0 retrans   1671 KB-cwnd
[2024-11-01T21:20:45.537531-0700]     6.6875 MB /   0.50 sec =  112.1992 Mbps     0 retrans   1671 KB-cwnd
[2024-11-01T21:20:46.144402-0700]     6.6250 MB /   0.50 sec =  111.1499 Mbps     0 retrans   1671 KB-cwnd
[2024-11-01T21:20:46.567850-0700]     6.5000 MB /   0.50 sec =  109.0532 Mbps     0 retrans   1671 KB-cwnd
