Start time: 1730914102769
[2024-11-06T11:28:23.613637-0600] nuttcp-r: v8.1.4: socket
[2024-11-06T11:28:23.614027-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-06T11:28:23.614059-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T11:28:23.614084-0600] nuttcp-r: connect to 54.197.223.49 with RTT=44.853 ms af=inet
[2024-11-06T11:28:23.614107-0600] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-06T11:28:23.614129-0600] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-06T11:28:23.614150-0600]     1.8750 MB /   0.50 sec =   31.4543 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:28:24.113753-0600]    41.2500 MB /   0.50 sec =  692.0505 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:28:24.613302-0600]    76.6875 MB /   0.50 sec = 1286.6774 Mbps     0 retrans     21 KB-cwnd
[2024-11-06T11:28:25.113873-0600]    76.2500 MB /   0.50 sec = 1279.2218 Mbps     0 retrans     26 KB-cwnd
[2024-11-06T11:28:25.613542-0600]    68.8125 MB /   0.50 sec = 1154.5191 Mbps     0 retrans     42 KB-cwnd
[2024-11-06T11:28:26.113366-0600]    64.9375 MB /   0.50 sec = 1089.4356 Mbps     0 retrans     61 KB-cwnd
[2024-11-06T11:28:26.613381-0600]    61.6875 MB /   0.50 sec = 1034.8762 Mbps     0 retrans     79 KB-cwnd
[2024-11-06T11:28:27.113474-0600]    51.8125 MB /   0.50 sec =  869.3025 Mbps     0 retrans  21749 KB-cwnd
[2024-11-06T11:28:27.613386-0600]    70.8125 MB /   0.50 sec = 1188.0485 Mbps     0 retrans  20931 KB-cwnd
[2024-11-06T11:28:28.113377-0600]    67.8750 MB /   0.50 sec = 1138.8128 Mbps     0 retrans  15033 KB-cwnd
[2024-11-06T11:28:28.613423-0600]    73.3750 MB /   0.50 sec = 1231.0381 Mbps     0 retrans  16709 KB-cwnd
[2024-11-06T11:28:29.113428-0600]    68.1250 MB /   0.50 sec = 1142.9136 Mbps     0 retrans  16722 KB-cwnd
[2024-11-06T11:28:29.613408-0600]    68.2500 MB /   0.50 sec = 1144.9923 Mbps     0 retrans  14793 KB-cwnd
[2024-11-06T11:28:30.113355-0600]    69.6875 MB /   0.50 sec = 1169.1903 Mbps     0 retrans  20507 KB-cwnd
[2024-11-06T11:28:30.613374-0600]    63.2500 MB /   0.50 sec = 1061.1504 Mbps     0 retrans  14753 KB-cwnd
[2024-11-06T11:28:31.113574-0600]    71.0000 MB /   0.50 sec = 1190.7251 Mbps     0 retrans  14537 KB-cwnd
[2024-11-06T11:28:31.613352-0600]    71.9375 MB /   0.50 sec = 1207.3794 Mbps     0 retrans  14934 KB-cwnd
[2024-11-06T11:28:32.113391-0600]    68.5625 MB /   0.50 sec = 1150.2741 Mbps     0 retrans  15126 KB-cwnd
[2024-11-06T11:28:32.613373-0600]    76.0000 MB /   0.50 sec = 1275.0735 Mbps     0 retrans  16967 KB-cwnd
[2024-11-06T11:28:33.113633-0600]    76.0000 MB /   0.50 sec = 1274.8644 Mbps     0 retrans  18808 KB-cwnd
[2024-11-06T11:28:33.613954-0600]    30.3750 MB /   0.50 sec =  509.2423 Mbps     0 retrans  18808 KB-cwnd
[2024-11-06T11:28:34.113339-0600]    62.1875 MB /   0.50 sec = 1044.2730 Mbps     0 retrans  15467 KB-cwnd
[2024-11-06T11:28:34.613358-0600]    57.6250 MB /   0.50 sec =  966.7677 Mbps     0 retrans  19887 KB-cwnd
[2024-11-06T11:28:35.113705-0600]    66.2500 MB /   0.50 sec = 1111.0217 Mbps     0 retrans  19604 KB-cwnd
[2024-11-06T11:28:35.613468-0600]    70.8750 MB /   0.50 sec = 1189.4277 Mbps     0 retrans  15326 KB-cwnd
[2024-11-06T11:28:36.113870-0600]    60.6875 MB /   0.50 sec = 1017.5852 Mbps     0 retrans  15115 KB-cwnd
[2024-11-06T11:28:36.613772-0600]    66.3750 MB /   0.50 sec = 1113.5387 Mbps     0 retrans  16197 KB-cwnd
[2024-11-06T11:28:37.113420-0600]    58.6875 MB /   0.50 sec =  985.2730 Mbps     0 retrans  16445 KB-cwnd
[2024-11-06T11:28:37.614428-0600]    52.6875 MB /   0.50 sec =  882.2556 Mbps     0 retrans  16445 KB-cwnd
[2024-11-06T11:28:38.113502-0600]    62.5000 MB /   0.50 sec = 1050.4184 Mbps     0 retrans  15334 KB-cwnd
[2024-11-06T11:28:38.613936-0600]    56.2500 MB /   0.50 sec =  943.1883 Mbps     0 retrans  21139 KB-cwnd
[2024-11-06T11:28:39.113317-0600]    58.5625 MB /   0.50 sec =  983.3220 Mbps     0 retrans  21139 KB-cwnd
[2024-11-06T11:28:39.613791-0600]    53.8125 MB /   0.50 sec =  902.1419 Mbps     0 retrans  15646 KB-cwnd
[2024-11-06T11:28:40.113553-0600]    53.6875 MB /   0.50 sec =  901.1467 Mbps     0 retrans  19261 KB-cwnd
[2024-11-06T11:28:40.613663-0600]    54.2500 MB /   0.50 sec =  909.8473 Mbps     0 retrans  16072 KB-cwnd
[2024-11-06T11:28:41.113818-0600]    54.4375 MB /   0.50 sec =  913.1161 Mbps     0 retrans  16072 KB-cwnd
[2024-11-06T11:28:41.614252-0600]    51.3125 MB /   0.50 sec =  860.8292 Mbps     0 retrans  14345 KB-cwnd
[2024-11-06T11:28:42.113754-0600]    60.8750 MB /   0.50 sec = 1021.4928 Mbps     0 retrans  14689 KB-cwnd
[2024-11-06T11:28:42.613771-0600]    50.1875 MB /   0.50 sec =  842.2137 Mbps     0 retrans  14132 KB-cwnd
[2024-11-06T11:28:43.113765-0600]    59.0625 MB /   0.50 sec =  990.6468 Mbps     0 retrans  14132 KB-cwnd
[2024-11-06T11:28:43.613934-0600]    48.3125 MB /   0.50 sec =  810.2964 Mbps     0 retrans  14908 KB-cwnd
[2024-11-06T11:28:44.113461-0600]    22.1250 MB /   0.50 sec =  371.5251 Mbps     0 retrans  14932 KB-cwnd
[2024-11-06T11:28:44.613450-0600]    52.4375 MB /   0.50 sec =  879.7817 Mbps     0 retrans  17026 KB-cwnd
[2024-11-06T11:28:45.113795-0600]    47.8750 MB /   0.50 sec =  802.6827 Mbps     0 retrans  14761 KB-cwnd
[2024-11-06T11:28:45.613362-0600]    45.3125 MB /   0.50 sec =  760.8019 Mbps     0 retrans  14761 KB-cwnd
[2024-11-06T11:28:46.113490-0600]    38.2500 MB /   0.50 sec =  641.7439 Mbps     0 retrans  12755 KB-cwnd
[2024-11-06T11:28:46.613372-0600]    34.5000 MB /   0.50 sec =  578.8001 Mbps     0 retrans  12968 KB-cwnd
[2024-11-06T11:28:47.113349-0600]    35.1875 MB /   0.50 sec =  590.3672 Mbps     0 retrans  12710 KB-cwnd
[2024-11-06T11:28:47.613350-0600]    22.5000 MB /   0.50 sec =  377.4881 Mbps     0 retrans  12710 KB-cwnd
[2024-11-06T11:28:48.113294-0600]    22.0625 MB /   0.50 sec =  370.1644 Mbps     0 retrans  12710 KB-cwnd
[2024-11-06T11:28:48.613415-0600]    22.2500 MB /   0.50 sec =  373.2617 Mbps     0 retrans  12084 KB-cwnd
[2024-11-06T11:28:49.113452-0600]    24.9375 MB /   0.50 sec =  418.3375 Mbps     0 retrans  12084 KB-cwnd
[2024-11-06T11:28:49.613260-0600]    21.3125 MB /   0.50 sec =  357.6374 Mbps     0 retrans  12084 KB-cwnd
[2024-11-06T11:28:50.113351-0600]    23.9375 MB /   0.50 sec =  401.5805 Mbps     0 retrans  12835 KB-cwnd
[2024-11-06T11:28:50.613747-0600]    20.5000 MB /   0.50 sec =  343.7885 Mbps     0 retrans  12835 KB-cwnd
[2024-11-06T11:28:51.113673-0600]    21.1250 MB /   0.50 sec =  354.3514 Mbps     0 retrans  12835 KB-cwnd
[2024-11-06T11:28:51.613356-0600]    20.0000 MB /   0.50 sec =  335.7464 Mbps     0 retrans  12835 KB-cwnd
[2024-11-06T11:28:52.113388-0600]    20.5000 MB /   0.50 sec =  343.9267 Mbps     0 retrans   6681 KB-cwnd
[2024-11-06T11:28:52.613377-0600]    24.3750 MB /   0.50 sec =  408.9373 Mbps     0 retrans   6681 KB-cwnd
[2024-11-06T11:28:53.113357-0600]    20.2500 MB /   0.50 sec =  339.7481 Mbps     0 retrans   6681 KB-cwnd
[2024-11-06T11:28:53.613589-0600]    12.8125 MB /   0.50 sec =  214.9482 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:54.113691-0600]    12.1250 MB /   0.50 sec =  203.2989 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:54.613408-0600]     3.9375 MB /   0.50 sec =   66.1019 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:55.113339-0600]    10.3750 MB /   0.50 sec =  174.0727 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:55.613381-0600]     9.5000 MB /   0.50 sec =  159.3820 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:56.113402-0600]    11.1875 MB /   0.50 sec =  187.6816 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:56.613443-0600]     5.7500 MB /   0.50 sec =   96.4601 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:57.113267-0600]    13.6250 MB /   0.50 sec =  228.6399 Mbps     0 retrans   7408 KB-cwnd
[2024-11-06T11:28:57.613397-0600]    16.1250 MB /   0.50 sec =  270.5126 Mbps     0 retrans   7121 KB-cwnd
[2024-11-06T11:28:58.113478-0600]    18.3125 MB /   0.50 sec =  307.2340 Mbps     0 retrans   7121 KB-cwnd
[2024-11-06T11:28:58.613472-0600]    17.6875 MB /   0.50 sec =  296.6924 Mbps     0 retrans   7121 KB-cwnd
[2024-11-06T11:28:59.113350-0600]    17.2500 MB /   0.50 sec =  289.4660 Mbps     0 retrans   7121 KB-cwnd
[2024-11-06T11:28:59.613455-0600]    15.8125 MB /   0.50 sec =  265.3051 Mbps     0 retrans   6606 KB-cwnd
[2024-11-06T11:29:00.113366-0600]    19.4375 MB /   0.50 sec =  326.0824 Mbps     0 retrans   6606 KB-cwnd
[2024-11-06T11:29:00.613403-0600]    17.6250 MB /   0.50 sec =  295.6760 Mbps     0 retrans   6606 KB-cwnd
[2024-11-06T11:29:01.113466-0600]    15.0625 MB /   0.50 sec =  252.7280 Mbps     0 retrans   6644 KB-cwnd
[2024-11-06T11:29:01.613381-0600]    17.1875 MB /   0.50 sec =  288.3567 Mbps   192 retrans   4648 KB-cwnd
[2024-11-06T11:29:02.113483-0600]    19.6875 MB /   0.50 sec =  330.2248 Mbps     0 retrans   4971 KB-cwnd
[2024-11-06T11:29:02.613732-0600]    11.0000 MB /   0.50 sec =  184.5283 Mbps     0 retrans   4971 KB-cwnd
[2024-11-06T11:29:03.113357-0600]    14.1875 MB /   0.50 sec =  238.1115 Mbps     0 retrans   4971 KB-cwnd
[2024-11-06T11:29:03.613368-0600]    26.1875 MB /   0.50 sec =  439.3463 Mbps     0 retrans   4995 KB-cwnd
[2024-11-06T11:29:04.113284-0600]    26.8750 MB /   0.50 sec =  450.9075 Mbps     0 retrans   4995 KB-cwnd
[2024-11-06T11:29:04.613732-0600]    33.3125 MB /   0.50 sec =  558.4722 Mbps     0 retrans   4995 KB-cwnd
[2024-11-06T11:29:05.113658-0600]    20.3125 MB /   0.50 sec =  340.9045 Mbps     0 retrans   6228 KB-cwnd
[2024-11-06T11:29:05.613839-0600]    18.9375 MB /   0.50 sec =  317.5547 Mbps     0 retrans   6228 KB-cwnd
[2024-11-06T11:29:06.113487-0600]    22.1875 MB /   0.50 sec =  372.5000 Mbps     0 retrans   6228 KB-cwnd
[2024-11-06T11:29:06.613550-0600]    12.9375 MB /   0.50 sec =  217.0978 Mbps    49 retrans   7869 KB-cwnd
[2024-11-06T11:29:07.113365-0600]    21.6875 MB /   0.50 sec =  363.8551 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:07.613496-0600]    17.6875 MB /   0.50 sec =  296.6794 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:08.113352-0600]    23.2500 MB /   0.50 sec =  390.1608 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:08.613587-0600]    20.5000 MB /   0.50 sec =  343.9501 Mbps     0 retrans   9025 KB-cwnd
[2024-11-06T11:29:09.113352-0600]    22.5625 MB /   0.50 sec =  378.5193 Mbps     0 retrans   9087 KB-cwnd
[2024-11-06T11:29:09.613295-0600]    19.6250 MB /   0.50 sec =  329.2654 Mbps     0 retrans   9087 KB-cwnd
[2024-11-06T11:29:10.113377-0600]    19.0625 MB /   0.50 sec =  319.7946 Mbps     0 retrans   9087 KB-cwnd
[2024-11-06T11:29:10.613373-0600]    25.6875 MB /   0.50 sec =  430.9785 Mbps   220 retrans   8069 KB-cwnd
[2024-11-06T11:29:11.113397-0600]    26.5625 MB /   0.50 sec =  445.6314 Mbps     0 retrans   8069 KB-cwnd
[2024-11-06T11:29:11.613320-0600]    27.0625 MB /   0.50 sec =  454.0507 Mbps     0 retrans   6524 KB-cwnd
[2024-11-06T11:29:12.113891-0600]    29.1250 MB /   0.50 sec =  488.2702 Mbps     0 retrans   6524 KB-cwnd
[2024-11-06T11:29:12.613386-0600]    18.7500 MB /   0.50 sec =  314.7743 Mbps     0 retrans   6524 KB-cwnd
[2024-11-06T11:29:13.113341-0600]    20.5000 MB /   0.50 sec =  343.9701 Mbps     0 retrans   6524 KB-cwnd
[2024-11-06T11:29:13.613459-0600]     9.1875 MB /   0.50 sec =  154.1182 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:14.113339-0600]    11.2500 MB /   0.50 sec =  188.7697 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:14.613357-0600]    13.6250 MB /   0.50 sec =  228.5896 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:15.113389-0600]    10.9375 MB /   0.50 sec =  183.4971 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:15.613468-0600]     9.3750 MB /   0.50 sec =  157.2653 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:16.113339-0600]    10.6875 MB /   0.50 sec =  179.3359 Mbps     0 retrans   6508 KB-cwnd
[2024-11-06T11:29:16.613677-0600]     9.6250 MB /   0.50 sec =  161.4726 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:17.113370-0600]    10.3750 MB /   0.50 sec =  174.0674 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:17.613435-0600]    11.4375 MB /   0.50 sec =  191.8656 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:18.113388-0600]    13.7500 MB /   0.50 sec =  230.7153 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:18.613261-0600]    12.5000 MB /   0.50 sec =  209.7320 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:19.113350-0600]    14.0625 MB /   0.50 sec =  235.9126 Mbps     0 retrans   8242 KB-cwnd
[2024-11-06T11:29:19.613382-0600]    17.8125 MB /   0.50 sec =  298.8370 Mbps     0 retrans      5 KB-cwnd
[2024-11-06T11:29:20.113344-0600]    19.6250 MB /   0.50 sec =  329.2634 Mbps     0 retrans      5 KB-cwnd
[2024-11-06T11:29:20.613521-0600]    21.0000 MB /   0.50 sec =  352.3244 Mbps     0 retrans      5 KB-cwnd
[2024-11-06T11:29:21.113366-0600]    20.3750 MB /   0.50 sec =  341.8296 Mbps     0 retrans      5 KB-cwnd
[2024-11-06T11:29:21.613357-0600]    16.3125 MB /   0.50 sec =  273.6811 Mbps     0 retrans   3042 KB-cwnd
[2024-11-06T11:29:22.113456-0600]    18.0000 MB /   0.50 sec =  301.9470 Mbps     0 retrans   3042 KB-cwnd
[2024-11-06T11:29:22.613401-0600]    18.6875 MB /   0.50 sec =  313.5556 Mbps     0 retrans   3042 KB-cwnd
[2024-11-06T11:29:23.113339-0600]    17.8750 MB /   0.50 sec =  299.9059 Mbps     0 retrans   3058 KB-cwnd
[2024-11-06T11:29:23.613366-0600]    20.2500 MB /   0.50 sec =  339.7366 Mbps     0 retrans   5003 KB-cwnd
[2024-11-06T11:29:24.113396-0600]    19.8125 MB /   0.50 sec =  332.3820 Mbps     0 retrans   5003 KB-cwnd
[2024-11-06T11:29:24.613328-0600]    17.3125 MB /   0.50 sec =  290.4741 Mbps     0 retrans   5013 KB-cwnd
[2024-11-06T11:29:25.113373-0600]    21.8125 MB /   0.50 sec =  365.9464 Mbps     0 retrans   5429 KB-cwnd
[2024-11-06T11:29:25.613388-0600]    24.0000 MB /   0.50 sec =  402.6427 Mbps     0 retrans   5429 KB-cwnd
[2024-11-06T11:29:26.113378-0600]    25.6250 MB /   0.50 sec =  429.9187 Mbps     0 retrans   5466 KB-cwnd
[2024-11-06T11:29:26.613368-0600]    26.1875 MB /   0.50 sec =  439.3604 Mbps     0 retrans   4672 KB-cwnd
[2024-11-06T11:29:27.113362-0600]    34.3125 MB /   0.50 sec =  575.6717 Mbps     0 retrans   4630 KB-cwnd
[2024-11-06T11:29:27.613486-0600]    34.7500 MB /   0.50 sec =  583.0141 Mbps     0 retrans   5679 KB-cwnd
[2024-11-06T11:29:28.113414-0600]    33.2500 MB /   0.50 sec =  557.8179 Mbps     0 retrans   5679 KB-cwnd
[2024-11-06T11:29:28.613507-0600]    35.2500 MB /   0.50 sec =  591.4264 Mbps     0 retrans   6665 KB-cwnd
[2024-11-06T11:29:29.113383-0600]    29.7500 MB /   0.50 sec =  499.0793 Mbps     0 retrans   6665 KB-cwnd
[2024-11-06T11:29:29.613357-0600]    27.3750 MB /   0.50 sec =  459.3121 Mbps     0 retrans   6665 KB-cwnd
[2024-11-06T11:29:30.113412-0600]    11.6250 MB /   0.50 sec =  195.0211 Mbps     0 retrans   6665 KB-cwnd
[2024-11-06T11:29:30.613362-0600]    19.9375 MB /   0.50 sec =  334.5178 Mbps     0 retrans   7869 KB-cwnd
[2024-11-06T11:29:31.113393-0600]    19.0000 MB /   0.50 sec =  318.7703 Mbps     0 retrans   7869 KB-cwnd
[2024-11-06T11:29:31.613389-0600]    15.8750 MB /   0.50 sec =  266.3282 Mbps     0 retrans   7869 KB-cwnd
[2024-11-06T11:29:32.113389-0600]    15.7500 MB /   0.50 sec =  264.2443 Mbps     0 retrans   7869 KB-cwnd
[2024-11-06T11:29:32.613386-0600]    13.1875 MB /   0.50 sec =  221.2478 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:33.113484-0600]    14.2500 MB /   0.50 sec =  239.0964 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:33.613545-0600]     8.6875 MB /   0.50 sec =  145.6967 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:34.113545-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:34.613508-0600]    16.4375 MB /   0.50 sec =  275.8616 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:35.113401-0600]    19.2500 MB /   0.50 sec =  322.9543 Mbps     0 retrans   8000 KB-cwnd
[2024-11-06T11:29:35.613350-0600]    23.0625 MB /   0.50 sec =  386.9338 Mbps     0 retrans   6225 KB-cwnd
[2024-11-06T11:29:36.113350-0600]    22.8750 MB /   0.50 sec =  383.7834 Mbps     0 retrans   6225 KB-cwnd
[2024-11-06T11:29:36.613513-0600]    19.2500 MB /   0.50 sec =  322.9414 Mbps     0 retrans   6225 KB-cwnd
[2024-11-06T11:29:37.113508-0600]    21.7500 MB /   0.50 sec =  364.9059 Mbps     0 retrans   4675 KB-cwnd
[2024-11-06T11:29:37.614160-0600]    24.5625 MB /   0.50 sec =  411.7725 Mbps     0 retrans   4675 KB-cwnd
[2024-11-06T11:29:38.113799-0600]    21.0000 MB /   0.50 sec =  352.3265 Mbps     0 retrans   4675 KB-cwnd
[2024-11-06T11:29:38.613402-0600]    18.1875 MB /   0.50 sec =  305.3732 Mbps   106 retrans   4494 KB-cwnd
