Start time: 1731107796792
[2024-11-08T18:16:37.634385-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T18:16:37.635330-0500] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-08T18:16:37.635405-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T18:16:37.635459-0500] nuttcp-r: connect to 155.146.11.34 with RTT=11.656 ms af=inet
[2024-11-08T18:16:37.635510-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-08T18:16:37.635558-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-08T18:16:37.635606-0500]     7.3125 MB /   0.50 sec =  122.6591 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T18:16:38.134286-0500]    23.7500 MB /   0.50 sec =  398.4900 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T18:16:38.634252-0500]    30.3750 MB /   0.50 sec =  509.6059 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T18:16:39.134252-0500]    31.6875 MB /   0.50 sec =  531.6302 Mbps     0 retrans     47 KB-cwnd
[2024-11-08T18:16:39.634294-0500]    32.9375 MB /   0.50 sec =  552.6095 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:40.134112-0500]    27.7500 MB /   0.50 sec =  465.5789 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:40.634081-0500]    24.0625 MB /   0.50 sec =  403.7098 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:41.134237-0500]    32.3750 MB /   0.50 sec =  543.1211 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:41.634303-0500]    25.1875 MB /   0.50 sec =  422.5812 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:42.134302-0500]    21.1250 MB /   0.50 sec =  354.3677 Mbps     0 retrans     75 KB-cwnd
[2024-11-08T18:16:42.634208-0500]    17.3750 MB /   0.50 sec =  291.5432 Mbps     0 retrans     83 KB-cwnd
[2024-11-08T18:16:43.134156-0500]    22.5625 MB /   0.50 sec =  378.5427 Mbps     0 retrans     83 KB-cwnd
[2024-11-08T18:16:43.634231-0500]    24.7500 MB /   0.50 sec =  415.2378 Mbps     0 retrans     83 KB-cwnd
[2024-11-08T18:16:44.134237-0500]    26.6875 MB /   0.50 sec =  447.7196 Mbps     0 retrans    103 KB-cwnd
[2024-11-08T18:16:44.634233-0500]    30.4375 MB /   0.50 sec =  510.6800 Mbps     0 retrans    151 KB-cwnd
[2024-11-08T18:16:45.134151-0500]    27.6875 MB /   0.50 sec =  464.5201 Mbps     0 retrans    151 KB-cwnd
[2024-11-08T18:16:45.634119-0500]    30.3125 MB /   0.50 sec =  508.5828 Mbps     0 retrans   4990 KB-cwnd
[2024-11-08T18:16:46.134219-0500]    34.9375 MB /   0.50 sec =  586.1212 Mbps     0 retrans   4990 KB-cwnd
[2024-11-08T18:16:46.634367-0500]    35.0000 MB /   0.50 sec =  587.2037 Mbps     0 retrans   4990 KB-cwnd
[2024-11-08T18:16:47.134085-0500]    48.5625 MB /   0.50 sec =  814.7713 Mbps     0 retrans   4993 KB-cwnd
[2024-11-08T18:16:47.634371-0500]    15.8750 MB /   0.50 sec =  266.3191 Mbps     0 retrans   4348 KB-cwnd
[2024-11-08T18:16:48.134251-0500]    33.1875 MB /   0.50 sec =  556.7972 Mbps     0 retrans   4348 KB-cwnd
[2024-11-08T18:16:48.634373-0500]    30.1250 MB /   0.50 sec =  505.4338 Mbps     0 retrans   4348 KB-cwnd
[2024-11-08T18:16:49.134229-0500]    29.3750 MB /   0.50 sec =  492.8317 Mbps     0 retrans   4224 KB-cwnd
[2024-11-08T18:16:49.634314-0500]    31.6875 MB /   0.50 sec =  531.6248 Mbps     0 retrans   4224 KB-cwnd
[2024-11-08T18:16:50.134238-0500]    39.0000 MB /   0.50 sec =  654.3088 Mbps     0 retrans   5082 KB-cwnd
[2024-11-08T18:16:50.634220-0500]    33.3750 MB /   0.50 sec =  559.9261 Mbps     0 retrans   5082 KB-cwnd
[2024-11-08T18:16:51.134341-0500]    37.7500 MB /   0.50 sec =  633.2994 Mbps     0 retrans   5049 KB-cwnd
[2024-11-08T18:16:51.634073-0500]    32.5625 MB /   0.50 sec =  546.3988 Mbps     0 retrans   5049 KB-cwnd
[2024-11-08T18:16:52.134245-0500]    40.8125 MB /   0.50 sec =  684.6667 Mbps     0 retrans   5103 KB-cwnd
[2024-11-08T18:16:52.634245-0500]    35.9375 MB /   0.50 sec =  602.9276 Mbps     0 retrans   5114 KB-cwnd
[2024-11-08T18:16:53.134068-0500]    35.5000 MB /   0.50 sec =  595.6364 Mbps     0 retrans   5114 KB-cwnd
[2024-11-08T18:16:53.634421-0500]    54.8125 MB /   0.50 sec =  919.5000 Mbps     0 retrans   7272 KB-cwnd
[2024-11-08T18:16:54.134149-0500]    49.1250 MB /   0.50 sec =  824.2203 Mbps     0 retrans   7269 KB-cwnd
[2024-11-08T18:16:54.634155-0500]    48.0625 MB /   0.50 sec =  806.3598 Mbps     0 retrans   7272 KB-cwnd
[2024-11-08T18:16:55.134248-0500]    41.5625 MB /   0.50 sec =  697.2919 Mbps     0 retrans   7441 KB-cwnd
[2024-11-08T18:16:55.634081-0500]    36.1250 MB /   0.50 sec =  606.1230 Mbps     0 retrans   7441 KB-cwnd
[2024-11-08T18:16:56.134224-0500]    38.7500 MB /   0.50 sec =  650.0716 Mbps     0 retrans   7441 KB-cwnd
[2024-11-08T18:16:56.634240-0500]    32.8750 MB /   0.50 sec =  551.5499 Mbps     0 retrans   7441 KB-cwnd
[2024-11-08T18:16:57.134215-0500]    37.3125 MB /   0.50 sec =  625.9786 Mbps     0 retrans   7468 KB-cwnd
[2024-11-08T18:16:57.634295-0500]    31.6875 MB /   0.50 sec =  531.6387 Mbps     0 retrans   7468 KB-cwnd
[2024-11-08T18:16:58.134251-0500]    27.0000 MB /   0.50 sec =  452.9857 Mbps     0 retrans   7465 KB-cwnd
[2024-11-08T18:16:58.634099-0500]    26.0000 MB /   0.50 sec =  436.2251 Mbps     0 retrans   7465 KB-cwnd
[2024-11-08T18:16:59.134241-0500]    39.1250 MB /   0.50 sec =  656.3823 Mbps     0 retrans   7465 KB-cwnd
[2024-11-08T18:16:59.634073-0500]    32.9375 MB /   0.50 sec =  552.6504 Mbps     0 retrans   5861 KB-cwnd
[2024-11-08T18:17:00.134242-0500]    34.3750 MB /   0.50 sec =  576.6672 Mbps     0 retrans   5861 KB-cwnd
[2024-11-08T18:17:00.634230-0500]    30.4375 MB /   0.50 sec =  510.6586 Mbps     0 retrans   5858 KB-cwnd
[2024-11-08T18:17:01.134257-0500]    39.6875 MB /   0.50 sec =  665.8245 Mbps     0 retrans   5858 KB-cwnd
[2024-11-08T18:17:01.634324-0500]    24.5000 MB /   0.50 sec =  411.0558 Mbps     0 retrans   4646 KB-cwnd
[2024-11-08T18:17:02.134215-0500]    23.0625 MB /   0.50 sec =  386.9129 Mbps     0 retrans   4660 KB-cwnd
[2024-11-08T18:17:02.634330-0500]    31.8750 MB /   0.50 sec =  534.7952 Mbps     0 retrans   4660 KB-cwnd
[2024-11-08T18:17:03.134225-0500]    34.6250 MB /   0.50 sec =  580.9006 Mbps     0 retrans   4660 KB-cwnd
