Start time: 1731094223950
[2024-11-08T14:30:25.613776-0500] nuttcp-t: v8.1.4: socket
[2024-11-08T14:30:25.614511-0500] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.197.223.49
[2024-11-08T14:30:25.614573-0500] nuttcp-t: time limit = 120.00 seconds
[2024-11-08T14:30:25.614614-0500] nuttcp-t: connect to 54.197.223.49 with mss=1448, RTT=31.380 ms af=inet
[2024-11-08T14:30:25.614648-0500] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-08T14:30:25.614682-0500] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-08T14:30:25.614724-0500] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-08T14:30:25.614756-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T14:30:25.614791-0500] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-08T14:30:25.614826-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T14:30:25.614859-0500] nuttcp-r: accept from 98.97.21.159 with af=inet
[2024-11-08T14:30:25.614892-0500] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-08T14:30:25.614925-0500] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-08T14:30:25.614972-0500]     0.0625 MB /   0.50 sec =    1.0484 Mbps    46 retrans     55 KB-cwnd
[2024-11-08T14:30:25.615008-0500]     0.1250 MB /   0.50 sec =    2.0974 Mbps     0 retrans     55 KB-cwnd
[2024-11-08T14:30:26.470968-0500]     0.3125 MB /   0.50 sec =    5.2429 Mbps    31 retrans     22 KB-cwnd
[2024-11-08T14:30:26.471475-0500]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     22 KB-cwnd
[2024-11-08T14:30:27.366474-0500]     0.1875 MB /   0.50 sec =    3.1459 Mbps     5 retrans     25 KB-cwnd
[2024-11-08T14:30:27.366864-0500]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     25 KB-cwnd
[2024-11-08T14:30:27.959187-0500]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     33 KB-cwnd
[2024-11-08T14:30:28.386353-0500]     0.4375 MB /   0.50 sec =    7.3377 Mbps     3 retrans     86 KB-cwnd
[2024-11-08T14:30:29.032308-0500]     0.5625 MB /   0.50 sec =    9.4403 Mbps     2 retrans     59 KB-cwnd
[2024-11-08T14:30:29.374708-0500]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans     63 KB-cwnd
[2024-11-08T14:30:30.068135-0500]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans     69 KB-cwnd
