Start time: 1730746129246
[2024-11-04T11:48:49.415] - client - INFO - Connected to 54.176.53.206:65432
[2024-11-04T11:48:49.415] - client - INFO - PING 54.176.53.206 26(66) bytes of data.
[2024-11-04T11:48:49.487] - client - INFO - 46 bytes from 54.176.53.206: time=70.87 ms
[2024-11-04T11:48:49.753] - client - INFO - 46 bytes from 54.176.53.206: time=65.10 ms
[2024-11-04T11:48:50.023] - client - INFO - 46 bytes from 54.176.53.206: time=68.17 ms
[2024-11-04T11:48:50.294] - client - INFO - 46 bytes from 54.176.53.206: time=67.92 ms
[2024-11-04T11:48:50.561] - client - INFO - 46 bytes from 54.176.53.206: time=66.39 ms
[2024-11-04T11:48:50.828] - client - INFO - 46 bytes from 54.176.53.206: time=65.53 ms
[2024-11-04T11:48:51.108] - client - INFO - 46 bytes from 54.176.53.206: time=77.10 ms
[2024-11-04T11:48:51.413] - client - INFO - 46 bytes from 54.176.53.206: time=103.38 ms
[2024-11-04T11:48:51.720] - client - INFO - 46 bytes from 54.176.53.206: time=106.39 ms
[2024-11-04T11:48:52.003] - client - INFO - 46 bytes from 54.176.53.206: time=81.24 ms
[2024-11-04T11:48:52.274] - client - INFO - 46 bytes from 54.176.53.206: time=69.45 ms
[2024-11-04T11:48:52.541] - client - INFO - 46 bytes from 54.176.53.206: time=65.52 ms
[2024-11-04T11:48:52.809] - client - INFO - 46 bytes from 54.176.53.206: time=66.43 ms
[2024-11-04T11:48:53.079] - client - INFO - 46 bytes from 54.176.53.206: time=67.59 ms
[2024-11-04T11:48:53.348] - client - INFO - 46 bytes from 54.176.53.206: time=68.56 ms
[2024-11-04T11:48:53.623] - client - INFO - 46 bytes from 54.176.53.206: time=73.75 ms
[2024-11-04T11:48:53.888] - client - INFO - 46 bytes from 54.176.53.206: time=63.74 ms
[2024-11-04T11:48:54.155] - client - INFO - 46 bytes from 54.176.53.206: time=63.95 ms
[2024-11-04T11:48:54.422] - client - INFO - 46 bytes from 54.176.53.206: time=65.85 ms
[2024-11-04T11:48:54.690] - client - INFO - 46 bytes from 54.176.53.206: time=67.02 ms
[2024-11-04T11:48:55.012] - client - INFO - 46 bytes from 54.176.53.206: time=121.49 ms
[2024-11-04T11:48:55.287] - client - INFO - 46 bytes from 54.176.53.206: time=74.70 ms
[2024-11-04T11:48:55.567] - client - INFO - 46 bytes from 54.176.53.206: time=79.05 ms
[2024-11-04T11:48:55.834] - client - INFO - 46 bytes from 54.176.53.206: time=66.32 ms
[2024-11-04T11:48:56.102] - client - INFO - 46 bytes from 54.176.53.206: time=66.74 ms
[2024-11-04T11:48:56.373] - client - INFO - 46 bytes from 54.176.53.206: time=69.69 ms
[2024-11-04T11:48:56.644] - client - INFO - 46 bytes from 54.176.53.206: time=69.81 ms
[2024-11-04T11:48:56.908] - client - INFO - 46 bytes from 54.176.53.206: time=63.64 ms
[2024-11-04T11:48:57.189] - client - INFO - 46 bytes from 54.176.53.206: time=78.49 ms
[2024-11-04T11:48:57.458] - client - INFO - 46 bytes from 54.176.53.206: time=67.40 ms
[2024-11-04T11:48:57.728] - client - INFO - 46 bytes from 54.176.53.206: time=67.76 ms
[2024-11-04T11:48:58.005] - client - INFO - 46 bytes from 54.176.53.206: time=73.86 ms
[2024-11-04T11:48:58.272] - client - INFO - 46 bytes from 54.176.53.206: time=67.10 ms
[2024-11-04T11:48:58.554] - client - INFO - 46 bytes from 54.176.53.206: time=80.36 ms
[2024-11-04T11:48:58.827] - client - INFO - 46 bytes from 54.176.53.206: time=71.92 ms
[2024-11-04T11:48:59.090] - client - INFO - 46 bytes from 54.176.53.206: time=62.39 ms
[2024-11-04T11:48:59.355] - client - INFO - 46 bytes from 54.176.53.206: time=63.93 ms
