Start time: 1730994344977
[2024-11-07T10:45:45.848539-0500] nuttcp-r: v8.1.4: socket
[2024-11-07T10:45:45.849739-0500] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-07T10:45:45.849878-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-07T10:45:45.849990-0500] nuttcp-r: connect to 54.197.223.49 with RTT=49.652 ms af=inet
[2024-11-07T10:45:45.850099-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-07T10:45:45.850201-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-07T10:45:45.850306-0500]     2.3125 MB /   0.50 sec =   38.7925 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:46.348554-0500]    19.7500 MB /   0.50 sec =  331.3288 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:46.848526-0500]    13.6875 MB /   0.50 sec =  229.6473 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:47.348562-0500]    12.8125 MB /   0.50 sec =  214.9452 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:47.848479-0500]     8.2500 MB /   0.50 sec =  138.4278 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:48.348588-0500]     9.1250 MB /   0.50 sec =  153.0658 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T10:45:48.848524-0500]    12.0625 MB /   0.50 sec =  202.3845 Mbps     0 retrans     21 KB-cwnd
[2024-11-07T10:45:49.348483-0500]    15.7500 MB /   0.50 sec =  264.2729 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T10:45:49.848548-0500]    15.6875 MB /   0.50 sec =  263.1763 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T10:45:50.348649-0500]    16.9375 MB /   0.50 sec =  284.1829 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T10:45:50.848529-0500]    16.8125 MB /   0.50 sec =  282.0551 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T10:45:51.348500-0500]     9.1250 MB /   0.50 sec =  153.0949 Mbps     0 retrans     27 KB-cwnd
[2024-11-07T10:45:51.848525-0500]    12.2500 MB /   0.50 sec =  205.5221 Mbps     0 retrans     27 KB-cwnd
[2024-11-07T10:45:52.348506-0500]    15.0000 MB /   0.50 sec =  251.6613 Mbps     0 retrans     27 KB-cwnd
[2024-11-07T10:45:52.848504-0500]    18.9375 MB /   0.50 sec =  317.7173 Mbps     0 retrans     31 KB-cwnd
[2024-11-07T10:45:53.348507-0500]    23.9375 MB /   0.50 sec =  401.5998 Mbps     0 retrans     39 KB-cwnd
[2024-11-07T10:45:53.848541-0500]    30.0625 MB /   0.50 sec =  504.3580 Mbps     0 retrans     39 KB-cwnd
[2024-11-07T10:45:54.348525-0500]    27.2500 MB /   0.50 sec =  457.1417 Mbps     0 retrans     39 KB-cwnd
[2024-11-07T10:45:54.848498-0500]    30.1250 MB /   0.50 sec =  505.4733 Mbps     0 retrans     42 KB-cwnd
[2024-11-07T10:45:55.348769-0500]     9.5625 MB /   0.50 sec =  160.3962 Mbps     0 retrans     47 KB-cwnd
[2024-11-07T10:45:55.848638-0500]    11.9375 MB /   0.50 sec =  200.2724 Mbps     0 retrans     55 KB-cwnd
[2024-11-07T10:45:56.348470-0500]    13.2500 MB /   0.50 sec =  222.3555 Mbps     0 retrans     58 KB-cwnd
[2024-11-07T10:45:56.848503-0500]    23.9375 MB /   0.50 sec =  401.5990 Mbps     0 retrans     66 KB-cwnd
[2024-11-07T10:45:57.348532-0500]    23.9375 MB /   0.50 sec =  401.5918 Mbps     0 retrans     66 KB-cwnd
[2024-11-07T10:45:57.848534-0500]    26.7500 MB /   0.50 sec =  448.7753 Mbps  1977 retrans   5067 KB-cwnd
[2024-11-07T10:45:58.348495-0500]    16.5000 MB /   0.50 sec =  276.8396 Mbps     0 retrans   5067 KB-cwnd
[2024-11-07T10:45:58.848535-0500]    14.6250 MB /   0.50 sec =  245.3624 Mbps     0 retrans   5067 KB-cwnd
[2024-11-07T10:45:59.348585-0500]     7.0625 MB /   0.50 sec =  118.4737 Mbps     0 retrans   5067 KB-cwnd
[2024-11-07T10:45:59.848489-0500]    27.2500 MB /   0.50 sec =  457.2688 Mbps     0 retrans   5248 KB-cwnd
[2024-11-07T10:46:00.348526-0500]    21.6875 MB /   0.50 sec =  363.8384 Mbps     0 retrans   5248 KB-cwnd
[2024-11-07T10:46:00.848510-0500]    16.8750 MB /   0.50 sec =  283.1155 Mbps     0 retrans   5248 KB-cwnd
[2024-11-07T10:46:01.348567-0500]    19.1250 MB /   0.50 sec =  320.8405 Mbps     0 retrans   5248 KB-cwnd
[2024-11-07T10:46:01.848536-0500]    23.0000 MB /   0.50 sec =  385.9022 Mbps  1033 retrans   9159 KB-cwnd
[2024-11-07T10:46:02.348521-0500]     9.0000 MB /   0.50 sec =  150.9910 Mbps     0 retrans   9159 KB-cwnd
[2024-11-07T10:46:02.848614-0500]    20.1875 MB /   0.50 sec =  338.6453 Mbps     0 retrans   9159 KB-cwnd
[2024-11-07T10:46:03.348595-0500]    12.5000 MB /   0.50 sec =  209.7181 Mbps     0 retrans   9199 KB-cwnd
[2024-11-07T10:46:03.848505-0500]    29.3125 MB /   0.50 sec =  491.8549 Mbps   534 retrans   7099 KB-cwnd
[2024-11-07T10:46:04.348444-0500]    29.5000 MB /   0.50 sec =  494.9388 Mbps     0 retrans   7099 KB-cwnd
[2024-11-07T10:46:04.848523-0500]    31.0625 MB /   0.50 sec =  521.1391 Mbps     0 retrans   7099 KB-cwnd
[2024-11-07T10:46:05.348403-0500]    35.4375 MB /   0.50 sec =  594.5699 Mbps     0 retrans   6646 KB-cwnd
[2024-11-07T10:46:05.848524-0500]    33.0625 MB /   0.50 sec =  554.6656 Mbps     0 retrans   6646 KB-cwnd
[2024-11-07T10:46:06.348556-0500]     5.2500 MB /   0.50 sec =   88.0726 Mbps     0 retrans   6646 KB-cwnd
[2024-11-07T10:46:06.848518-0500]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans   6646 KB-cwnd
[2024-11-07T10:46:07.348523-0500]    12.5625 MB /   0.50 sec =  210.7676 Mbps   304 retrans   9665 KB-cwnd
[2024-11-07T10:46:07.848580-0500]    11.0000 MB /   0.50 sec =  184.5291 Mbps     0 retrans   9665 KB-cwnd
[2024-11-07T10:46:08.348725-0500]    10.6875 MB /   0.50 sec =  179.2746 Mbps     0 retrans   9665 KB-cwnd
[2024-11-07T10:46:08.848642-0500]    10.6250 MB /   0.50 sec =  178.2793 Mbps     0 retrans   9665 KB-cwnd
