Start time: 1730832186561
[2024-11-05T12:43:06.803] - client - INFO - Connected to 54.197.223.49:65432
[2024-11-05T12:43:06.803] - client - INFO - PING 54.197.223.49 26(66) bytes of data.
[2024-11-05T12:43:06.896] - client - INFO - 46 bytes from 54.197.223.49: time=93.35 ms
[2024-11-05T12:43:07.198] - client - INFO - 46 bytes from 54.197.223.49: time=100.12 ms
[2024-11-05T12:43:07.502] - client - INFO - 46 bytes from 54.197.223.49: time=101.42 ms
[2024-11-05T12:43:07.797] - client - INFO - 46 bytes from 54.197.223.49: time=93.98 ms
[2024-11-05T12:43:08.099] - client - INFO - 46 bytes from 54.197.223.49: time=100.06 ms
[2024-11-05T12:43:08.397] - client - INFO - 46 bytes from 54.197.223.49: time=97.12 ms
[2024-11-05T12:43:08.696] - client - INFO - 46 bytes from 54.197.223.49: time=96.35 ms
[2024-11-05T12:43:09.004] - client - INFO - 46 bytes from 54.197.223.49: time=107.42 ms
[2024-11-05T12:43:09.307] - client - INFO - 46 bytes from 54.197.223.49: time=100.83 ms
[2024-11-05T12:43:09.627] - client - INFO - 46 bytes from 54.197.223.49: time=118.41 ms
[2024-11-05T12:43:09.920] - client - INFO - 46 bytes from 54.197.223.49: time=91.91 ms
[2024-11-05T12:43:10.205] - client - INFO - 46 bytes from 54.197.223.49: time=84.10 ms
[2024-11-05T12:43:10.490] - client - INFO - 46 bytes from 54.197.223.49: time=84.09 ms
[2024-11-05T12:43:10.782] - client - INFO - 46 bytes from 54.197.223.49: time=91.11 ms
[2024-11-05T12:43:11.082] - client - INFO - 46 bytes from 54.197.223.49: time=98.12 ms
[2024-11-05T12:43:11.368] - client - INFO - 46 bytes from 54.197.223.49: time=85.28 ms
[2024-11-05T12:43:11.682] - client - INFO - 46 bytes from 54.197.223.49: time=112.85 ms
[2024-11-05T12:43:11.982] - client - INFO - 46 bytes from 54.197.223.49: time=98.43 ms
[2024-11-05T12:43:12.285] - client - INFO - 46 bytes from 54.197.223.49: time=102.20 ms
[2024-11-05T12:43:12.585] - client - INFO - 46 bytes from 54.197.223.49: time=97.85 ms
[2024-11-05T12:43:12.886] - client - INFO - 46 bytes from 54.197.223.49: time=100.19 ms
[2024-11-05T12:43:13.176] - client - INFO - 46 bytes from 54.197.223.49: time=89.68 ms
[2024-11-05T12:43:13.460] - client - INFO - 46 bytes from 54.197.223.49: time=83.13 ms
[2024-11-05T12:43:13.760] - client - INFO - 46 bytes from 54.197.223.49: time=97.81 ms
[2024-11-05T12:43:14.057] - client - INFO - 46 bytes from 54.197.223.49: time=95.05 ms
[2024-11-05T12:43:14.347] - client - INFO - 46 bytes from 54.197.223.49: time=90.01 ms
[2024-11-05T12:43:14.641] - client - INFO - 46 bytes from 54.197.223.49: time=91.28 ms
[2024-11-05T12:43:14.938] - client - INFO - 46 bytes from 54.197.223.49: time=96.97 ms
[2024-11-05T12:43:15.244] - client - INFO - 46 bytes from 54.197.223.49: time=103.86 ms
[2024-11-05T12:43:15.542] - client - INFO - 46 bytes from 54.197.223.49: time=96.33 ms
[2024-11-05T12:43:15.843] - client - INFO - 46 bytes from 54.197.223.49: time=100.38 ms
[2024-11-05T12:43:16.143] - client - INFO - 46 bytes from 54.197.223.49: time=99.10 ms
[2024-11-05T12:43:16.444] - client - INFO - 46 bytes from 54.197.223.49: time=98.94 ms
[2024-11-05T12:43:16.738] - client - INFO - 46 bytes from 54.197.223.49: time=92.56 ms
[2024-11-05T12:43:17.044] - client - INFO - 46 bytes from 54.197.223.49: time=104.96 ms
[2024-11-05T12:43:17.337] - client - INFO - 46 bytes from 54.197.223.49: time=90.91 ms
[2024-11-05T12:43:17.644] - client - INFO - 46 bytes from 54.197.223.49: time=105.78 ms
[2024-11-05T12:43:17.945] - client - INFO - 46 bytes from 54.197.223.49: time=99.65 ms
[2024-11-05T12:43:18.584] - client - INFO - 46 bytes from 54.197.223.49: time=437.20 ms
[2024-11-05T12:43:18.883] - client - INFO - 46 bytes from 54.197.223.49: time=98.04 ms
[2024-11-05T12:43:19.183] - client - INFO - 46 bytes from 54.197.223.49: time=100.16 ms
[2024-11-05T12:43:19.484] - client - INFO - 46 bytes from 54.197.223.49: time=98.71 ms
[2024-11-05T12:43:19.784] - client - INFO - 46 bytes from 54.197.223.49: time=98.03 ms
[2024-11-05T12:43:20.082] - client - INFO - 46 bytes from 54.197.223.49: time=97.82 ms
[2024-11-05T12:43:20.379] - client - INFO - 46 bytes from 54.197.223.49: time=95.79 ms
[2024-11-05T12:43:20.683] - client - INFO - 46 bytes from 54.197.223.49: time=104.03 ms
[2024-11-05T12:43:20.984] - client - INFO - 46 bytes from 54.197.223.49: time=99.31 ms
[2024-11-05T12:43:21.283] - client - INFO - 46 bytes from 54.197.223.49: time=97.91 ms
[2024-11-05T12:43:21.583] - client - INFO - 46 bytes from 54.197.223.49: time=99.10 ms
[2024-11-05T12:43:21.884] - client - INFO - 46 bytes from 54.197.223.49: time=100.31 ms
[2024-11-05T12:43:22.183] - client - INFO - 46 bytes from 54.197.223.49: time=98.48 ms
[2024-11-05T12:43:22.486] - client - INFO - 46 bytes from 54.197.223.49: time=101.27 ms
[2024-11-05T12:43:22.776] - client - INFO - 46 bytes from 54.197.223.49: time=89.46 ms
[2024-11-05T12:43:23.085] - client - INFO - 46 bytes from 54.197.223.49: time=106.50 ms
[2024-11-05T12:43:23.383] - client - INFO - 46 bytes from 54.197.223.49: time=97.48 ms
[2024-11-05T12:43:23.683] - client - INFO - 46 bytes from 54.197.223.49: time=99.59 ms
[2024-11-05T12:43:23.984] - client - INFO - 46 bytes from 54.197.223.49: time=99.84 ms
[2024-11-05T12:43:24.278] - client - INFO - 46 bytes from 54.197.223.49: time=92.33 ms
[2024-11-05T12:43:24.583] - client - INFO - 46 bytes from 54.197.223.49: time=104.90 ms
[2024-11-05T12:43:24.883] - client - INFO - 46 bytes from 54.197.223.49: time=98.27 ms
[2024-11-05T12:43:25.176] - client - INFO - 46 bytes from 54.197.223.49: time=91.14 ms
[2024-11-05T12:43:25.468] - client - INFO - 46 bytes from 54.197.223.49: time=90.86 ms
[2024-11-05T12:43:25.783] - client - INFO - 46 bytes from 54.197.223.49: time=113.43 ms
[2024-11-05T12:43:26.085] - client - INFO - 46 bytes from 54.197.223.49: time=100.99 ms
[2024-11-05T12:43:26.383] - client - INFO - 46 bytes from 54.197.223.49: time=97.07 ms
[2024-11-05T12:43:26.686] - client - INFO - 46 bytes from 54.197.223.49: time=100.27 ms
[2024-11-05T12:43:26.978] - client - INFO - 46 bytes from 54.197.223.49: time=91.30 ms
[2024-11-05T12:43:27.286] - client - INFO - 46 bytes from 54.197.223.49: time=107.06 ms
[2024-11-05T12:43:27.577] - client - INFO - 46 bytes from 54.197.223.49: time=89.31 ms
[2024-11-05T12:43:27.886] - client - INFO - 46 bytes from 54.197.223.49: time=109.08 ms
[2024-11-05T12:43:28.205] - client - INFO - 46 bytes from 54.197.223.49: time=117.23 ms
[2024-11-05T12:43:28.506] - client - INFO - 46 bytes from 54.197.223.49: time=99.34 ms
[2024-11-05T12:43:28.804] - client - INFO - 46 bytes from 54.197.223.49: time=97.52 ms
[2024-11-05T12:43:29.099] - client - INFO - 46 bytes from 54.197.223.49: time=93.15 ms
[2024-11-05T12:43:29.406] - client - INFO - 46 bytes from 54.197.223.49: time=104.77 ms
[2024-11-05T12:43:29.708] - client - INFO - 46 bytes from 54.197.223.49: time=101.35 ms
[2024-11-05T12:43:30.020] - client - INFO - 46 bytes from 54.197.223.49: time=109.98 ms
[2024-11-05T12:43:30.324] - client - INFO - 46 bytes from 54.197.223.49: time=102.49 ms
[2024-11-05T12:43:30.615] - client - INFO - 46 bytes from 54.197.223.49: time=90.56 ms
[2024-11-05T12:43:30.919] - client - INFO - 46 bytes from 54.197.223.49: time=102.62 ms
[2024-11-05T12:43:31.224] - client - INFO - 46 bytes from 54.197.223.49: time=104.06 ms
[2024-11-05T12:43:31.524] - client - INFO - 46 bytes from 54.197.223.49: time=99.35 ms
[2024-11-05T12:43:31.823] - client - INFO - 46 bytes from 54.197.223.49: time=97.24 ms
[2024-11-05T12:43:32.123] - client - INFO - 46 bytes from 54.197.223.49: time=98.96 ms
[2024-11-05T12:43:32.423] - client - INFO - 46 bytes from 54.197.223.49: time=99.16 ms
[2024-11-05T12:43:32.724] - client - INFO - 46 bytes from 54.197.223.49: time=99.40 ms
[2024-11-05T12:43:33.016] - client - INFO - 46 bytes from 54.197.223.49: time=89.88 ms
[2024-11-05T12:43:33.325] - client - INFO - 46 bytes from 54.197.223.49: time=107.02 ms
[2024-11-05T12:43:33.623] - client - INFO - 46 bytes from 54.197.223.49: time=96.39 ms
[2024-11-05T12:43:33.924] - client - INFO - 46 bytes from 54.197.223.49: time=100.17 ms
[2024-11-05T12:43:34.225] - client - INFO - 46 bytes from 54.197.223.49: time=100.13 ms
[2024-11-05T12:43:34.521] - client - INFO - 46 bytes from 54.197.223.49: time=95.33 ms
[2024-11-05T12:43:34.826] - client - INFO - 46 bytes from 54.197.223.49: time=102.89 ms
[2024-11-05T12:43:35.123] - client - INFO - 46 bytes from 54.197.223.49: time=96.85 ms
[2024-11-05T12:43:35.415] - client - INFO - 46 bytes from 54.197.223.49: time=90.23 ms
[2024-11-05T12:43:35.725] - client - INFO - 46 bytes from 54.197.223.49: time=107.13 ms
[2024-11-05T12:43:36.024] - client - INFO - 46 bytes from 54.197.223.49: time=97.15 ms
[2024-11-05T12:43:36.324] - client - INFO - 46 bytes from 54.197.223.49: time=99.12 ms
[2024-11-05T12:43:36.615] - client - INFO - 46 bytes from 54.197.223.49: time=90.01 ms
[2024-11-05T12:43:36.916] - client - INFO - 46 bytes from 54.197.223.49: time=100.09 ms
[2024-11-05T12:43:37.220] - client - INFO - 46 bytes from 54.197.223.49: time=103.41 ms
[2024-11-05T12:43:37.518] - client - INFO - 46 bytes from 54.197.223.49: time=96.80 ms
