Start time: 1730521652259
[2024-11-01T21:27:33.554621-0700] nuttcp-t: v8.1.4: socket
[2024-11-01T21:27:33.555307-0700] nuttcp-t: buflen=65536, nstream=1, port=5101 tcp -> 54.176.53.206
[2024-11-01T21:27:33.555359-0700] nuttcp-t: time limit = 120.00 seconds
[2024-11-01T21:27:33.555394-0700] nuttcp-t: connect to 54.176.53.206 with mss=1376, RTT=109.157 ms af=inet
[2024-11-01T21:27:33.555427-0700] nuttcp-t: send window size = 1048576, receive window size = 4194304
[2024-11-01T21:27:33.555459-0700] nuttcp-t: available send window = 786432, available receive window = 3145728
[2024-11-01T21:27:33.555490-0700] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-01T21:27:33.555522-0700] nuttcp-r: v6.1.2: socket
[2024-11-01T21:27:33.555554-0700] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-01T21:27:33.555586-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-01T21:27:33.555617-0700] nuttcp-r: accept from 174.227.114.198
[2024-11-01T21:27:33.555647-0700] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-01T21:27:33.555678-0700] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-01T21:27:33.555709-0700]     0.1875 MB /   0.50 sec =    3.1455 Mbps     0 retrans    299 KB-cwnd
[2024-11-01T21:27:34.071777-0700]     2.1250 MB /   0.50 sec =   35.6535 Mbps     0 retrans   2919 KB-cwnd
[2024-11-01T21:27:34.574878-0700]     4.1250 MB /   0.50 sec =   69.2039 Mbps     0 retrans   3727 KB-cwnd
[2024-11-01T21:27:35.033958-0700]     3.8750 MB /   0.50 sec =   65.0087 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:35.508582-0700]     4.0000 MB /   0.50 sec =   67.1113 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:36.115652-0700]     4.0000 MB /   0.50 sec =   67.0515 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:36.540898-0700]     3.8125 MB /   0.50 sec =   64.0199 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:37.081599-0700]     3.8750 MB /   0.50 sec =   65.0125 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:37.559825-0700]     3.6875 MB /   0.50 sec =   61.8573 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:38.085658-0700]     3.3125 MB /   0.50 sec =   55.5821 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:38.591090-0700]     3.5000 MB /   0.50 sec =   58.7205 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:39.101989-0700]     3.4375 MB /   0.50 sec =   57.6714 Mbps     0 retrans   3802 KB-cwnd
[2024-11-01T21:27:39.600477-0700]     3.5000 MB /   0.50 sec =   58.7078 Mbps     0 retrans   3857 KB-cwnd
[2024-11-01T21:27:40.062609-0700]     3.8125 MB /   0.50 sec =   63.9777 Mbps     0 retrans   3857 KB-cwnd
[2024-11-01T21:27:40.504199-0700]     3.8125 MB /   0.50 sec =   63.9629 Mbps     0 retrans   3857 KB-cwnd
[2024-11-01T21:27:40.971315-0700]     3.5625 MB /   0.50 sec =   59.7682 Mbps     0 retrans   3857 KB-cwnd
[2024-11-01T21:27:41.469975-0700]     3.5625 MB /   0.50 sec =   59.7692 Mbps     0 retrans   3857 KB-cwnd
[2024-11-01T21:27:42.058446-0700]     3.4375 MB /   0.50 sec =   57.6712 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:42.548284-0700]     3.6250 MB /   0.50 sec =   60.8179 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:43.101534-0700]     3.5000 MB /   0.50 sec =   58.7203 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:43.614163-0700]     3.4375 MB /   0.50 sec =   57.6721 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:44.041460-0700]     3.1250 MB /   0.50 sec =   52.4286 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:44.546912-0700]     3.6250 MB /   0.50 sec =   60.8012 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:45.019714-0700]     3.5000 MB /   0.50 sec =   58.7363 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:45.615453-0700]     3.6875 MB /   0.50 sec =   61.8649 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:46.043463-0700]     3.5000 MB /   0.50 sec =   58.7196 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:46.539467-0700]     3.5625 MB /   0.50 sec =   59.7687 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:47.079381-0700]     3.5625 MB /   0.50 sec =   59.7706 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:47.570586-0700]     3.4375 MB /   0.50 sec =   57.6709 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:47.999505-0700]     3.2500 MB /   0.50 sec =   54.5254 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:48.542611-0700]     3.1875 MB /   0.50 sec =   53.4761 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:49.021206-0700]     3.6250 MB /   0.50 sec =   60.8183 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:49.503116-0700]     3.6875 MB /   0.50 sec =   61.8666 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:50.011318-0700]     3.6250 MB /   0.50 sec =   60.8184 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:50.536385-0700]     3.4375 MB /   0.50 sec =   57.6718 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:51.035726-0700]     2.9375 MB /   0.50 sec =   49.2825 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:51.923651-0700]     2.4375 MB /   0.50 sec =   40.8936 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:52.058245-0700]     2.8750 MB /   0.50 sec =   48.2232 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:52.506266-0700]     2.9375 MB /   0.50 sec =   49.2967 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:53.365529-0700]     3.4375 MB /   0.50 sec =   57.6604 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:53.577581-0700]     3.5000 MB /   0.50 sec =   58.6452 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:54.121924-0700]     3.1250 MB /   0.50 sec =   52.5042 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:54.536659-0700]     3.3750 MB /   0.50 sec =   56.6237 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:55.044387-0700]     3.5000 MB /   0.50 sec =   58.7205 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:55.601599-0700]     3.7500 MB /   0.50 sec =   62.9125 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:56.078306-0700]     3.5000 MB /   0.50 sec =   58.7210 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:56.590362-0700]     3.4375 MB /   0.50 sec =   57.6709 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:57.397479-0700]     3.3125 MB /   0.50 sec =   55.5756 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:57.614542-0700]     3.5000 MB /   0.50 sec =   58.7226 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:58.114468-0700]     3.0000 MB /   0.50 sec =   50.3309 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:58.590480-0700]     2.7500 MB /   0.50 sec =   46.1375 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:59.017339-0700]     3.3125 MB /   0.50 sec =   55.5741 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:27:59.602627-0700]     3.5625 MB /   0.50 sec =   59.7697 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:28:00.080491-0700]     3.6875 MB /   0.50 sec =   61.8650 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:28:00.574810-0700]     3.6875 MB /   0.50 sec =   61.8519 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:28:01.084433-0700]     3.8125 MB /   0.50 sec =   63.9780 Mbps     0 retrans   3943 KB-cwnd
[2024-11-01T21:28:01.898970-0700]     4.1875 MB /   0.50 sec =   70.2547 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:02.050415-0700]     3.6250 MB /   0.50 sec =   60.8145 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:02.644457-0700]     3.9375 MB /   0.50 sec =   66.0632 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:03.042811-0700]     3.3750 MB /   0.50 sec =   56.6207 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:03.552382-0700]     3.1875 MB /   0.50 sec =   53.4781 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:04.025916-0700]     2.8750 MB /   0.50 sec =   48.2339 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:04.591463-0700]     3.3750 MB /   0.50 sec =   56.6256 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:05.065007-0700]     3.3125 MB /   0.50 sec =   55.5748 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:05.612271-0700]     2.3750 MB /   0.50 sec =   39.8453 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:06.397020-0700]     2.4375 MB /   0.50 sec =   40.8949 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:06.523602-0700]     3.9375 MB /   0.50 sec =   66.0580 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:07.118312-0700]     3.8125 MB /   0.50 sec =   63.9653 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:07.598441-0700]     3.0000 MB /   0.50 sec =   50.3313 Mbps     0 retrans   4047 KB-cwnd
[2024-11-01T21:28:08.097491-0700]     2.6875 MB /   0.50 sec =   45.0878 Mbps     0 retrans   4047 KB-cwnd
