Start time: 1730599522346
[2024-11-02T20:05:23.876115-0600] nuttcp-t: v8.1.4: socket
[2024-11-02T20:05:23.877278-0600] nuttcp-t: buflen=65536, nstream=1, port=5102 tcp -> 54.176.53.206
[2024-11-02T20:05:23.877544-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-02T20:05:23.877658-0600] nuttcp-t: connect to 54.176.53.206 with mss=1378, RTT=90.233 ms af=inet
[2024-11-02T20:05:23.877761-0600] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-02T20:05:23.877861-0600] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-02T20:05:23.877958-0600] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-02T20:05:23.878055-0600] nuttcp-r: v6.1.2: socket
[2024-11-02T20:05:23.878153-0600] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-02T20:05:23.878248-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-02T20:05:23.878345-0600] nuttcp-r: accept from 108.147.35.162
[2024-11-02T20:05:23.878441-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-02T20:05:23.878550-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-02T20:05:23.878652-0600]     0.1250 MB /   0.50 sec =    2.0970 Mbps    19 retrans    168 KB-cwnd
[2024-11-02T20:05:24.260578-0600]     0.8125 MB /   0.50 sec =   13.6320 Mbps     0 retrans    170 KB-cwnd
[2024-11-02T20:05:24.623039-0600]     0.8750 MB /   0.50 sec =   14.6794 Mbps     0 retrans    173 KB-cwnd
[2024-11-02T20:05:25.404486-0600]     0.9375 MB /   0.50 sec =   15.7293 Mbps     0 retrans    178 KB-cwnd
[2024-11-02T20:05:25.744753-0600]     0.9375 MB /   0.50 sec =   15.7280 Mbps     0 retrans    181 KB-cwnd
[2024-11-02T20:05:26.095621-0600]     1.0000 MB /   0.50 sec =   16.7766 Mbps     0 retrans    290 KB-cwnd
[2024-11-02T20:05:26.640595-0600]     1.7500 MB /   0.50 sec =   29.3611 Mbps     0 retrans    765 KB-cwnd
[2024-11-02T20:05:27.020067-0600]     3.1250 MB /   0.50 sec =   52.4304 Mbps     0 retrans   1090 KB-cwnd
[2024-11-02T20:05:27.556134-0600]     3.7500 MB /   0.50 sec =   62.9118 Mbps     0 retrans   1404 KB-cwnd
[2024-11-02T20:05:28.350449-0600]     3.5625 MB /   0.50 sec =   59.7711 Mbps     1 retrans   1158 KB-cwnd
[2024-11-02T20:05:28.691363-0600]     3.7500 MB /   0.50 sec =   62.9141 Mbps     0 retrans   1347 KB-cwnd
[2024-11-02T20:05:29.035893-0600]     3.9375 MB /   0.50 sec =   66.0623 Mbps     0 retrans   1347 KB-cwnd
[2024-11-02T20:05:29.812286-0600]     3.5000 MB /   0.50 sec =   58.7201 Mbps     0 retrans   1347 KB-cwnd
[2024-11-02T20:05:30.160032-0600]     3.5625 MB /   0.50 sec =   59.7685 Mbps     0 retrans   1388 KB-cwnd
[2024-11-02T20:05:30.858037-0600]     3.8750 MB /   0.50 sec =   65.0090 Mbps     0 retrans   1395 KB-cwnd
[2024-11-02T20:05:31.206114-0600]     3.8125 MB /   0.50 sec =   63.9645 Mbps     0 retrans   1395 KB-cwnd
