Start time: 1731105272562
[2024-11-08T17:34:34.395216-0500] nuttcp-r: v8.1.4: socket
[2024-11-08T17:34:34.395596-0500] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-08T17:34:34.395628-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-08T17:34:34.395653-0500] nuttcp-r: connect to 54.197.223.49 with RTT=38.586 ms af=inet
[2024-11-08T17:34:34.395675-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-08T17:34:34.395698-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-08T17:34:34.395720-0500]     0.8125 MB /   0.50 sec =   13.6310 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T17:34:34.895381-0500]     4.3125 MB /   0.50 sec =   72.3462 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T17:34:35.395417-0500]     7.0625 MB /   0.50 sec =  118.4761 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T17:34:35.895558-0500]    11.4375 MB /   0.50 sec =  191.9028 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T17:34:36.395350-0500]    18.3750 MB /   0.50 sec =  308.2937 Mbps     0 retrans     13 KB-cwnd
[2024-11-08T17:34:36.895323-0500]    15.3125 MB /   0.50 sec =  256.9042 Mbps     0 retrans     14 KB-cwnd
[2024-11-08T17:34:37.395373-0500]    13.2500 MB /   0.50 sec =  222.2914 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T17:34:37.895375-0500]    13.7500 MB /   0.50 sec =  230.6853 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T17:34:38.395344-0500]    14.4375 MB /   0.50 sec =  242.2244 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T17:34:38.895334-0500]    16.5000 MB /   0.50 sec =  276.8296 Mbps     0 retrans     26 KB-cwnd
[2024-11-08T17:34:39.395246-0500]    16.6250 MB /   0.50 sec =  278.9368 Mbps     0 retrans     28 KB-cwnd
[2024-11-08T17:34:39.895269-0500]    10.6875 MB /   0.50 sec =  179.2979 Mbps     0 retrans     28 KB-cwnd
[2024-11-08T17:34:40.395430-0500]    16.5000 MB /   0.50 sec =  276.7975 Mbps     0 retrans     43 KB-cwnd
[2024-11-08T17:34:40.895393-0500]    15.6875 MB /   0.50 sec =  263.2021 Mbps     0 retrans     47 KB-cwnd
[2024-11-08T17:34:41.395328-0500]    14.8750 MB /   0.50 sec =  249.5875 Mbps     0 retrans     49 KB-cwnd
[2024-11-08T17:34:41.895367-0500]    13.8125 MB /   0.50 sec =  231.7158 Mbps     0 retrans     49 KB-cwnd
[2024-11-08T17:34:42.395432-0500]     9.7500 MB /   0.50 sec =  163.5553 Mbps     0 retrans     51 KB-cwnd
[2024-11-08T17:34:42.895329-0500]    14.5000 MB /   0.50 sec =  243.3081 Mbps     0 retrans     51 KB-cwnd
[2024-11-08T17:34:43.395330-0500]     7.3125 MB /   0.50 sec =  122.6841 Mbps     0 retrans     52 KB-cwnd
[2024-11-08T17:34:43.895367-0500]     8.3750 MB /   0.50 sec =  140.5008 Mbps     0 retrans     52 KB-cwnd
[2024-11-08T17:34:44.395350-0500]     2.8125 MB /   0.50 sec =   47.1879 Mbps     0 retrans     68 KB-cwnd
[2024-11-08T17:34:44.895454-0500]     1.0000 MB /   0.50 sec =   16.7754 Mbps     0 retrans     68 KB-cwnd
