Start time: 1730744482422
[2024-11-04T11:21:23.394796-0700] nuttcp-t: v8.1.4: socket
[2024-11-04T11:21:23.395498-0700] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.176.53.206
[2024-11-04T11:21:23.395565-0700] nuttcp-t: time limit = 120.00 seconds
[2024-11-04T11:21:23.395613-0700] nuttcp-t: connect to 54.176.53.206 with mss=1448, RTT=52.802 ms af=inet
[2024-11-04T11:21:23.395651-0700] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-04T11:21:23.395689-0700] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-04T11:21:23.395725-0700] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-04T11:21:23.395765-0700] nuttcp-r: v6.1.2: socket
[2024-11-04T11:21:23.395802-0700] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-04T11:21:23.395840-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-04T11:21:23.395876-0700] nuttcp-r: accept from 216.147.122.97
[2024-11-04T11:21:23.395918-0700] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-04T11:21:23.395955-0700] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-04T11:21:23.395994-0700]     0.5625 MB /   0.50 sec =    9.4369 Mbps     9 retrans    400 KB-cwnd
[2024-11-04T11:21:23.873806-0700]     2.4375 MB /   0.50 sec =   40.8925 Mbps    14 retrans    171 KB-cwnd
[2024-11-04T11:21:24.447976-0700]     1.1250 MB /   0.50 sec =   18.8754 Mbps     6 retrans     72 KB-cwnd
[2024-11-04T11:21:25.349826-0700]     0.5625 MB /   0.50 sec =    9.4368 Mbps     0 retrans     79 KB-cwnd
[2024-11-04T11:21:25.350126-0700]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans     79 KB-cwnd
[2024-11-04T11:21:26.342779-0700]     0.5000 MB /   0.50 sec =    8.3884 Mbps     1 retrans     79 KB-cwnd
[2024-11-04T11:21:26.343222-0700]     0.5625 MB /   0.50 sec =    9.4370 Mbps     0 retrans     79 KB-cwnd
[2024-11-04T11:21:27.317895-0700]     0.7500 MB /   0.50 sec =   12.5837 Mbps     0 retrans     93 KB-cwnd
[2024-11-04T11:21:28.240521-0700]     0.4375 MB /   0.50 sec =    7.3400 Mbps     3 retrans     60 KB-cwnd
[2024-11-04T11:21:28.240908-0700]     0.6875 MB /   0.50 sec =   11.5341 Mbps     0 retrans     60 KB-cwnd
[2024-11-04T11:21:30.005189-0700]     0.4375 MB /   0.50 sec =    7.3401 Mbps     8 retrans     38 KB-cwnd
[2024-11-04T11:21:30.005579-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     38 KB-cwnd
[2024-11-04T11:21:30.005793-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     38 KB-cwnd
[2024-11-04T11:21:30.005880-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     38 KB-cwnd
[2024-11-04T11:21:32.661301-0700]     0.3125 MB /   0.50 sec =    5.2430 Mbps     8 retrans     32 KB-cwnd
[2024-11-04T11:21:32.661913-0700]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     32 KB-cwnd
[2024-11-04T11:21:32.662058-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     32 KB-cwnd
[2024-11-04T11:21:32.662170-0700]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     32 KB-cwnd
[2024-11-04T11:21:32.662277-0700]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     32 KB-cwnd
[2024-11-04T11:21:34.297530-0700]     0.1250 MB /   0.50 sec =    2.0971 Mbps     3 retrans     73 KB-cwnd
[2024-11-04T11:21:34.298028-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     73 KB-cwnd
[2024-11-04T11:21:34.298144-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     73 KB-cwnd
[2024-11-04T11:21:35.345998-0700]     0.5625 MB /   0.50 sec =    9.4368 Mbps     1 retrans     65 KB-cwnd
[2024-11-04T11:21:35.346583-0700]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans     65 KB-cwnd
[2024-11-04T11:21:35.346730-0700]     0.5000 MB /   0.50 sec =    8.3887 Mbps     0 retrans     65 KB-cwnd
[2024-11-04T11:21:36.613405-0700]     0.4375 MB /   0.50 sec =    7.3403 Mbps    10 retrans     35 KB-cwnd
[2024-11-04T11:21:36.613843-0700]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans     35 KB-cwnd
[2024-11-04T11:21:38.570025-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     2 retrans     42 KB-cwnd
[2024-11-04T11:21:38.570371-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     42 KB-cwnd
[2024-11-04T11:21:38.570651-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     42 KB-cwnd
[2024-11-04T11:21:38.570747-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     42 KB-cwnd
[2024-11-04T11:21:40.621941-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     4 retrans     28 KB-cwnd
[2024-11-04T11:21:40.622506-0700]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     28 KB-cwnd
[2024-11-04T11:21:40.622658-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     28 KB-cwnd
[2024-11-04T11:21:40.622773-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     28 KB-cwnd
[2024-11-04T11:21:42.448118-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     1 retrans     65 KB-cwnd
[2024-11-04T11:21:42.448540-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     65 KB-cwnd
[2024-11-04T11:21:42.448650-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     65 KB-cwnd
[2024-11-04T11:21:42.448734-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     65 KB-cwnd
[2024-11-04T11:21:43.793439-0700]     0.5625 MB /   0.50 sec =    9.4374 Mbps     2 retrans     60 KB-cwnd
[2024-11-04T11:21:43.793965-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     60 KB-cwnd
[2024-11-04T11:21:45.215220-0700]     0.4375 MB /   0.50 sec =    7.3401 Mbps     8 retrans     49 KB-cwnd
[2024-11-04T11:21:45.215825-0700]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans     49 KB-cwnd
[2024-11-04T11:21:45.215972-0700]     0.3125 MB /   0.50 sec =    5.2427 Mbps     0 retrans     49 KB-cwnd
[2024-11-04T11:21:46.630590-0700]     0.3750 MB /   0.50 sec =    6.2915 Mbps     2 retrans     48 KB-cwnd
[2024-11-04T11:21:46.631022-0700]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     48 KB-cwnd
[2024-11-04T11:21:46.631132-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     48 KB-cwnd
[2024-11-04T11:21:47.933274-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     1 retrans    130 KB-cwnd
[2024-11-04T11:21:47.933865-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans    130 KB-cwnd
[2024-11-04T11:21:47.934012-0700]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans    130 KB-cwnd
[2024-11-04T11:21:48.542243-0700]     0.8125 MB /   0.50 sec =   13.6316 Mbps     3 retrans    117 KB-cwnd
[2024-11-04T11:21:49.287771-0700]     0.9375 MB /   0.50 sec =   15.7283 Mbps     4 retrans     62 KB-cwnd
[2024-11-04T11:21:50.945718-0700]     0.5625 MB /   0.50 sec =    9.4373 Mbps     8 retrans     35 KB-cwnd
[2024-11-04T11:21:50.946202-0700]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     35 KB-cwnd
[2024-11-04T11:21:50.946387-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     35 KB-cwnd
[2024-11-04T11:21:50.946508-0700]     0.2500 MB /   0.50 sec =    4.1932 Mbps     0 retrans     35 KB-cwnd
[2024-11-04T11:21:52.963900-0700]     0.2500 MB /   0.50 sec =    4.1954 Mbps     4 retrans     31 KB-cwnd
[2024-11-04T11:21:52.964387-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     31 KB-cwnd
[2024-11-04T11:21:52.964523-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     31 KB-cwnd
[2024-11-04T11:21:52.964634-0700]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     31 KB-cwnd
[2024-11-04T11:21:55.018522-0700]     0.1250 MB /   0.50 sec =    2.0972 Mbps    13 retrans     56 KB-cwnd
[2024-11-04T11:21:55.019002-0700]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     56 KB-cwnd
[2024-11-04T11:21:55.019083-0700]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     56 KB-cwnd
[2024-11-04T11:21:55.019140-0700]     0.5000 MB /   0.50 sec =    8.3887 Mbps     0 retrans     56 KB-cwnd
[2024-11-04T11:21:56.159317-0700]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans     66 KB-cwnd
[2024-11-04T11:21:56.159828-0700]     0.4375 MB /   0.50 sec =    7.3403 Mbps     0 retrans     66 KB-cwnd
[2024-11-04T11:21:56.959759-0700]     0.5625 MB /   0.50 sec =    9.4372 Mbps     9 retrans    114 KB-cwnd
[2024-11-04T11:21:56.960124-0700]     0.8125 MB /   0.50 sec =   13.6313 Mbps     0 retrans    114 KB-cwnd
[2024-11-04T11:21:57.905413-0700]     0.6875 MB /   0.50 sec =   11.5342 Mbps     5 retrans     60 KB-cwnd
[2024-11-04T11:21:57.906019-0700]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans     60 KB-cwnd
[2024-11-04T11:21:59.080546-0700]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     70 KB-cwnd
[2024-11-04T11:21:59.080982-0700]     0.4375 MB /   0.50 sec =    7.3392 Mbps     0 retrans     70 KB-cwnd
[2024-11-04T11:22:00.358333-0700]     0.4375 MB /   0.50 sec =    7.3409 Mbps     2 retrans     53 KB-cwnd
[2024-11-04T11:22:00.358838-0700]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans     53 KB-cwnd
[2024-11-04T11:22:00.358950-0700]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     53 KB-cwnd
[2024-11-04T11:22:02.043995-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     2 retrans     52 KB-cwnd
[2024-11-04T11:22:02.044582-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     52 KB-cwnd
[2024-11-04T11:22:02.044729-0700]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     52 KB-cwnd
[2024-11-04T11:22:03.008259-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     5 retrans     90 KB-cwnd
[2024-11-04T11:22:03.008455-0700]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans     90 KB-cwnd
[2024-11-04T11:22:04.071440-0700]     0.6875 MB /   0.50 sec =   11.5343 Mbps    11 retrans     46 KB-cwnd
[2024-11-04T11:22:04.071689-0700]     0.4375 MB /   0.50 sec =    7.3397 Mbps     0 retrans     46 KB-cwnd
[2024-11-04T11:22:06.490626-0700]     0.3125 MB /   0.50 sec =    5.2431 Mbps    10 retrans     96 KB-cwnd
[2024-11-04T11:22:06.491112-0700]     0.2500 MB /   0.50 sec =    4.1941 Mbps     0 retrans     96 KB-cwnd
[2024-11-04T11:22:06.491255-0700]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     96 KB-cwnd
[2024-11-04T11:22:06.491374-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     96 KB-cwnd
[2024-11-04T11:22:06.491481-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     96 KB-cwnd
[2024-11-04T11:22:07.207874-0700]     0.6250 MB /   0.50 sec =   10.4858 Mbps     1 retrans     91 KB-cwnd
[2024-11-04T11:22:08.690157-0700]     0.5625 MB /   0.50 sec =    9.4367 Mbps     6 retrans     39 KB-cwnd
[2024-11-04T11:22:08.690733-0700]     0.5000 MB /   0.50 sec =    8.3890 Mbps     0 retrans     39 KB-cwnd
[2024-11-04T11:22:08.690885-0700]     0.3750 MB /   0.50 sec =    6.2913 Mbps     0 retrans     39 KB-cwnd
[2024-11-04T11:22:10.849755-0700]     0.1875 MB /   0.50 sec =    3.1457 Mbps     1 retrans     43 KB-cwnd
[2024-11-04T11:22:10.850165-0700]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     43 KB-cwnd
[2024-11-04T11:22:10.850360-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     43 KB-cwnd
[2024-11-04T11:22:10.850441-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     43 KB-cwnd
[2024-11-04T11:22:10.850515-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     43 KB-cwnd
[2024-11-04T11:22:12.538743-0700]     0.3125 MB /   0.50 sec =    5.2428 Mbps    10 retrans     36 KB-cwnd
[2024-11-04T11:22:12.539329-0700]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans     36 KB-cwnd
[2024-11-04T11:22:12.539470-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     36 KB-cwnd
[2024-11-04T11:22:14.485713-0700]     0.3125 MB /   0.50 sec =    5.2430 Mbps     6 retrans     33 KB-cwnd
[2024-11-04T11:22:14.486006-0700]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     33 KB-cwnd
[2024-11-04T11:22:14.486066-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     33 KB-cwnd
[2024-11-04T11:22:14.486114-0700]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     33 KB-cwnd
[2024-11-04T11:22:16.449090-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     2 retrans     45 KB-cwnd
[2024-11-04T11:22:16.449364-0700]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     45 KB-cwnd
[2024-11-04T11:22:16.449408-0700]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     45 KB-cwnd
[2024-11-04T11:22:16.449446-0700]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     45 KB-cwnd
[2024-11-04T11:22:17.040997-0700]     0.6250 MB /   0.50 sec =   10.4856 Mbps    11 retrans    111 KB-cwnd
[2024-11-04T11:22:17.695594-0700]     1.1250 MB /   0.50 sec =   18.8745 Mbps     8 retrans     76 KB-cwnd
[2024-11-04T11:22:18.871173-0700]     0.6875 MB /   0.50 sec =   11.5345 Mbps     9 retrans     39 KB-cwnd
[2024-11-04T11:22:18.871742-0700]     0.5000 MB /   0.50 sec =    8.3887 Mbps     0 retrans     39 KB-cwnd
