Start time: 1730995718894
[2024-11-07T11:08:39.901447-0500] nuttcp-t: v8.1.4: socket
[2024-11-07T11:08:39.901928-0500] nuttcp-t: buflen=65536, nstream=1, port=5102 tcp -> 54.197.223.49
[2024-11-07T11:08:39.901978-0500] nuttcp-t: time limit = 120.00 seconds
[2024-11-07T11:08:39.902015-0500] nuttcp-t: connect to 54.197.223.49 with mss=1378, RTT=61.542 ms af=inet
[2024-11-07T11:08:39.902050-0500] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-07T11:08:39.902083-0500] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-07T11:08:39.902115-0500] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-07T11:08:39.902148-0500] nuttcp-r: v8.1.4: socket
[2024-11-07T11:08:39.902181-0500] nuttcp-r: buflen=65536, nstream=1, port=5102 tcp
[2024-11-07T11:08:39.902219-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-07T11:08:39.902252-0500] nuttcp-r: accept from 166.199.110.81 with af=inet
[2024-11-07T11:08:39.902285-0500] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-07T11:08:39.902318-0500] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-07T11:08:39.902352-0500]     0.1875 MB /   0.50 sec =    3.1452 Mbps     0 retrans    406 KB-cwnd
[2024-11-07T11:08:40.367884-0500]     0.8125 MB /   0.50 sec =   13.6331 Mbps     0 retrans   1154 KB-cwnd
[2024-11-07T11:08:41.769813-0500]     0.7500 MB /   0.50 sec =   12.5469 Mbps     0 retrans   1308 KB-cwnd
[2024-11-07T11:08:41.770256-0500]     0.6250 MB /   0.50 sec =   10.5159 Mbps     0 retrans   1308 KB-cwnd
[2024-11-07T11:08:42.366111-0500]     0.6875 MB /   0.50 sec =   11.5340 Mbps     0 retrans   1660 KB-cwnd
[2024-11-07T11:08:42.366748-0500]     2.3125 MB /   0.50 sec =   38.7987 Mbps     0 retrans   1660 KB-cwnd
[2024-11-07T11:08:43.225874-0500]     1.8125 MB /   0.50 sec =   30.4089 Mbps     0 retrans   1660 KB-cwnd
[2024-11-07T11:08:45.478122-0500]     1.2500 MB /   0.50 sec =   20.9500 Mbps     8 retrans   1326 KB-cwnd
[2024-11-07T11:08:45.478327-0500]     0.8750 MB /   0.50 sec =   14.6951 Mbps     0 retrans   1326 KB-cwnd
[2024-11-07T11:08:45.478377-0500]     0.9375 MB /   0.50 sec =   15.7288 Mbps     0 retrans   1326 KB-cwnd
[2024-11-07T11:08:45.478417-0500]     0.4375 MB /   0.50 sec =    7.3398 Mbps     0 retrans   1326 KB-cwnd
[2024-11-07T11:08:45.478461-0500]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans   1326 KB-cwnd
[2024-11-07T11:08:47.580220-0500]     0.5625 MB /   0.50 sec =    9.4361 Mbps     1 retrans   1068 KB-cwnd
[2024-11-07T11:08:47.580760-0500]     1.0625 MB /   0.50 sec =   17.8298 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:47.581009-0500]     0.5625 MB /   0.50 sec =    9.4334 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:47.581130-0500]     0.5000 MB /   0.50 sec =    8.3920 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:49.528677-0500]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:49.529332-0500]     0.6250 MB /   0.50 sec =   10.4856 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:49.529492-0500]     0.8125 MB /   0.50 sec =   13.6314 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:49.529611-0500]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:51.821696-0500]     0.5625 MB /   0.50 sec =    9.4366 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:51.822133-0500]     0.5625 MB /   0.50 sec =    9.4378 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:51.822270-0500]     0.6875 MB /   0.50 sec =   11.5345 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:51.822395-0500]     0.6250 MB /   0.50 sec =   10.4857 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:53.822428-0500]     0.5000 MB /   0.50 sec =    8.3846 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:53.822887-0500]     0.6250 MB /   0.50 sec =   10.4908 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:53.823028-0500]     0.6875 MB /   0.50 sec =   11.5343 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:53.823139-0500]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:55.603813-0500]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:55.604165-0500]     0.6875 MB /   0.50 sec =   11.5283 Mbps     0 retrans   1068 KB-cwnd
[2024-11-07T11:08:55.604301-0500]     0.8125 MB /   0.50 sec =   13.6390 Mbps     0 retrans   1068 KB-cwnd
