Start time: 1730755619637
[2024-11-04T15:27:00.656367-0600] nuttcp-t: v8.1.4: socket
[2024-11-04T15:27:00.660560-0600] nuttcp-t: buflen=65536, nstream=1, port=5379 tcp -> 54.176.53.206
[2024-11-04T15:27:00.660631-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-04T15:27:00.660674-0600] nuttcp-t: connect to 54.176.53.206 with mss=1384, RTT=75.562 ms af=inet
[2024-11-04T15:27:00.660713-0600] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-11-04T15:27:00.660749-0600] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-11-04T15:27:00.660786-0600] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-11-04T15:27:00.660825-0600] nuttcp-r: v6.1.2: socket
[2024-11-04T15:27:00.660861-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-04T15:27:00.660897-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-04T15:27:00.660933-0600] nuttcp-r: accept from 172.59.79.112
[2024-11-04T15:27:00.660968-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-04T15:27:00.661012-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-04T15:27:00.661049-0600]     0.8125 MB /   0.50 sec =   13.6309 Mbps     0 retrans    879 KB-cwnd
[2024-11-04T15:27:01.198956-0600]     5.3125 MB /   0.50 sec =   89.1336 Mbps     0 retrans   3431 KB-cwnd
[2024-11-04T15:27:01.662480-0600]     5.7500 MB /   0.50 sec =   96.3149 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:02.157295-0600]     5.3750 MB /   0.50 sec =   90.3170 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:02.681476-0600]     5.2500 MB /   0.50 sec =   88.0853 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:03.282500-0600]     4.5625 MB /   0.50 sec =   76.5428 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:03.912389-0600]     3.0000 MB /   0.50 sec =   50.3336 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:06.574470-0600]     1.2500 MB /   0.50 sec =   20.9706 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:06.575001-0600]     0.4375 MB /   0.50 sec =    7.3402 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:06.575155-0600]     0.5000 MB /   0.50 sec =    8.3887 Mbps     0 retrans   3493 KB-cwnd
[2024-11-04T15:27:06.575268-0600]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans   3493 KB-cwnd
