Start time: 1730912423607
[2024-11-06T11:00:24.417100-0600] nuttcp-r: v8.1.4: socket
[2024-11-06T11:00:24.417520-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-06T11:00:24.417556-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-06T11:00:24.417582-0600] nuttcp-r: connect to 54.197.223.49 with RTT=44.019 ms af=inet
[2024-11-06T11:00:24.417606-0600] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-06T11:00:24.417631-0600] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-06T11:00:24.417655-0600]     3.3750 MB /   0.50 sec =   56.6186 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:00:24.917521-0600]    12.4375 MB /   0.50 sec =  208.6145 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:00:25.417475-0600]    21.1875 MB /   0.50 sec =  355.5434 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:00:25.917468-0600]    23.5625 MB /   0.50 sec =  395.1488 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:00:26.417044-0600]    29.6875 MB /   0.50 sec =  498.3098 Mbps     0 retrans     13 KB-cwnd
[2024-11-06T11:00:26.918072-0600]    28.1875 MB /   0.50 sec =  472.5817 Mbps     0 retrans     19 KB-cwnd
[2024-11-06T11:00:27.417313-0600]    38.3750 MB /   0.50 sec =  644.1413 Mbps     0 retrans     26 KB-cwnd
[2024-11-06T11:00:27.917128-0600]    40.3125 MB /   0.50 sec =  676.4276 Mbps     0 retrans     26 KB-cwnd
[2024-11-06T11:00:28.417245-0600]    38.5625 MB /   0.50 sec =  646.9145 Mbps     0 retrans     31 KB-cwnd
[2024-11-06T11:00:28.917128-0600]    42.1250 MB /   0.50 sec =  706.8406 Mbps     0 retrans     45 KB-cwnd
[2024-11-06T11:00:29.417155-0600]    42.6250 MB /   0.50 sec =  715.1188 Mbps     0 retrans     45 KB-cwnd
[2024-11-06T11:00:29.917132-0600]    45.8125 MB /   0.50 sec =  768.5417 Mbps     0 retrans     71 KB-cwnd
[2024-11-06T11:00:30.417210-0600]    49.5000 MB /   0.50 sec =  830.4672 Mbps     0 retrans     86 KB-cwnd
[2024-11-06T11:00:30.917160-0600]    47.1250 MB /   0.50 sec =  790.6706 Mbps     0 retrans   9662 KB-cwnd
[2024-11-06T11:00:31.417165-0600]    46.6250 MB /   0.50 sec =  782.2440 Mbps     0 retrans   9662 KB-cwnd
[2024-11-06T11:00:31.917487-0600]    49.0000 MB /   0.50 sec =  821.8272 Mbps     0 retrans   9662 KB-cwnd
[2024-11-06T11:00:32.417161-0600]    44.0000 MB /   0.50 sec =  738.4146 Mbps     0 retrans   9508 KB-cwnd
[2024-11-06T11:00:32.917187-0600]    46.3125 MB /   0.50 sec =  777.0010 Mbps     0 retrans   9508 KB-cwnd
[2024-11-06T11:00:33.418015-0600]    54.8750 MB /   0.50 sec =  919.8862 Mbps     0 retrans   9508 KB-cwnd
[2024-11-06T11:00:33.917159-0600]    54.9375 MB /   0.50 sec =  922.4436 Mbps     0 retrans  10840 KB-cwnd
[2024-11-06T11:00:34.417281-0600]    31.6250 MB /   0.50 sec =  530.4925 Mbps     0 retrans  10962 KB-cwnd
[2024-11-06T11:00:34.917256-0600]    41.5625 MB /   0.50 sec =  697.3644 Mbps     0 retrans  12425 KB-cwnd
[2024-11-06T11:00:35.417186-0600]    46.7500 MB /   0.50 sec =  784.3898 Mbps     0 retrans  12268 KB-cwnd
[2024-11-06T11:00:35.917214-0600]    53.8750 MB /   0.50 sec =  903.7930 Mbps     0 retrans  11031 KB-cwnd
[2024-11-06T11:00:36.417115-0600]    54.2500 MB /   0.50 sec =  910.3187 Mbps     0 retrans  11490 KB-cwnd
[2024-11-06T11:00:36.917215-0600]    54.8750 MB /   0.50 sec =  920.5393 Mbps     0 retrans  11921 KB-cwnd
[2024-11-06T11:00:37.417103-0600]    55.1875 MB /   0.50 sec =  926.0223 Mbps     0 retrans  11889 KB-cwnd
[2024-11-06T11:00:37.917125-0600]    55.7500 MB /   0.50 sec =  935.2250 Mbps     0 retrans  13922 KB-cwnd
[2024-11-06T11:00:38.417206-0600]    57.0625 MB /   0.50 sec =  957.3154 Mbps     0 retrans  13919 KB-cwnd
[2024-11-06T11:00:38.917234-0600]    59.0000 MB /   0.50 sec =  989.8300 Mbps     0 retrans  13919 KB-cwnd
[2024-11-06T11:00:39.417818-0600]    54.6250 MB /   0.50 sec =  915.4759 Mbps     0 retrans  12601 KB-cwnd
[2024-11-06T11:00:39.917059-0600]    59.5000 MB /   0.50 sec =  999.4537 Mbps     0 retrans  12371 KB-cwnd
[2024-11-06T11:00:40.417636-0600]    56.6250 MB /   0.50 sec =  949.1348 Mbps     0 retrans  13275 KB-cwnd
[2024-11-06T11:00:40.917225-0600]    57.0625 MB /   0.50 sec =  958.1049 Mbps     0 retrans  12915 KB-cwnd
[2024-11-06T11:00:41.417190-0600]    55.0625 MB /   0.50 sec =  923.8694 Mbps     0 retrans  12401 KB-cwnd
[2024-11-06T11:00:41.917196-0600]    55.1250 MB /   0.50 sec =  924.8440 Mbps     0 retrans  12401 KB-cwnd
[2024-11-06T11:00:42.417109-0600]    55.0000 MB /   0.50 sec =  922.7746 Mbps     0 retrans  12518 KB-cwnd
[2024-11-06T11:00:42.917117-0600]    54.5625 MB /   0.50 sec =  915.3940 Mbps     0 retrans  12723 KB-cwnd
[2024-11-06T11:00:43.417498-0600]    54.6875 MB /   0.50 sec =  917.3921 Mbps     0 retrans  12427 KB-cwnd
[2024-11-06T11:00:43.917617-0600]    55.5000 MB /   0.50 sec =  930.7613 Mbps     0 retrans  11828 KB-cwnd
[2024-11-06T11:00:44.417186-0600]    54.1250 MB /   0.50 sec =  908.5120 Mbps     0 retrans  12374 KB-cwnd
