Start time: 1730508127172
[2024-11-01T17:42:08.000799-0700] nuttcp-r: v8.1.4: socket
[2024-11-01T17:42:08.001250-0700] nuttcp-r: buflen=65536, nstream=1, port=5110 tcp
[2024-11-01T17:42:08.001301-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-01T17:42:08.001340-0700] nuttcp-r: connect to 54.176.53.206 with RTT=56.465 ms af=inet
[2024-11-01T17:42:08.001378-0700] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-01T17:42:08.001414-0700] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-01T17:42:08.001449-0700]     1.4375 MB /   0.50 sec =   24.1091 Mbps     0 retrans
[2024-11-01T17:42:08.500667-0700]     0.3125 MB /   0.50 sec =    5.2434 Mbps     0 retrans
[2024-11-01T17:42:09.001286-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-01T17:42:09.502092-0700]     0.0625 MB /   0.50 sec =    1.0467 Mbps     0 retrans
[2024-11-01T17:42:10.000691-0700]     1.9375 MB /   0.50 sec =   32.5730 Mbps     0 retrans
[2024-11-01T17:42:10.500632-0700]     2.0625 MB /   0.50 sec =   34.6046 Mbps     0 retrans
[2024-11-01T17:42:11.000763-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-01T17:42:11.502230-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-01T17:42:12.000842-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-01T17:42:12.501716-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
[2024-11-01T17:42:13.000797-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans
End time: 1730508133299
