Start time: 1731000410166
[2024-11-07T12:26:51.072671-0500] nuttcp-r: v8.1.4: socket
[2024-11-07T12:26:51.073221-0500] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-07T12:26:51.073247-0500] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-07T12:26:51.073268-0500] nuttcp-r: connect to 54.197.223.49 with RTT=71.331 ms af=inet
[2024-11-07T12:26:51.073289-0500] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-07T12:26:51.073310-0500] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-07T12:26:51.073331-0500]     1.1875 MB /   0.50 sec =   19.9217 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:51.571967-0500]     7.0000 MB /   0.50 sec =  117.4426 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:52.072042-0500]    17.9375 MB /   0.50 sec =  300.9329 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:52.572093-0500]    24.9375 MB /   0.50 sec =  418.4136 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:53.072834-0500]    26.8125 MB /   0.50 sec =  449.4651 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:53.572316-0500]    26.2500 MB /   0.50 sec =  440.7466 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:54.072060-0500]    28.0625 MB /   0.50 sec =  470.7504 Mbps     0 retrans     13 KB-cwnd
[2024-11-07T12:26:54.572078-0500]    28.3750 MB /   0.50 sec =  476.1087 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:55.071975-0500]    22.0000 MB /   0.50 sec =  369.0988 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:55.572098-0500]    25.7500 MB /   0.50 sec =  431.9295 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:56.071964-0500]    22.0000 MB /   0.50 sec =  369.1755 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:56.572220-0500]    23.6250 MB /   0.50 sec =  396.3490 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:57.071952-0500]    27.1875 MB /   0.50 sec =  456.1442 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:57.572052-0500]    28.3125 MB /   0.50 sec =  474.9270 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:58.072020-0500]    29.5625 MB /   0.50 sec =  496.0032 Mbps     0 retrans     26 KB-cwnd
[2024-11-07T12:26:58.572197-0500]    30.2500 MB /   0.50 sec =  507.4814 Mbps     0 retrans     31 KB-cwnd
[2024-11-07T12:26:59.071993-0500]    29.6875 MB /   0.50 sec =  498.1473 Mbps     0 retrans     34 KB-cwnd
[2024-11-07T12:26:59.572121-0500]    29.3750 MB /   0.50 sec =  492.7351 Mbps     0 retrans  10440 KB-cwnd
[2024-11-07T12:27:00.072018-0500]    39.1250 MB /   0.50 sec =  656.5202 Mbps     0 retrans  10440 KB-cwnd
[2024-11-07T12:27:00.571952-0500]    43.2500 MB /   0.50 sec =  725.6364 Mbps     0 retrans  10000 KB-cwnd
[2024-11-07T12:27:01.072290-0500]     8.9375 MB /   0.50 sec =  149.8756 Mbps     0 retrans  10000 KB-cwnd
[2024-11-07T12:27:01.572008-0500]    33.1875 MB /   0.50 sec =  557.0367 Mbps     0 retrans  10030 KB-cwnd
[2024-11-07T12:27:02.071978-0500]    40.1875 MB /   0.50 sec =  674.2667 Mbps     0 retrans   9734 KB-cwnd
[2024-11-07T12:27:02.571982-0500]    41.5625 MB /   0.50 sec =  697.3030 Mbps     0 retrans   9734 KB-cwnd
[2024-11-07T12:27:03.072214-0500]    46.0625 MB /   0.50 sec =  772.7711 Mbps     0 retrans   9667 KB-cwnd
[2024-11-07T12:27:03.572130-0500]    44.3125 MB /   0.50 sec =  743.4716 Mbps     6 retrans  14572 KB-cwnd
[2024-11-07T12:27:04.071994-0500]    41.8125 MB /   0.50 sec =  701.4931 Mbps     0 retrans  14572 KB-cwnd
[2024-11-07T12:27:04.572001-0500]    46.2500 MB /   0.50 sec =  775.9478 Mbps     0 retrans  12603 KB-cwnd
[2024-11-07T12:27:05.072035-0500]    43.8125 MB /   0.50 sec =  735.0474 Mbps     0 retrans  15651 KB-cwnd
[2024-11-07T12:27:05.572023-0500]    45.5625 MB /   0.50 sec =  764.3874 Mbps     0 retrans  15651 KB-cwnd
[2024-11-07T12:27:06.072017-0500]    50.0000 MB /   0.50 sec =  838.8893 Mbps     0 retrans  14884 KB-cwnd
[2024-11-07T12:27:06.572012-0500]    55.0000 MB /   0.50 sec =  922.7321 Mbps     0 retrans  17729 KB-cwnd
[2024-11-07T12:27:07.072000-0500]    55.6875 MB /   0.50 sec =  934.2906 Mbps     0 retrans  17729 KB-cwnd
[2024-11-07T12:27:07.571962-0500]    58.8125 MB /   0.50 sec =  986.7179 Mbps     0 retrans  18134 KB-cwnd
[2024-11-07T12:27:08.072500-0500]    60.0625 MB /   0.50 sec = 1007.6694 Mbps     0 retrans  17055 KB-cwnd
[2024-11-07T12:27:08.572072-0500]    64.8125 MB /   0.50 sec = 1087.2102 Mbps     0 retrans  19500 KB-cwnd
[2024-11-07T12:27:09.071944-0500]    60.1875 MB /   0.50 sec = 1009.9625 Mbps     0 retrans  21877 KB-cwnd
[2024-11-07T12:27:09.572518-0500]    64.5625 MB /   0.50 sec = 1083.1573 Mbps     0 retrans  22005 KB-cwnd
[2024-11-07T12:27:10.071965-0500]    59.5625 MB /   0.50 sec =  999.2929 Mbps     0 retrans  22007 KB-cwnd
[2024-11-07T12:27:10.572018-0500]    57.0625 MB /   0.50 sec =  957.3250 Mbps     0 retrans  21938 KB-cwnd
[2024-11-07T12:27:11.072153-0500]    51.3750 MB /   0.50 sec =  861.9415 Mbps     0 retrans  20958 KB-cwnd
[2024-11-07T12:27:11.571988-0500]    28.3750 MB /   0.50 sec =  476.0497 Mbps     0 retrans  20958 KB-cwnd
[2024-11-07T12:27:12.071987-0500]    49.6250 MB /   0.50 sec =  832.5927 Mbps     0 retrans  20960 KB-cwnd
[2024-11-07T12:27:12.571953-0500]    59.5625 MB /   0.50 sec =  999.3009 Mbps     0 retrans  17849 KB-cwnd
[2024-11-07T12:27:13.072099-0500]    65.9375 MB /   0.50 sec = 1105.9668 Mbps     0 retrans  18096 KB-cwnd
[2024-11-07T12:27:13.572056-0500]    70.0000 MB /   0.50 sec = 1174.7646 Mbps     0 retrans  18147 KB-cwnd
[2024-11-07T12:27:14.072286-0500]    71.6875 MB /   0.50 sec = 1202.6589 Mbps     0 retrans  20057 KB-cwnd
[2024-11-07T12:27:14.572044-0500]    75.4375 MB /   0.50 sec = 1265.5173 Mbps     0 retrans  21429 KB-cwnd
[2024-11-07T12:27:15.072073-0500]    71.6875 MB /   0.50 sec = 1202.8105 Mbps     0 retrans  24823 KB-cwnd
[2024-11-07T12:27:15.572151-0500]    69.5625 MB /   0.50 sec = 1166.6404 Mbps     0 retrans  23251 KB-cwnd
[2024-11-07T12:27:16.072008-0500]    65.5625 MB /   0.50 sec = 1100.2995 Mbps     0 retrans  23795 KB-cwnd
[2024-11-07T12:27:16.573091-0500]    54.6250 MB /   0.50 sec =  915.0152 Mbps     0 retrans  24504 KB-cwnd
[2024-11-07T12:27:17.072048-0500]    61.7500 MB /   0.50 sec = 1037.6887 Mbps     0 retrans  23505 KB-cwnd
[2024-11-07T12:27:17.572074-0500]    52.8750 MB /   0.50 sec =  886.9197 Mbps     0 retrans  23505 KB-cwnd
[2024-11-07T12:27:18.071971-0500]    64.1250 MB /   0.50 sec = 1076.0154 Mbps     0 retrans  22508 KB-cwnd
[2024-11-07T12:27:18.571974-0500]    66.6875 MB /   0.50 sec = 1118.8642 Mbps     0 retrans  21200 KB-cwnd
[2024-11-07T12:27:19.071965-0500]    64.8125 MB /   0.50 sec = 1087.3711 Mbps     0 retrans  19596 KB-cwnd
[2024-11-07T12:27:19.572001-0500]    61.0000 MB /   0.50 sec = 1023.3836 Mbps     0 retrans  20057 KB-cwnd
[2024-11-07T12:27:20.072025-0500]    63.3750 MB /   0.50 sec = 1063.3028 Mbps     0 retrans  24253 KB-cwnd
