Start time: 1730850678506
[2024-11-05T17:51:19.397769-0600] nuttcp-r: v8.1.4: socket
[2024-11-05T17:51:19.398852-0600] nuttcp-r: buflen=65536, nstream=1, port=5379 tcp
[2024-11-05T17:51:19.398991-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-05T17:51:19.399102-0600] nuttcp-r: connect to 54.197.223.49 with RTT=75.365 ms af=inet
[2024-11-05T17:51:19.399210-0600] nuttcp-r: send window size = 2097152, receive window size = 6291456
[2024-11-05T17:51:19.399315-0600] nuttcp-r: available send window = 1572864, available receive window = 4718592
[2024-11-05T17:51:19.399419-0600]     0.6250 MB /   0.50 sec =   10.4838 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T17:51:19.897561-0600]    19.3750 MB /   0.50 sec =  325.0696 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T17:51:20.397429-0600]    59.6875 MB /   0.50 sec = 1001.4742 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T17:51:20.897533-0600]    60.8750 MB /   0.50 sec = 1021.3437 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T17:51:21.398074-0600]    64.2500 MB /   0.50 sec = 1077.6796 Mbps     0 retrans     13 KB-cwnd
[2024-11-05T17:51:21.897938-0600]    63.3125 MB /   0.50 sec = 1062.3838 Mbps     0 retrans     22 KB-cwnd
[2024-11-05T17:51:22.397631-0600]    56.1875 MB /   0.50 sec =  942.5379 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T17:51:22.897651-0600]    63.3750 MB /   0.50 sec = 1063.4134 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T17:51:23.397619-0600]    63.7500 MB /   0.50 sec = 1069.4876 Mbps     0 retrans  20329 KB-cwnd
[2024-11-05T17:51:23.897759-0600]    64.3125 MB /   0.50 sec = 1079.0818 Mbps     0 retrans  19937 KB-cwnd
[2024-11-05T17:51:24.397876-0600]    60.5625 MB /   0.50 sec = 1016.0722 Mbps     0 retrans  20100 KB-cwnd
[2024-11-05T17:51:24.897584-0600]    60.6875 MB /   0.50 sec = 1018.0879 Mbps     0 retrans  20100 KB-cwnd
[2024-11-05T17:51:25.397540-0600]    66.2500 MB /   0.50 sec = 1111.6462 Mbps     0 retrans  20100 KB-cwnd
[2024-11-05T17:51:25.897596-0600]    57.8750 MB /   0.50 sec =  970.8474 Mbps     0 retrans  19207 KB-cwnd
[2024-11-05T17:51:26.397628-0600]    59.8125 MB /   0.50 sec = 1003.4491 Mbps     0 retrans  19207 KB-cwnd
[2024-11-05T17:51:26.897576-0600]    61.6250 MB /   0.50 sec = 1033.8587 Mbps     0 retrans  23014 KB-cwnd
[2024-11-05T17:51:27.397796-0600]    66.6875 MB /   0.50 sec = 1118.9693 Mbps     0 retrans  23014 KB-cwnd
[2024-11-05T17:51:27.897585-0600]    54.0000 MB /   0.50 sec =  905.9207 Mbps     0 retrans  23014 KB-cwnd
[2024-11-05T17:51:28.397607-0600]    67.0625 MB /   0.50 sec = 1125.0703 Mbps     0 retrans  21765 KB-cwnd
[2024-11-05T17:51:28.897403-0600]    65.5625 MB /   0.50 sec = 1100.1432 Mbps     0 retrans  22268 KB-cwnd
[2024-11-05T17:51:29.397838-0600]    62.5625 MB /   0.50 sec = 1049.1734 Mbps     0 retrans  21962 KB-cwnd
[2024-11-05T17:51:29.897768-0600]    24.0625 MB /   0.50 sec =  403.7284 Mbps     0 retrans  21962 KB-cwnd
[2024-11-05T17:51:30.398100-0600]    49.8125 MB /   0.50 sec =  835.1238 Mbps     0 retrans  21610 KB-cwnd
[2024-11-05T17:51:30.897619-0600]    55.5625 MB /   0.50 sec =  933.0780 Mbps     0 retrans  22815 KB-cwnd
[2024-11-05T17:51:31.398103-0600]    48.8750 MB /   0.50 sec =  819.2065 Mbps     0 retrans  22815 KB-cwnd
[2024-11-05T17:51:31.897663-0600]    51.9375 MB /   0.50 sec =  872.0381 Mbps     0 retrans  20372 KB-cwnd
[2024-11-05T17:51:32.398019-0600]    45.5625 MB /   0.50 sec =  763.9291 Mbps     0 retrans  18264 KB-cwnd
[2024-11-05T17:51:32.897580-0600]    55.0625 MB /   0.50 sec =  924.5517 Mbps     0 retrans  18264 KB-cwnd
[2024-11-05T17:51:33.397660-0600]    57.1250 MB /   0.50 sec =  958.2796 Mbps     0 retrans  21682 KB-cwnd
[2024-11-05T17:51:33.897538-0600]    47.4375 MB /   0.50 sec =  795.8660 Mbps     0 retrans  20382 KB-cwnd
[2024-11-05T17:51:34.398962-0600]    42.4375 MB /   0.50 sec =  710.1197 Mbps     0 retrans  20382 KB-cwnd
[2024-11-05T17:51:34.897606-0600]    40.3750 MB /   0.50 sec =  679.2017 Mbps     0 retrans  18765 KB-cwnd
[2024-11-05T17:51:35.397671-0600]     6.1250 MB /   0.50 sec =  102.7681 Mbps     0 retrans  18765 KB-cwnd
[2024-11-05T17:51:35.897728-0600]    26.6875 MB /   0.50 sec =  447.7643 Mbps     0 retrans  18765 KB-cwnd
[2024-11-05T17:51:36.397668-0600]    22.2500 MB /   0.50 sec =  373.2132 Mbps     0 retrans  19844 KB-cwnd
[2024-11-05T17:51:36.897925-0600]    31.1875 MB /   0.50 sec =  523.3190 Mbps     0 retrans  19844 KB-cwnd
[2024-11-05T17:51:37.397896-0600]    29.6250 MB /   0.50 sec =  496.6555 Mbps     0 retrans  20531 KB-cwnd
[2024-11-05T17:51:37.897502-0600]    28.7500 MB /   0.50 sec =  482.7321 Mbps     0 retrans  20531 KB-cwnd
[2024-11-05T17:51:38.397513-0600]    26.3750 MB /   0.50 sec =  442.5053 Mbps     0 retrans  20531 KB-cwnd
[2024-11-05T17:51:38.897482-0600]    25.3125 MB /   0.50 sec =  424.6699 Mbps   337 retrans  17774 KB-cwnd
[2024-11-05T17:51:39.397491-0600]    30.8125 MB /   0.50 sec =  516.9511 Mbps     0 retrans  17774 KB-cwnd
[2024-11-05T17:51:39.897650-0600]    28.5000 MB /   0.50 sec =  478.0178 Mbps     0 retrans  17774 KB-cwnd
[2024-11-05T17:51:40.397582-0600]    11.0625 MB /   0.50 sec =  185.6566 Mbps     0 retrans  11564 KB-cwnd
[2024-11-05T17:51:40.897820-0600]    27.5000 MB /   0.50 sec =  461.0848 Mbps     0 retrans  11564 KB-cwnd
[2024-11-05T17:51:41.397519-0600]    27.8750 MB /   0.50 sec =  467.9382 Mbps     0 retrans  11564 KB-cwnd
[2024-11-05T17:51:41.897476-0600]    27.8750 MB /   0.50 sec =  467.6714 Mbps     0 retrans  10749 KB-cwnd
[2024-11-05T17:51:42.397539-0600]    29.1875 MB /   0.50 sec =  489.6634 Mbps     0 retrans  10754 KB-cwnd
[2024-11-05T17:51:42.897489-0600]    32.1875 MB /   0.50 sec =  540.0328 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T17:51:43.397508-0600]    30.9375 MB /   0.50 sec =  519.0410 Mbps     0 retrans      5 KB-cwnd
[2024-11-05T17:51:43.897491-0600]    31.7500 MB /   0.50 sec =  532.6894 Mbps     0 retrans   9358 KB-cwnd
[2024-11-05T17:51:44.397762-0600]    31.1875 MB /   0.50 sec =  523.2195 Mbps     0 retrans   9358 KB-cwnd
[2024-11-05T17:51:44.897396-0600]    33.8125 MB /   0.50 sec =  567.3363 Mbps     0 retrans   9358 KB-cwnd
[2024-11-05T17:51:45.397500-0600]    34.0625 MB /   0.50 sec =  571.4316 Mbps     0 retrans   9694 KB-cwnd
[2024-11-05T17:51:45.897601-0600]    32.9375 MB /   0.50 sec =  552.6206 Mbps     0 retrans   9694 KB-cwnd
[2024-11-05T17:51:46.397976-0600]    27.4375 MB /   0.50 sec =  459.8714 Mbps     0 retrans  10512 KB-cwnd
[2024-11-05T17:51:46.897750-0600]    21.5000 MB /   0.50 sec =  361.0322 Mbps     0 retrans  10512 KB-cwnd
[2024-11-05T17:51:47.397983-0600]    23.9375 MB /   0.50 sec =  401.2627 Mbps     0 retrans  10512 KB-cwnd
[2024-11-05T17:51:47.897483-0600]    25.6250 MB /   0.50 sec =  430.3120 Mbps     0 retrans  10720 KB-cwnd
[2024-11-05T17:51:48.397537-0600]    24.3125 MB /   0.50 sec =  407.8806 Mbps     0 retrans  10720 KB-cwnd
[2024-11-05T17:51:48.897506-0600]    28.5000 MB /   0.50 sec =  478.1612 Mbps     0 retrans  10720 KB-cwnd
[2024-11-05T17:51:49.397504-0600]    27.0000 MB /   0.50 sec =  452.9857 Mbps     0 retrans  10930 KB-cwnd
[2024-11-05T17:51:49.897499-0600]    26.7500 MB /   0.50 sec =  448.7968 Mbps     0 retrans  10930 KB-cwnd
[2024-11-05T17:51:50.397511-0600]    24.0000 MB /   0.50 sec =  402.6459 Mbps     0 retrans   9425 KB-cwnd
[2024-11-05T17:51:50.897481-0600]    32.8750 MB /   0.50 sec =  551.5576 Mbps     0 retrans   9425 KB-cwnd
[2024-11-05T17:51:51.397593-0600]    25.7500 MB /   0.50 sec =  432.0254 Mbps     0 retrans   9425 KB-cwnd
[2024-11-05T17:51:51.897924-0600]    28.1250 MB /   0.50 sec =  471.4472 Mbps     0 retrans   9073 KB-cwnd
[2024-11-05T17:51:52.397652-0600]    29.8125 MB /   0.50 sec =  500.6053 Mbps     0 retrans   9073 KB-cwnd
