Start time: 1730761207903
[2024-11-04T17:00:09.275854-0600] nuttcp-t: v8.1.4: socket
[2024-11-04T17:00:09.276668-0600] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.176.53.206
[2024-11-04T17:00:09.276725-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-04T17:00:09.276761-0600] nuttcp-t: connect to 54.176.53.206 with mss=1448, RTT=53.018 ms af=inet
[2024-11-04T17:00:09.276792-0600] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-04T17:00:09.276826-0600] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-04T17:00:09.276856-0600] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-04T17:00:09.276885-0600] nuttcp-r: v6.1.2: socket
[2024-11-04T17:00:09.276913-0600] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-04T17:00:09.276943-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-04T17:00:09.276970-0600] nuttcp-r: accept from 216.147.125.34
[2024-11-04T17:00:09.277006-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-04T17:00:09.277034-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-04T17:00:09.277065-0600]     0.1250 MB /   0.50 sec =    2.0970 Mbps    25 retrans    152 KB-cwnd
[2024-11-04T17:00:09.792900-0600]     0.3750 MB /   0.50 sec =    6.2914 Mbps    20 retrans     96 KB-cwnd
[2024-11-04T17:00:09.995806-0600]     0.3750 MB /   0.50 sec =    6.2915 Mbps     5 retrans     76 KB-cwnd
[2024-11-04T17:00:10.474520-0600]     0.5625 MB /   0.50 sec =    9.4376 Mbps     5 retrans     62 KB-cwnd
[2024-11-04T17:00:11.106051-0600]     0.3125 MB /   0.50 sec =    5.2429 Mbps     2 retrans     50 KB-cwnd
[2024-11-04T17:00:11.791915-0600]     0.2500 MB /   0.50 sec =    4.1936 Mbps     3 retrans     32 KB-cwnd
[2024-11-04T17:00:12.606977-0600]     0.2500 MB /   0.50 sec =    4.1950 Mbps     0 retrans     38 KB-cwnd
[2024-11-04T17:00:12.607446-0600]     0.2500 MB /   0.50 sec =    4.1941 Mbps     0 retrans     38 KB-cwnd
[2024-11-04T17:00:13.259179-0600]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans     73 KB-cwnd
[2024-11-04T17:00:13.556375-0600]     0.3125 MB /   0.50 sec =    5.2429 Mbps     3 retrans    120 KB-cwnd
[2024-11-04T17:00:13.812649-0600]     0.8125 MB /   0.50 sec =   13.6310 Mbps     2 retrans     82 KB-cwnd
[2024-11-04T17:00:14.464275-0600]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans     87 KB-cwnd
[2024-11-04T17:00:15.167281-0600]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans     91 KB-cwnd
[2024-11-04T17:00:15.507881-0600]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans     94 KB-cwnd
[2024-11-04T17:00:15.862146-0600]     0.6875 MB /   0.50 sec =   11.5344 Mbps     0 retrans    101 KB-cwnd
[2024-11-04T17:00:16.420699-0600]     0.6875 MB /   0.50 sec =   11.5345 Mbps     1 retrans    117 KB-cwnd
[2024-11-04T17:00:16.982165-0600]     0.6250 MB /   0.50 sec =   10.4856 Mbps     2 retrans     97 KB-cwnd
[2024-11-04T17:00:17.528891-0600]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans    101 KB-cwnd
[2024-11-04T17:00:18.012286-0600]     0.8125 MB /   0.50 sec =   13.6319 Mbps     0 retrans    106 KB-cwnd
[2024-11-04T17:00:18.575413-0600]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans    113 KB-cwnd
[2024-11-04T17:00:18.922026-0600]     0.6875 MB /   0.50 sec =   11.5341 Mbps     2 retrans    114 KB-cwnd
[2024-11-04T17:00:19.438364-0600]     0.8125 MB /   0.50 sec =   13.6317 Mbps     2 retrans     84 KB-cwnd
[2024-11-04T17:00:20.122474-0600]     0.6875 MB /   0.50 sec =   11.5336 Mbps     0 retrans     90 KB-cwnd
[2024-11-04T17:00:20.494212-0600]     0.6250 MB /   0.50 sec =   10.4862 Mbps     0 retrans     93 KB-cwnd
[2024-11-04T17:00:21.215055-0600]     0.5625 MB /   0.50 sec =    9.4374 Mbps     1 retrans     77 KB-cwnd
[2024-11-04T17:00:21.577356-0600]     0.5000 MB /   0.50 sec =    8.3880 Mbps     0 retrans     80 KB-cwnd
[2024-11-04T17:00:21.919063-0600]     0.5625 MB /   0.50 sec =    9.4377 Mbps     0 retrans     83 KB-cwnd
[2024-11-04T17:00:22.607621-0600]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans     91 KB-cwnd
[2024-11-04T17:00:22.922625-0600]     0.6250 MB /   0.50 sec =   10.4856 Mbps     1 retrans     94 KB-cwnd
[2024-11-04T17:00:23.350756-0600]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     96 KB-cwnd
[2024-11-04T17:00:24.027139-0600]     0.6250 MB /   0.50 sec =   10.4862 Mbps     0 retrans    101 KB-cwnd
[2024-11-04T17:00:24.330657-0600]     0.6250 MB /   0.50 sec =   10.4856 Mbps     0 retrans    103 KB-cwnd
[2024-11-04T17:00:25.020965-0600]     0.6250 MB /   0.50 sec =   10.4859 Mbps     0 retrans    107 KB-cwnd
[2024-11-04T17:00:25.464015-0600]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans    117 KB-cwnd
[2024-11-04T17:00:26.058561-0600]     0.6875 MB /   0.50 sec =   11.5344 Mbps     2 retrans    220 KB-cwnd
[2024-11-04T17:00:26.699572-0600]     1.0000 MB /   0.50 sec =   16.7768 Mbps     4 retrans    148 KB-cwnd
[2024-11-04T17:00:27.148313-0600]     0.7500 MB /   0.50 sec =   12.5833 Mbps     1 retrans    124 KB-cwnd
[2024-11-04T17:00:27.619937-0600]     0.5000 MB /   0.50 sec =    8.3884 Mbps     0 retrans    127 KB-cwnd
[2024-11-04T17:00:27.988814-0600]     0.7500 MB /   0.50 sec =   12.5830 Mbps     1 retrans    103 KB-cwnd
[2024-11-04T17:00:28.717635-0600]     0.8125 MB /   0.50 sec =   13.6317 Mbps     2 retrans     87 KB-cwnd
[2024-11-04T17:00:29.140213-0600]     0.6875 MB /   0.50 sec =   11.5340 Mbps     0 retrans     90 KB-cwnd
[2024-11-04T17:00:29.530860-0600]     0.6875 MB /   0.50 sec =   11.5347 Mbps     1 retrans     73 KB-cwnd
[2024-11-04T17:00:30.124596-0600]     0.5625 MB /   0.50 sec =    9.4370 Mbps     1 retrans     60 KB-cwnd
[2024-11-04T17:00:30.833310-0600]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans     66 KB-cwnd
[2024-11-04T17:00:30.833763-0600]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     66 KB-cwnd
[2024-11-04T17:00:31.550217-0600]     0.3750 MB /   0.50 sec =    6.2914 Mbps     0 retrans     70 KB-cwnd
[2024-11-04T17:00:32.341079-0600]     0.3750 MB /   0.50 sec =    6.2914 Mbps     2 retrans     77 KB-cwnd
[2024-11-04T17:00:32.341452-0600]     0.4375 MB /   0.50 sec =    7.3401 Mbps     0 retrans     77 KB-cwnd
