Start time: 1730852510922
[2024-11-05T18:21:59.472663-0600] nuttcp-t: v8.1.4: socket
[2024-11-05T18:21:59.473733-0600] nuttcp-t: buflen=65536, nstream=1, port=5103 tcp -> 54.197.223.49
[2024-11-05T18:21:59.473859-0600] nuttcp-t: time limit = 120.00 seconds
[2024-11-05T18:21:59.473952-0600] nuttcp-t: connect to 54.197.223.49 with mss=1448, RTT=75.602 ms af=inet
[2024-11-05T18:21:59.474036-0600] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-11-05T18:21:59.474123-0600] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-11-05T18:21:59.474204-0600] nuttcp-t: initial congestion window = 14 KB (10 packets)
[2024-11-05T18:21:59.474286-0600] nuttcp-r: v8.1.4: socket
[2024-11-05T18:21:59.474368-0600] nuttcp-r: buflen=65536, nstream=1, port=5103 tcp
[2024-11-05T18:21:59.474447-0600] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-05T18:21:59.474532-0600] nuttcp-r: accept from 98.97.15.61 with af=inet
[2024-11-05T18:21:59.474617-0600] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-11-05T18:21:59.474698-0600] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-11-05T18:21:59.474782-0600]     0.2500 MB /   0.50 sec =    4.1940 Mbps    15 retrans     66 KB-cwnd
[2024-11-05T18:22:00.215670-0600]     0.2500 MB /   0.50 sec =    4.1944 Mbps    23 retrans     46 KB-cwnd
[2024-11-05T18:22:01.137834-0600]     0.2500 MB /   0.50 sec =    4.1834 Mbps     1 retrans     39 KB-cwnd
[2024-11-05T18:22:01.138463-0600]     0.1875 MB /   0.50 sec =    3.1529 Mbps     0 retrans     39 KB-cwnd
[2024-11-05T18:22:02.128096-0600]     0.2500 MB /   0.50 sec =    4.1956 Mbps     0 retrans     45 KB-cwnd
[2024-11-05T18:22:02.128415-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     45 KB-cwnd
[2024-11-05T18:22:03.029736-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     1 retrans     39 KB-cwnd
[2024-11-05T18:22:03.030321-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     39 KB-cwnd
[2024-11-05T18:22:03.845731-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans     43 KB-cwnd
[2024-11-05T18:22:03.846338-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     43 KB-cwnd
[2024-11-05T18:22:04.515774-0600]     0.3125 MB /   0.50 sec =    5.2428 Mbps     1 retrans     38 KB-cwnd
[2024-11-05T18:22:05.195600-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     43 KB-cwnd
[2024-11-05T18:22:05.855827-0600]     0.2500 MB /   0.50 sec =    4.1915 Mbps     0 retrans    106 KB-cwnd
[2024-11-05T18:22:05.856496-0600]     0.3125 MB /   0.50 sec =    5.2464 Mbps     0 retrans    106 KB-cwnd
[2024-11-05T18:22:06.366939-0600]     0.7500 MB /   0.50 sec =   12.5826 Mbps     3 retrans    113 KB-cwnd
[2024-11-05T18:22:06.886644-0600]     0.7500 MB /   0.50 sec =   12.5830 Mbps     1 retrans     94 KB-cwnd
[2024-11-05T18:22:07.479702-0600]     0.6875 MB /   0.50 sec =   11.5343 Mbps     1 retrans     77 KB-cwnd
[2024-11-05T18:22:07.989018-0600]     0.4375 MB /   0.50 sec =    7.3402 Mbps     1 retrans     62 KB-cwnd
[2024-11-05T18:22:08.684569-0600]     0.3125 MB /   0.50 sec =    5.2429 Mbps     3 retrans     41 KB-cwnd
[2024-11-05T18:22:09.450848-0600]     0.2500 MB /   0.50 sec =    4.1939 Mbps     0 retrans     45 KB-cwnd
[2024-11-05T18:22:09.451472-0600]     0.2500 MB /   0.50 sec =    4.1947 Mbps     0 retrans     45 KB-cwnd
[2024-11-05T18:22:10.317757-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     1 retrans     41 KB-cwnd
[2024-11-05T18:22:11.064694-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     1 retrans     35 KB-cwnd
[2024-11-05T18:22:11.065155-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     35 KB-cwnd
[2024-11-05T18:22:11.884778-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     2 retrans     31 KB-cwnd
[2024-11-05T18:22:11.885051-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     31 KB-cwnd
[2024-11-05T18:22:13.834651-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps    20 retrans     29 KB-cwnd
[2024-11-05T18:22:13.835239-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     29 KB-cwnd
[2024-11-05T18:22:13.835466-0600]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     29 KB-cwnd
[2024-11-05T18:22:14.806126-0600]     0.1875 MB /   0.50 sec =    3.1460 Mbps     2 retrans     28 KB-cwnd
[2024-11-05T18:22:14.806715-0600]     0.1250 MB /   0.50 sec =    2.0927 Mbps     0 retrans     28 KB-cwnd
[2024-11-05T18:22:16.584662-0600]     0.2500 MB /   0.50 sec =    4.2034 Mbps    43 retrans     52 KB-cwnd
[2024-11-05T18:22:16.585022-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     52 KB-cwnd
[2024-11-05T18:22:16.585132-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     52 KB-cwnd
[2024-11-05T18:22:16.585220-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     52 KB-cwnd
[2024-11-05T18:22:17.851171-0600]     0.2500 MB /   0.50 sec =    4.1943 Mbps    58 retrans     26 KB-cwnd
[2024-11-05T18:22:17.851492-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T18:22:17.851593-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     26 KB-cwnd
[2024-11-05T18:22:28.293479-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps    71 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294001-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294119-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294215-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294305-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294392-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294479-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294564-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294648-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294734-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294820-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294908-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.294994-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295077-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295163-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295253-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295338-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295422-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295506-0600]     0.0625 MB /   0.50 sec =    1.0518 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:28.295591-0600]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     60 KB-cwnd
[2024-11-05T18:22:29.201945-0600]     0.1875 MB /   0.50 sec =    3.1459 Mbps    33 retrans     16 KB-cwnd
[2024-11-05T18:22:29.202244-0600]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     16 KB-cwnd
[2024-11-05T18:22:30.928352-0600]     0.1875 MB /   0.50 sec =    3.1456 Mbps    10 retrans     38 KB-cwnd
[2024-11-05T18:22:30.928816-0600]     0.0625 MB /   0.50 sec =    1.0482 Mbps     0 retrans     38 KB-cwnd
[2024-11-05T18:22:30.928953-0600]     0.0625 MB /   0.50 sec =    1.0490 Mbps     0 retrans     38 KB-cwnd
[2024-11-05T18:22:30.929045-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     38 KB-cwnd
[2024-11-05T18:22:31.541165-0600]     0.3750 MB /   0.50 sec =    6.2915 Mbps     1 retrans     32 KB-cwnd
[2024-11-05T18:22:32.316507-0600]     0.2500 MB /   0.50 sec =    4.1944 Mbps     6 retrans     28 KB-cwnd
[2024-11-05T18:22:34.042867-0600]     0.2500 MB /   0.50 sec =    4.1940 Mbps    13 retrans      8 KB-cwnd
[2024-11-05T18:22:34.043148-0600]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans      8 KB-cwnd
[2024-11-05T18:22:34.043195-0600]     0.1250 MB /   0.50 sec =    2.0973 Mbps     0 retrans      8 KB-cwnd
[2024-11-05T18:22:34.043227-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans      8 KB-cwnd
[2024-11-05T18:22:36.035310-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps    18 retrans     22 KB-cwnd
[2024-11-05T18:22:36.035770-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     22 KB-cwnd
[2024-11-05T18:22:36.035983-0600]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     22 KB-cwnd
[2024-11-05T18:22:36.036116-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     22 KB-cwnd
[2024-11-05T18:22:37.355710-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     1 retrans     28 KB-cwnd
[2024-11-05T18:22:37.356231-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     28 KB-cwnd
[2024-11-05T18:22:37.356336-0600]     0.1875 MB /   0.50 sec =    3.1451 Mbps     0 retrans     28 KB-cwnd
[2024-11-05T18:22:37.925827-0600]     0.3125 MB /   0.50 sec =    5.2432 Mbps     5 retrans     48 KB-cwnd
[2024-11-05T18:22:38.631056-0600]     0.3125 MB /   0.50 sec =    5.2434 Mbps     6 retrans     24 KB-cwnd
[2024-11-05T18:22:39.787656-0600]     0.1875 MB /   0.50 sec =    3.1458 Mbps     2 retrans     32 KB-cwnd
[2024-11-05T18:22:39.788314-0600]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     32 KB-cwnd
[2024-11-05T18:22:40.582062-0600]     0.1875 MB /   0.50 sec =    3.1441 Mbps     5 retrans     32 KB-cwnd
[2024-11-05T18:22:40.582591-0600]     0.2500 MB /   0.50 sec =    4.1964 Mbps     0 retrans     32 KB-cwnd
[2024-11-05T18:22:42.114865-0600]     0.2500 MB /   0.50 sec =    4.1944 Mbps    16 retrans      8 KB-cwnd
[2024-11-05T18:22:42.115172-0600]     0.0625 MB /   0.50 sec =    1.0478 Mbps     0 retrans      8 KB-cwnd
[2024-11-05T18:22:42.115269-0600]     0.1875 MB /   0.50 sec =    3.1480 Mbps     0 retrans      8 KB-cwnd
