Start time: 1730832590210
[2024-11-05T12:49:50.363677-0600] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2024-11-05T12:49:50.364465-0600] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=252 time=62.6 ms
[2024-11-05T12:49:50.589531-0600] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=252 time=88.1 ms
[2024-11-05T12:49:50.759160-0600] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=252 time=57.2 ms
[2024-11-05T12:49:50.973614-0600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=252 time=70.8 ms
[2024-11-05T12:49:51.173109-0600] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=252 time=70.1 ms
[2024-11-05T12:49:51.372349-0600] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=252 time=68.6 ms
[2024-11-05T12:49:51.572826-0600] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=252 time=68.4 ms
[2024-11-05T12:49:51.772144-0600] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=252 time=67.8 ms
[2024-11-05T12:49:51.972251-0600] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=252 time=67.5 ms
[2024-11-05T12:49:52.173486-0600] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=252 time=67.4 ms
[2024-11-05T12:49:52.372397-0600] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=252 time=65.3 ms
[2024-11-05T12:49:52.572427-0600] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=252 time=64.4 ms
[2024-11-05T12:49:52.772286-0600] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=252 time=63.2 ms
[2024-11-05T12:49:52.982228-0600] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=252 time=72.3 ms
[2024-11-05T12:49:53.172903-0600] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=252 time=62.0 ms
[2024-11-05T12:49:53.380275-0600] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=252 time=68.8 ms
[2024-11-05T12:49:53.571440-0600] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=252 time=59.5 ms
[2024-11-05T12:49:53.782212-0600] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=252 time=69.2 ms
[2024-11-05T12:49:53.982438-0600] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=252 time=68.6 ms
[2024-11-05T12:49:54.190633-0600] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=252 time=75.3 ms
[2024-11-05T12:49:54.381257-0600] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=252 time=65.1 ms
[2024-11-05T12:49:54.581635-0600] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=252 time=64.6 ms
[2024-11-05T12:49:54.781053-0600] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=252 time=63.9 ms
[2024-11-05T12:49:54.996070-0600] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=252 time=78.4 ms
[2024-11-05T12:49:55.183786-0600] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=252 time=64.1 ms
[2024-11-05T12:49:55.382303-0600] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=252 time=63.0 ms
[2024-11-05T12:49:55.600410-0600] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=252 time=80.4 ms
[2024-11-05T12:49:55.791251-0600] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=252 time=70.3 ms
[2024-11-05T12:49:55.982271-0600] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=252 time=60.4 ms
[2024-11-05T12:49:56.192700-0600] 46 bytes from 54.197.223.49: icmp_seq=30 ttl=252 time=69.5 ms
[2024-11-05T12:49:56.392480-0600] 46 bytes from 54.197.223.49: icmp_seq=31 ttl=252 time=69.1 ms
[2024-11-05T12:49:56.584228-0600] 46 bytes from 54.197.223.49: icmp_seq=32 ttl=252 time=60.3 ms
[2024-11-05T12:49:56.785333-0600] 46 bytes from 54.197.223.49: icmp_seq=33 ttl=252 time=60.4 ms
[2024-11-05T12:49:56.992169-0600] 46 bytes from 54.197.223.49: icmp_seq=34 ttl=252 time=66.3 ms
[2024-11-05T12:49:57.193523-0600] 46 bytes from 54.197.223.49: icmp_seq=35 ttl=252 time=66.5 ms
[2024-11-05T12:49:57.403358-0600] 46 bytes from 54.197.223.49: icmp_seq=36 ttl=252 time=75.1 ms
[2024-11-05T12:49:57.584433-0600] 46 bytes from 54.197.223.49: icmp_seq=37 ttl=252 time=55.3 ms
[2024-11-05T12:49:57.785189-0600] 46 bytes from 54.197.223.49: icmp_seq=38 ttl=252 time=55.1 ms
[2024-11-05T12:49:57.994138-0600] 46 bytes from 54.197.223.49: icmp_seq=39 ttl=252 time=63.4 ms
[2024-11-05T12:49:58.194610-0600] 46 bytes from 54.197.223.49: icmp_seq=40 ttl=252 time=62.6 ms
[2024-11-05T12:49:58.418358-0600] 46 bytes from 54.197.223.49: icmp_seq=41 ttl=252 time=86.2 ms
[2024-11-05T12:49:58.602359-0600] 46 bytes from 54.197.223.49: icmp_seq=42 ttl=252 time=69.2 ms
[2024-11-05T12:49:58.794296-0600] 46 bytes from 54.197.223.49: icmp_seq=43 ttl=252 time=60.3 ms
[2024-11-05T12:49:59.003082-0600] 46 bytes from 54.197.223.49: icmp_seq=44 ttl=252 time=68.3 ms
[2024-11-05T12:49:59.212546-0600] 46 bytes from 54.197.223.49: icmp_seq=45 ttl=252 time=77.6 ms
[2024-11-05T12:49:59.410317-0600] 46 bytes from 54.197.223.49: icmp_seq=46 ttl=252 time=75.2 ms
[2024-11-05T12:49:59.603439-0600] 46 bytes from 54.197.223.49: icmp_seq=47 ttl=252 time=67.4 ms
