Start time: 1730672577559
[2024-11-03T15:22:58.585717-0700] nuttcp-r: v8.1.4: socket
[2024-11-03T15:22:58.586609-0700] nuttcp-r: buflen=65536, nstream=1, port=5101 tcp
[2024-11-03T15:22:58.586717-0700] nuttcp-r: interval reporting every 0.50 seconds
[2024-11-03T15:22:58.586802-0700] nuttcp-r: connect to 54.176.53.206 with RTT=119.794 ms af=inet
[2024-11-03T15:22:58.586883-0700] nuttcp-r: send window size = 524288, receive window size = 4194304
[2024-11-03T15:22:58.586959-0700] nuttcp-r: available send window = 393216, available receive window = 3145728
[2024-11-03T15:22:58.587035-0700]     0.0000 MB /   0.50 sec =    0.0000 Mbps    -1 retrans
[2024-11-03T15:22:59.086109-0700]     0.1250 MB /   0.50 sec =    2.0968 Mbps     1 retrans
[2024-11-03T15:22:59.585760-0700]     0.1875 MB /   0.50 sec =    3.1463 Mbps     0 retrans
[2024-11-03T15:23:00.085214-0700]     0.3125 MB /   0.50 sec =    5.2438 Mbps     0 retrans
[2024-11-03T15:23:00.585763-0700]     0.4375 MB /   0.50 sec =    7.3383 Mbps     0 retrans
[2024-11-03T15:23:01.085427-0700]     0.3125 MB /   0.50 sec =    5.2431 Mbps     0 retrans
[2024-11-03T15:23:01.585236-0700]     0.3125 MB /   0.50 sec =    5.2442 Mbps     0 retrans
[2024-11-03T15:23:02.085471-0700]     0.3125 MB /   0.50 sec =    5.2409 Mbps     0 retrans
[2024-11-03T15:23:02.586292-0700]     0.1875 MB /   0.50 sec =    3.1405 Mbps     0 retrans
[2024-11-03T15:23:03.085244-0700]     0.3125 MB /   0.50 sec =    5.2535 Mbps     0 retrans
[2024-11-03T15:23:03.585428-0700]     0.2500 MB /   0.50 sec =    4.1931 Mbps     0 retrans
End time: 1730672583676
